地点コード,測定年月日,地点名称(漢字),水域名称(漢字),類型,測定時刻,採取位置,採取水深,調査機関,天候,気温,水温,全水深,流量(河川),平均流速(河川),透明度（湖沼・海域）,透視度(河川･湖沼),ｐＨ,ＤＯ,ＢＯＤ,ＣＯＤ,ＳＳ,大腸菌群数,n-ヘキサン抽出物質,全窒素,全リン,全亜鉛,ノニルフェノール,ＬＡＳ,カドミウム,全シアン,鉛,六価クロム,砒素,総水銀,アルキル水銀,ＰＣＢ,ジクロロメタン,四塩化炭素,１、２-ジクロロエタン,１、１-ジクロロエチレン,シス-１、２-ジクロロエチレン,１、１、１-トリクロロエタン,１、１、２-トリクロロエタン,トリクロロエチレン,テトラクロロエチレン,１、３-ジクロロプロペン,チウラム,シマジン,チオベンカルブ,ベンゼン,セレン,ふっ素,亜硝酸性窒素,硝酸性窒素,ほう素,硝酸性窒素及び亜硝酸性窒素,１、４-ジオキサン,フェノール類,銅,溶解性鉄,溶解性マンガン,クロム,ＥＰＮ,アンモニア性窒素,溶解性ＣＯＤ,リン酸性リン,プランクトン総数,クロロフィルａ,ＴＯＣ,ＤＯＣ,電気伝導率,塩分量(海域),塩化物イオン,陰イオン界面活性剤,アンチモン,ニッケル,トリハロメタン生成能,クロロホルム生成能,ブロモジクロロメタン生成能,ジブロモクロロメタン生成能,ブロモホルム生成能,クロロホルム,トランス-1、２-ジクロロエチレン,１、２-ジクロロプロペン,p-ジクロロベンゼン,イソキサチオン,ダイアジノン,フェニトロチオン,イソプロチオラン,オキシン銅,クロロタロニル,プロピザミド,ジクロルボス,フェノブカルブ,イプロベンホス,クロルニトロフェン,トルエン,キシレン,フタル酸ジエチルヘキシル,モリブデン,塩化ビニルモノマー,エピクロロヒドリン,全マンガン,ウラン,フェノール,ホルムアルデヒド,４-ｔ-オクチルフェノール,アニリン,２、４-ジクロロフェノール
30010,20160412,東京湾　１,東京湾（９）,B,1114,11,0.5,千葉県,晴れ,11.7,15.3,7.1,,,2.7,,8.4,10,,2.6,,,,0.68,0.066,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022,0.29,,0.31,,,,,,,,0.27,1.9,0.042,3.80E+03,22,3.2,2.1,,29.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30010,20160412,東京湾　１,東京湾（９）,B,1118,13,6,千葉県,晴れ,11.7,14,7.1,,,2.7,,8.3,7.9,,3.3,,,,0.73,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021,0.27,,0.29,,,,,,,,0.12,,0.038,,,3.4,2.2,,30.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30010,20160516,東京湾　１,東京湾（９）,B,1135,11,0.5,千葉県,薄曇り,21.1,21.3,7.1,,,1.2,,8.6,12,,6.6,,2.00E+00,<0.5,1,0.084,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,<0.01,,<0.012,,,,,,,,0.12,3.4,0.005,9.10E+03,94,6.6,3.3,,29.82,,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30010,20160516,東京湾　１,東京湾（９）,B,1142,13,6,千葉県,薄曇り,21.1,20,7.1,,,1.2,,8.5,7.3,,8.7,,,,0.91,0.071,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,<0.01,,<0.012,,,,,,,,0.07,,<0.003,,,6.4,3.1,,30.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30010,20160601,東京湾　１,東京湾（９）,B,1200,11,0.5,千葉県,薄曇り,23.9,21.7,7.8,,,3.5,,8.3,7.5,,4.5,,,,0.7,0.078,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021,0.15,,0.17,,,,,,,,0.19,2.4,0.057,2.70E+03,8.2,1.3,0.8,,29.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30010,20160601,東京湾　１,東京湾（９）,B,1205,13,6.8,千葉県,薄曇り,23.9,20.1,7.8,,,3.5,,8.3,3.6,,4.2,,,,0.52,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.08,,0.1,,,,,,,,0.17,,0.042,,,1,0.8,,30.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30010,20160706,東京湾　１,東京湾（９）,B,1125,11,0.5,千葉県,曇り,23.4,25.4,6.7,,,1.9,,8.2,6.3,,4.5,,3.30E+02,<0.5,1.4,0.091,0.002,<0.00006,<0.0006,<0.0005,<0.1,<0.001,<0.005,0.002,<0.0005,,<0.0005,<0.002,<0.0002,<0.0004,<0.01,<0.004,<0.1,<0.0006,<0.001,<0.001,<0.0002,<0.0006,<0.0003,<0.002,<0.001,<0.001,,0.026,0.59,,0.61,<0.005,<0.005,<0.01,<0.1,<0.1,<0.02,,0.22,3.7,0.076,7.80E+03,22,3,2.8,,21.4,,<0.05,<0.002,0.001,,,,,,,,,,,,,,,,,,,,,,,,0.009,<0.0002,<0.00004,0.04,0.0018,,,<0.00004,<0.002,<0.001
30010,20160706,東京湾　１,東京湾（９）,B,1135,13,5.7,千葉県,曇り,23.4,23.4,6.7,,,1.9,,8.2,6.5,,4.4,,,,0.84,0.081,0.004,<0.00006,<0.0006,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.17,,0.19,,,,,,,,0.17,,0.049,,,2.9,2.3,,27.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30010,20160803,東京湾　１,東京湾（９）,B,1140,11,0.5,千葉県,晴れ,30.1,29.2,6.5,,,1.6,,8.4,11,,6.3,,,,1,0.096,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016,0.14,,0.15,,,,,,,,0.34,3.2,0.055,1.90E+04,47,5.6,3.8,,25.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30010,20160803,東京湾　１,東京湾（９）,B,1145,13,5.5,千葉県,晴れ,30.1,26.7,6.5,,,1.6,,8.3,3.3,,5.6,,,,0.92,0.084,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013,0.08,,0.093,,,,,,,,0.3,,0.053,,,5.7,3.8,,27.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30010,20160912,東京湾　１,東京湾（９）,B,1050,11,0.5,千葉県,曇り,25.1,26.9,7.1,,,2.3,,8.5,9,,4.1,,,,0.51,0.047,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,0.03,,0.034,,,,,,,,0.44,3,0.015,5.30E+03,28,2.9,1.7,,26.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30010,20160912,東京湾　１,東京湾（９）,B,1055,13,6.1,千葉県,曇り,25.1,26.3,7.1,,,2.3,,8.4,<0.5,,3.3,,,,0.57,0.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,0.06,,0.069,,,,,,,,0.18,,0.027,,,2.4,1.7,,26.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30010,20161013,東京湾　１,東京湾（９）,B,1030,11,0.5,千葉県,曇り,17.5,22.5,6.9,,,2.6,,8.2,8.3,,3.5,,,,0.91,0.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.38,,0.4,,,,,,,,0.01,2.5,0.033,4.70E+03,24,3.2,1.9,,27.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30010,20161013,東京湾　１,東京湾（９）,B,1033,13,5.9,千葉県,曇り,17.5,19.9,6.9,,,2.6,,8.1,4.8,,3.4,,,,0.85,0.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.38,,0.4,,,,,,,,0.02,,0.038,,,2.9,1.9,,27.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30010,20161101,東京湾　１,東京湾（９）,B,1135,11,0.5,千葉県,曇り,13.8,19.5,7.1,,,5.4,,8,5.8,,2,,1.30E+01,<0.5,1.1,0.096,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033,0.38,,0.41,,,,,,,,0.61,1.4,0.08,4.50E+02,6.1,3.1,2.3,,30.01,,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30010,20161101,東京湾　１,東京湾（９）,B,1140,13,6.1,千葉県,曇り,13.8,18.9,7.1,,,5.4,,8,1.9,,1.7,,,,0.76,0.079,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,0.33,,0.35,,,,,,,,0.33,,0.076,,,3.6,2.6,,30.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30010,20161205,東京湾　１,東京湾（９）,B,1140,11,0.5,千葉県,晴れ,16.2,16.1,7.3,,,7,,8,8.1,,2,,,,0.66,0.054,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.054,0.21,,0.26,,,,,,,,0.07,1.9,0.052,2.30E+02,3.5,3.7,2.8,,31.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30010,20161205,東京湾　１,東京湾（９）,B,1145,13,6.3,千葉県,晴れ,16.2,15.4,7.3,,,7,,8,6.1,,1.8,,,,0.61,0.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055,0.21,,0.26,,,,,,,,0.05,,0.048,,,3,2.8,,31.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30010,20170110,東京湾　１,東京湾（９）,B,1200,11,0.5,千葉県,晴れ,11.8,12.8,8,,,4.1,,8.1,10,,2.3,,1.30E+01,<0.5,0.82,0.065,0.004,<0.00006,0.0028,<0.0005,<0.1,<0.001,<0.005,0.002,<0.0005,,,<0.002,<0.0002,<0.0004,<0.01,<0.004,<0.1,<0.0006,<0.001,<0.001,<0.0002,<0.0006,<0.0003,<0.002,<0.001,<0.001,,0.046,0.35,,0.39,<0.005,,,,,,,0.09,1.7,0.022,7.60E+02,6.8,2.7,2.2,,31.88,,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30010,20170110,東京湾　１,東京湾（９）,B,1210,13,7,千葉県,晴れ,11.8,12.4,8,,,4.1,,8.1,7.5,,1.8,,,,0.66,0.044,0.003,<0.00006,<0.0006,,,,,,,,,,,,,,,,,,,,,,,,,0.043,0.32,,0.36,,,,,,,,0.08,,0.023,,,2.4,2.4,,31.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30010,20170209,東京湾　１,東京湾（９）,B,1220,11,0.5,千葉県,曇り,3.4,10.8,7.5,,,3.2,,8.1,9.8,,2,,,,0.67,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.036,0.32,,0.35,,,,,,,,0.12,1.5,0.009,,18,3.4,2,,32.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30010,20170209,東京湾　１,東京湾（９）,B,1225,13,6.5,千葉県,曇り,3.4,9.9,7.5,,,3.2,,8.2,9.2,,2,,,,0.63,0.027,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034,0.3,,0.33,,,,,,,,0.06,,0.011,,,3.6,2.1,,32.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30010,20170302,東京湾　１,東京湾（９）,B,1038,11,0.5,千葉県,曇り,8,10.3,7.3,,,3.2,,8.4,13,,3.2,,,,0.69,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037,0.26,,0.29,,,,,,,,0.02,2,0.004,2.30E+03,24,3.8,1.9,,30.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30010,20170302,東京湾　１,東京湾（９）,B,1040,13,6.3,千葉県,曇り,8,9.6,7.3,,,3.2,,8.4,11,,2.7,,,,0.66,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037,0.28,,0.31,,,,,,,,0.01,,0.004,,,3.5,1.8,,31.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20160412,東京湾　２,東京湾（４）,C,1155,11,0.5,千葉県,晴れ,12.3,15.1,6.2,,,2.5,,8.2,8.1,,3.1,,,,1.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.043,0.36,,0.4,,,,,,,,0.45,2.5,0.092,,9.4,3.3,2.4,,27.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20160412,東京湾　２,東京湾（４）,C,1200,13,5.2,千葉県,晴れ,12.3,14.3,6.2,,,2.5,,8.2,7.1,,2.9,,,,0.92,0.086,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033,0.26,,0.29,,,,,,,,0.31,,0.079,,,3.4,2.5,,28.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20160516,東京湾　２,東京湾（４）,C,1235,11,0.5,千葉県,晴れ,21.4,21.8,6.4,,,1.6,,8.5,12,,6,,2.30E+01,<0.5,0.77,0.084,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.002,<0.01,,<0.012,,,,,,,,0.06,3.3,0.005,,44,6.1,3,,28.23,,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20160516,東京湾　２,東京湾（４）,C,1240,13,5.5,千葉県,晴れ,21.4,20.3,6.4,,,1.6,,8.2,4.6,,4.1,,,,0.7,0.063,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014,0.06,,0.074,,,,,,,,0.09,,0.011,,,3.1,2.5,,29.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20160601,東京湾　２,東京湾（４）,C,1340,11,0.5,千葉県,薄曇り,24.2,22.6,6.9,,,1.9,,8.3,8.6,,4.6,,,,0.65,0.073,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018,0.13,,0.14,,,,,,,,0.09,2.6,0.048,,56,2.1,1.3,,28.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20160601,東京湾　２,東京湾（４）,C,1345,13,5.9,千葉県,薄曇り,24.2,20.8,6.9,,,1.9,,8.2,3.9,,4.1,,,,0.52,0.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024,0.09,,0.11,,,,,,,,0.08,,0.049,,,1.5,1.1,,29.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20160706,東京湾　２,東京湾（４）,C,1215,11,0.5,千葉県,曇り,23.7,25.6,4.5,,,1.6,,7.8,5.8,,4.3,,3.30E+02,<0.5,0.96,0.11,0.003,<0.00006,<0.0006,<0.0005,<0.1,<0.001,<0.005,0.002,<0.0005,,<0.0005,<0.002,<0.0002,<0.0004,<0.01,<0.004,<0.1,<0.0006,<0.001,<0.001,<0.0002,<0.0006,<0.0003,<0.002,<0.001,<0.001,,0.036,0.18,,0.22,<0.005,<0.005,<0.01,<0.1,<0.1,<0.02,<0.0006,0.22,3.2,0.09,,23,3.6,2.5,,26.91,,<0.05,,,,,,,,,<0.004,<0.006,<0.02,<0.0008,<0.0005,<0.0003,<0.004,<0.004,<0.005,<0.0008,<0.0008,<0.003,<0.0008,<0.0001,<0.06,<0.04,<0.006,,,,,,,,,,
30020,20160706,東京湾　２,東京湾（４）,C,1225,13,3.5,千葉県,曇り,23.7,24.5,4.5,,,1.6,,7.9,5.7,,4.4,,,,0.98,0.11,0.002,<0.00006,<0.0006,,,,,,,,,,,,,,,,,,,,,,,,,0.034,0.16,,0.2,,,,,,,,0.2,,0.083,,,3.1,2.6,,26.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20160803,東京湾　２,東京湾（４）,C,1240,11,0.5,千葉県,晴れ,30.3,29.3,5,,,1.6,,8.3,9.9,,5.5,,,,0.97,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031,0.2,,0.23,,,,,,,,0.24,3.4,0.077,,45,5.7,3.8,,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20160803,東京湾　２,東京湾（４）,C,1245,13,4,千葉県,晴れ,30.3,23.2,5,,,1.6,,8.2,2.1,,5.6,,,,0.95,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028,0.16,,0.18,,,,,,,,0.26,,0.088,,,5.2,3.6,,25.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20160912,東京湾　２,東京湾（４）,C,1135,11,0.5,千葉県,曇り,26.6,27.1,6,,,2,,8,4.5,,3.9,,,,0.88,0.082,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,0.13,,0.15,,,,,,,,0.3,2.8,0.07,,24,2.5,1.6,,25.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20160912,東京湾　２,東京湾（４）,C,1140,13,5,千葉県,曇り,26.6,26,6,,,2,,7.9,0.8,,3.3,,,,0.82,0.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017,0.09,,0.1,,,,,,,,0.32,,0.084,,,2.6,1.4,,27.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20161013,東京湾　２,東京湾（４）,C,1103,11,0.5,千葉県,曇り,17.8,21.3,5.5,,,2.3,,7.8,5.3,,2.9,,,,1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034,0.37,,0.4,,,,,,,,0.26,2.4,0.1,,8.8,2.8,2,,27.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20161013,東京湾　２,東京湾（４）,C,1105,13,4.5,千葉県,曇り,17.8,19.9,5.5,,,2.3,,7.8,2.4,,2.3,,,,0.96,0.098,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028,0.3,,0.32,,,,,,,,0.27,,0.098,,,2.6,2.1,,27.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20161101,東京湾　２,東京湾（４）,C,1215,11,0.5,千葉県,曇り,14.1,19.1,5.8,,,3.6,,7.8,5.7,,2.2,,2.40E+03,<0.5,1.2,0.12,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.55,,0.6,,,,,,,,0.6,1.8,0.11,,3.8,3.6,2.9,,28.13,,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20161101,東京湾　２,東京湾（４）,C,1220,13,4.8,千葉県,曇り,14.1,17.5,5.8,,,3.6,,7.8,5.3,,1.9,,,,0.89,0.1,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,0.041,0.31,,0.35,,,,,,,,0.37,,0.099,,,3.5,3,,30.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20161205,東京湾　２,東京湾（４）,C,1310,11,0.5,千葉県,晴れ,16,15.9,5.5,,,3.5,,7.9,8.2,,2.3,,,,1.1,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.067,0.38,,0.44,,,,,,,,0.24,2.3,0.09,,1.6,3,2.4,,28.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20161205,東京湾　２,東京湾（４）,C,1315,13,4.5,千葉県,晴れ,16,14.6,5.5,,,3.5,,8,7.7,,2.2,,,,0.76,0.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.052,0.24,,0.29,,,,,,,,0.13,,0.068,,,3.1,3.1,,30.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20170110,東京湾　２,東京湾（４）,C,1255,11,0.5,千葉県,晴れ,12,11.3,6.7,,,4.1,,8.1,8.9,,2.3,,3.30E+02,<0.5,0.96,0.058,0.004,<0.00006,0.0025,<0.0005,<0.1,<0.001,<0.005,0.001,<0.0005,,,<0.002,<0.0002,<0.0004,<0.01,<0.004,<0.1,<0.0006,<0.001,<0.001,<0.0002,<0.0006,<0.0003,<0.002,<0.001,<0.001,,0.056,0.53,,0.58,<0.005,,,,,,,0.16,2.1,0.035,,7,3.2,2.6,,29.5,,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20170110,東京湾　２,東京湾（４）,C,1305,13,5.7,千葉県,晴れ,12,10.6,6.7,,,4.1,,8.1,8.7,,2.1,,,,0.86,0.052,0.004,<0.00006,<0.0006,,,,,,,,,,,,,,,,,,,,,,,,,0.053,0.41,,0.46,,,,,,,,0.13,,0.029,,,2.9,2.3,,30.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20170209,東京湾　２,東京湾（４）,C,1340,11,0.5,千葉県,雨,2.7,9.1,6.5,,,2.4,,8.3,11,,2.3,,,,0.83,0.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037,0.36,,0.39,,,,,,,,0.15,1.7,0.009,,28,4.8,2.5,,31.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20170209,東京湾　２,東京湾（４）,C,1345,13,5.5,千葉県,雨,2.7,10.2,6.5,,,2.4,,8.3,11,,2.6,,,,0.71,0.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034,0.32,,0.35,,,,,,,,0.11,,0.008,,,3.8,2.2,,31.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20170302,東京湾　２,東京湾（４）,C,1118,11,0.5,千葉県,曇り,8.3,10.1,5.8,,,2.3,,8.3,11,,3.6,,,,0.72,0.043,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028,0.28,,0.3,,,,,,,,0.04,2,0.008,,34,3.5,2.1,,30.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20170302,東京湾　２,東京湾（４）,C,1120,13,4.8,千葉県,曇り,8.3,9.4,5.8,,,2.3,,8.3,11,,3.3,,,,0.75,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028,0.29,,0.31,,,,,,,,0.06,,0.009,,,3.3,2.1,,30.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30030,20160419,船橋　１,東京湾（３）,C,935,11,0.5,船橋市,快晴,20,17.5,14.2,,,2,,8,9.1,,3.5,,,<0.5,1.4,0.14,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,0.095,0.56,,0.65,,<0.005,<0.01,<0.1,<0.1,<0.02,,0.31,2.7,0.087,,8.5,3,2,,27.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30030,20160419,船橋　１,東京湾（３）,C,945,13,13.2,船橋市,快晴,20,16.4,14.2,,,2,,8.1,6.8,,2.6,,,,0.74,0.085,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024,0.19,,0.21,,,,,,,,0.19,1.9,0.048,,,2.4,1,,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30030,20160419,船橋　１,東京湾（３）,C,,14,,船橋市,,,,,,,,,,,,,,,,,,,,,<0.0005,<0.1,<0.001,<0.005,0.004,<0.0005,,,,<0.0002,,,,<0.1,,<0.001,<0.001,,,,,,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30030,20160523,船橋　１,東京湾（３）,C,942,11,0.5,船橋市,晴れ,28,21,13.9,,,2,,7.9,9.5,,2.8,,,,0.41,0.081,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,0.03,,0.039,,,,,,,,0.02,2.3,0.027,,21,2.7,1,,31.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30030,20160523,船橋　１,東京湾（３）,C,1000,13,12.9,船橋市,晴れ,28,18.8,13.9,,,2,,7.7,0.9,,1.6,,,,0.71,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028,0.09,,0.11,,,,,,,,0.3,1.5,0.089,,,1.9,1,,33.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30030,20160608,船橋　１,東京湾（３）,C,947,11,0.5,船橋市,晴れ,25,22.5,14.4,,,5.5,,7.9,6.2,,3.4,,3.30E+01,<0.5,1.3,0.13,0.005,0.00006,<0.0006,,,,,,,,,,,,,,,,,,,,,,,,,0.095,0.36,,0.45,,<0.005,<0.01,<0.1,<0.1,<0.02,,0.44,2.9,0.093,,2.3,2.4,1,,28.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30030,20160608,船橋　１,東京湾（３）,C,955,13,13.4,船橋市,晴れ,25,21.3,14.4,,,5.5,,7.9,3.2,,2.5,,,,0.69,0.1,0.005,0.00006,<0.0006,,,,,,,,,,,,,,,,,,,,,,,,,0.017,0.09,,0.1,,,,,,,,0.41,2.4,0.087,,,1.7,1,,31.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30030,20160608,船橋　１,東京湾（３）,C,,14,,船橋市,,,,,,,,,,,,,,,,,,,,,<0.0005,<0.1,<0.001,<0.005,0.003,<0.0005,,<0.0005,<0.002,<0.0002,<0.0004,<0.01,<0.004,<0.1,<0.0006,<0.001,<0.001,<0.0002,<0.0006,<0.0003,<0.002,<0.001,0.001,,,,,,<0.005,,,,,,,,,,,,,,,,,,<0.002,0.001,,,,,,<0.008,<0.004,<0.006,<0.02,<0.0008,<0.0005,<0.0003,<0.004,<0.004,<0.005,<0.0008,<0.0008,<0.003,<0.0008,<0.0001,<0.06,<0.04,<0.006,0.01,<0.0002,<0.00004,0.07,0.0024,<0.02,<0.003,<0.00004,<0.002,<0.001
30030,20160706,船橋　１,東京湾（３）,C,941,11,0.5,船橋市,曇り,24,24.2,14.3,,,2,,8.3,7.2,,3.6,,,,0.66,0.085,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024,0.08,,0.1,,,,,,,,0.16,2.3,0.024,,24,2.3,1,,28.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30030,20160706,船橋　１,東京湾（３）,C,948,13,13.3,船橋市,曇り,24,20.4,14.3,,,2,,7.8,<0.5,,2.2,,,,0.6,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,<0.01,,0.013,,,,,,,,0.4,1.7,0.11,,,1.3,1,,32.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30030,20160826,船橋　１,東京湾（３）,C,945,11,0.5,船橋市,快晴,32,29.3,14.9,,,1.2,,8.8,16,,5.1,,1.30E+03,<0.5,0.73,0.078,0.003,<0.00006,<0.0006,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.01,,0.02,,<0.005,<0.01,<0.1,<0.1,<0.02,,0.3,2.7,<0.003,,51,3.8,2,,20.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30030,20160826,船橋　１,東京湾（３）,C,954,13,13.9,船橋市,快晴,32,23.8,14.9,,,1.2,,7.6,<0.5,,3,,,,0.99,0.19,0.01,<0.00006,<0.0006,,,,,,,,,,,,,,,,,,,,,,,,,0.004,0.01,,0.014,,,,,,,,0.82,2.1,0.17,,,1.9,1,,31.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30030,20160826,船橋　１,東京湾（３）,C,,14,,船橋市,,,,,,,,,,,,,,,,,,,,,<0.0005,<0.1,<0.001,<0.005,0.002,<0.0005,,,<0.002,<0.0002,<0.0004,<0.01,<0.004,<0.1,<0.0006,<0.001,<0.001,,,,,,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
