地点コード,測定年月日,地点名称(漢字),水域名称(漢字),類型,測定時刻,採取位置,採取水深,調査機関,天候コード,気温,水温,全水深,流量(河川),平均流速(河川),透明度（湖沼・海域）,ｐＨ,ＤＯ,ＢＯＤ,ＣＯＤ,ＳＳ,大腸菌群数,n-ヘキサン抽出物質,全窒素,全リン,全亜鉛,ノニルフェノール,ＬＡＳ,底層ＤＯ,カドミウム,全シアン,鉛,六価クロム,砒素,総水銀,アルキル水銀,ＰＣＢ,ジクロロメタン,四塩化炭素,１、２-ジクロロエタン,１、１-ジクロロエチレン,シス-１、２-ジクロロエチレン,１、１、１-トリクロロエタン,１、１、２-トリクロロエタン,トリクロロエチレン,テトラクロロエチレン,１、３-ジクロロプロペン,チウラム,シマジン,チオベンカルブ,ベンゼン,セレン,ふっ素,亜硝酸性窒,硝酸性窒素,透視度(河川･湖沼),ほう素,硝酸性窒素及び亜硝酸性窒素,１、４-ジオキサン,フェノール類,銅,溶解性鉄,溶解性マンガン,クロム,ＥＰＮ,アンモニア性窒素,溶解性ＣＯＤ,リン酸性リン,プランクトン総数,クロロフィルａ,ＴＯＣ,ＤＯＣ,電気伝導率,塩分量(海域),塩化物イオン,陰イオン界面活性剤,アンチモン,ニッケル,トリハロメタン生成能,クロロホルム生成能,ブロモジクロロメタン,ジブロモクロロメタン,ブロモホルム生成能,トランス-1、2-ジクロロエチレン,１、２-ジクロロプロパン,p-ジクロロベンゼン,イソキサチオン,ダイアジノン,フェニトロチオン,イソプロチオラン,オキシン銅,クロロタロニル,プロピザミド,ジクロルボス,フェノブカルブ,イプロベンホス,クロルニトロフェン,トルエン,キシレン,フタル酸ジエチルへキシル,モリブデン,塩化ビニルモノマー,エピクロロヒドリン,全マンガン,ウラン,ＰＦОＳ,ＰＦОＳ（直鎖体）,ＰＦОＡ,ＰＦОＡ（直鎖体）,ＰＦОＳ及びＰＦОＡ,クロロホルム,フェノール,ホルムアルデヒド,４-ｔ-オクチルフェノール,アニリン,２、４-ジクロロフェノール
30070,20210518,東京湾　５,千葉港（甲）,C,1203,下層,7,千葉県,曇り,22,19.8,8,,,2.2,8.3,6.9,,3.6,,,,0.56,0.054,0.001,,,6.9,,,,,,,,,,,,,,,,,,,,,,,,,0.008,0.07,,,0.078,,,,,,,,0.04,,0.01,,,2,1.8,,29.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30070,20210608,東京湾　５,千葉港（甲）,C,1152,上層（表層）,0.5,千葉県,晴れ,28.5,24.8,7.7,,,1.9,8.9,18,,5.8,,,,0.6,0.063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.002,<0.01,,,<0.012,,,,,,,,<0.01,4.1,<0.003,5.80E+04,40,2.6,2.1,,25.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30070,20210608,東京湾　５,千葉港（甲）,C,1152,下層,6.7,千葉県,晴れ,28.5,20.7,7.7,,,1.9,8.2,1.6,,3.7,,,,0.56,0.052,,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,0.012,0.02,,,0.032,,,,,,,,0.05,,0.02,,,1.6,1.6,,29.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30070,20210706,東京湾　５,千葉港（甲）,C,1207,上層（表層）,0.5,千葉県,曇り,27,24.1,8.2,,,2.6,8.1,5.2,,3.5,,1.70E+01,<0.5,0.62,0.082,0.004,<0.00006,<0.0006,,<0.0003,<0.1,<0.001,<0.005,0.002,<0.0005,,<0.0005,<0.002,<0.0002,<0.0004,<0.01,<0.004,<0.1,<0.0006,<0.001,<0.001,<0.0002,<0.0006,<0.0003,<0.002,<0.001,<0.001,,0.041,0.19,,,0.23,<0.005,<0.005,<0.01,<0.1,<0.1,<0.02,,<0.01,2.2,0.045,2.40E+04,13,1.6,1.5,,27.78,,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30070,20210706,東京湾　５,千葉港（甲）,C,1207,下層,7.2,千葉県,曇り,27,21.9,8.2,,,2.6,8.1,3.5,,2.3,,,,0.45,0.057,0.003,<0.00006,<0.0006,3.5,,,,,,,,,,,,,,,,,,,,,,,,,0.073,0.1,,,0.17,,,,,,,,<0.01,,0.038,,,1.5,1.2,,30.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30070,20210803,東京湾　５,千葉港（甲）,C,1309,上層（表層）,0.5,千葉県,晴れ,31,29,8.7,,,1.9,8.6,11,,5.1,,,,0.63,0.079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.002,<0.01,,,<0.012,,,,,,,,0.01,2.9,0.005,8.70E+03,13,3.1,2.2,,25.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30070,20210803,東京湾　５,千葉港（甲）,C,1309,下層,7.7,千葉県,晴れ,31,23.4,8.7,,,1.9,8.2,0.9,,3,,,,0.55,0.096,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,0.002,0.02,,,0.022,,,,,,,,<0.01,,0.073,,,2.2,2.1,,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30070,20210907,東京湾　５,千葉港（甲）,C,1208,上層（表層）,0.5,千葉県,晴れ,24,22.3,7.3,,,1.6,7.8,1.8,,1.6,,,,0.35,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,0.02,,,0.025,,,,,,,,0.11,1.1,0.1,1.20E+02,0.1,1.1,0.9,,32.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30070,20210907,東京湾　５,千葉港（甲）,C,1208,下層,6.3,千葉県,晴れ,24,21.8,7.3,,,1.6,7.8,1.1,,1.4,,,,0.34,0.11,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,0.007,0.05,,,0.057,,,,,,,,0.06,,0.092,,,1.1,1,,32.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30070,20211005,東京湾　５,千葉港（甲）,C,1143,上層（表層）,0.5,千葉県,晴れ,27,24.3,7.8,,,1.6,8.4,14,,4.9,,,,0.4,0.068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,<0.01,,,0.012,,,,,,,,<0.01,2.7,0.005,4.10E+04,45,3.1,1.6,,28.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30070,20211005,東京湾　５,千葉港（甲）,C,1143,下層,6.8,千葉県,晴れ,27,23.2,7.8,,,1.6,8.2,7.6,,3.4,,,,0.42,0.075,,,,7.6,,,,,,,,,,,,,,,,,,,,,,,,,0.012,0.05,,,0.062,,,,,,,,<0.01,,0.023,,,2.2,1.5,,28.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30070,20211116,東京湾　５,千葉港（甲）,C,1213,上層（表層）,0.5,千葉県,晴れ,17,18,8.6,,,3.3,8,8.5,,2.6,,7.90E+02,<0.5,0.49,0.059,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049,0.2,,,0.24,,,,,,,,<0.01,1.5,0.031,3.70E+03,9.5,1.3,1.1,,30.43,,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30070,20211116,東京湾　５,千葉港（甲）,C,1213,下層,7.6,千葉県,晴れ,17,17.7,8.6,,,3.3,8,5.7,,2.1,,,,0.48,0.055,0.001,,,5.7,,,,,,,,,,,,,,,,,,,,,,,,,0.053,0.17,,,0.22,,,,,,,,0.04,,0.049,,,1.1,1,,30.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30070,20211207,東京湾　５,千葉港（甲）,C,1209,上層（表層）,0.5,千葉県,曇り,14.5,15.6,8.3,,,3.9,7.9,6,,2.3,,,,0.62,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031,0.22,,,0.25,,,,,,,,0.03,1.5,0.049,2.10E+03,5,1.2,1,,30.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30070,20211207,東京湾　５,千葉港（甲）,C,1209,下層,7.3,千葉県,曇り,14.5,16.6,8.3,,,3.9,7.9,4,,1.8,,,,0.6,0.071,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.19,,,0.22,,,,,,,,<0.01,,0.053,,,1.1,0.9,,31.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30070,20220111,東京湾　５,千葉港（甲）,C,1228,上層（表層）,0.5,千葉県,曇り,7.5,9.9,9,,,4.2,8,10,,2.4,,3.30E+02,<0.5,0.63,0.048,0.002,<0.00006,<0.0006,,<0.0003,<0.1,<0.001,<0.005,0.001,<0.0005,,,<0.002,<0.0002,<0.0004,<0.01,<0.004,<0.1,<0.0006,<0.001,<0.001,<0.0002,<0.0006,<0.0003,<0.002,<0.001,<0.001,,0.053,0.32,,,0.37,<0.005,,,,,,,<0.01,1.3,0.021,1.10E+03,14,1.3,0.9,,31.73,,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30070,20220111,東京湾　５,千葉港（甲）,C,1228,下層,8,千葉県,曇り,7.5,10,9,,,4.2,8,9.1,,2.1,,,,0.63,0.052,0.004,<0.00006,<0.0006,9.1,,,,,,,,,,,,,,,,,,,,,,,,,0.053,0.33,,,0.38,,,,,,,,0.02,,0.031,,,1.2,0.9,,31.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30070,20220201,東京湾　５,千葉港（甲）,C,1227,上層（表層）,0.5,千葉県,晴れ,9,9.4,8.5,,,2.5,8.2,12,,4,,,,0.6,0.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033,0.28,,,0.31,,,,,,,,<0.01,1.9,0.005,3.10E+03,18,1.7,1.1,,32.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30070,20220201,東京湾　５,千葉港（甲）,C,1227,下層,7.5,千葉県,晴れ,9,9.7,8.5,,,2.5,8,9,,2.9,,,,0.56,0.045,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,0.031,0.3,,,0.33,,,,,,,,0.02,,0.012,,,1.6,0.9,,32.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30070,20220301,東京湾　５,千葉港（甲）,C,1129,上層（表層）,0.5,千葉県,晴れ,10.5,11,8.4,,,4.2,8.2,12,,2.8,,,,0.61,0.031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.032,0.28,,,0.31,,,,,,,,<0.01,2.1,0.006,4.00E+02,3.8,1.4,1.1,,30.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30070,20220301,東京湾　５,千葉港（甲）,C,1129,下層,7.4,千葉県,晴れ,10.5,9.4,8.4,,,4.2,8.2,10,,2.1,,,,0.55,0.032,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,0.027,0.22,,,0.24,,,,,,,,<0.01,,0.003,,,1.5,0.9,,31.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30080,20210413,東京湾　６,千葉港（乙）,B,1140,上層（表層）,0.5,千葉県,曇り,17.5,15.7,10,,,2.2,8.3,11,,4,,,,0.49,0.038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.1,,,0.12,,,,,,,,<0.01,2.7,<0.003,,23,2.2,1.6,,30.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30080,20210413,東京湾　６,千葉港（乙）,B,1140,下層,9,千葉県,曇り,17.5,15.2,10,,,2.2,7.9,3.4,,1.8,,,,0.52,0.067,,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,0.026,0.09,,,0.11,,,,,,,,0.13,,0.053,,,1.4,1.1,,32.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30080,20210518,東京湾　６,千葉港（乙）,B,1146,上層（表層）,0.5,千葉県,曇り,23.5,21.1,10.5,,,2.3,8.3,8.1,,4.7,,2.30E+01,<0.5,0.65,0.07,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.07,,,0.08,,,,,,,,0.03,2.9,0.013,,20,2.3,1.8,,29.92,,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30080,20210518,東京湾　６,千葉港（乙）,B,1146,下層,9.5,千葉県,曇り,23.5,19.3,10.5,,,2.3,8.2,6.1,,3.6,,,,0.51,0.05,0.002,,,6.1,,,,,,,,,,,,,,,,,,,,,,,,,0.012,0.07,,,0.082,,,,,,,,0.05,,0.014,,,1.8,1.7,,30.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30080,20210608,東京湾　６,千葉港（乙）,B,1137,上層（表層）,0.5,千葉県,晴れ,27.5,24.8,10.2,,,2.1,8.8,17,,4.9,,,,0.48,0.046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.002,<0.01,,,<0.012,,,,,,,,<0.01,3.6,<0.003,,21,2.9,2.3,,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30080,20210608,東京湾　６,千葉港（乙）,B,1137,下層,9.2,千葉県,晴れ,27.5,20.2,10.2,,,2.1,8.2,3,,3.4,,,,0.53,0.049,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,0.015,0.03,,,0.045,,,,,,,,0.03,,0.018,,,2.1,1.7,,30.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30080,20210706,東京湾　６,千葉港（乙）,B,1145,上層（表層）,0.5,千葉県,曇り,27,23.7,10.8,,,2.6,8.2,7.5,,3.7,,1.10E+01,<0.5,0.73,0.081,0.002,<0.00006,<0.0006,,<0.0003,<0.1,<0.001,<0.005,0.002,<0.0005,,<0.0005,<0.002,<0.0002,<0.0004,<0.01,<0.004,<0.1,<0.0006,<0.001,<0.001,<0.0002,<0.0006,<0.0003,<0.002,<0.001,<0.001,,0.041,0.2,,,0.24,<0.005,<0.005,<0.01,<0.1,<0.1,<0.02,,<0.01,2.4,0.049,,14,1.7,1.4,,26.87,,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30080,20210706,東京湾　６,千葉港（乙）,B,1145,下層,9.8,千葉県,曇り,27,21.4,10.8,,,2.6,8,2.3,,1.9,,,,0.43,0.058,0.003,<0.00006,<0.0006,2.3,,,,,,,,,,,,,,,,,,,,,,,,,0.071,0.12,,,0.19,,,,,,,,<0.01,,0.041,,,1.3,1.2,,31.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30080,20210803,東京湾　６,千葉港（乙）,B,1253,上層（表層）,0.5,千葉県,晴れ,32,28.5,11.3,,,2.2,8.5,10,,4.2,,,,0.38,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.002,<0.01,,,<0.012,,,,,,,,<0.01,3,<0.003,,6.9,2.7,2.5,,26.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30080,20210803,東京湾　６,千葉港（乙）,B,1253,下層,10.3,千葉県,晴れ,32,21.8,11.3,,,2.2,8,0.6,,2.1,,,,0.51,0.11,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,0.005,<0.01,,,0.015,,,,,,,,0.05,,0.094,,,1.9,1.8,,30.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30080,20210907,東京湾　６,千葉港（乙）,B,1147,上層（表層）,0.5,千葉県,晴れ,24,22.1,9.5,,,1.1,7.8,1.7,,1.5,,,,0.39,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012,0.05,,,0.062,,,,,,,,0.1,1,0.1,,0.1,1,0.9,,32.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30080,20210907,東京湾　６,千葉港（乙）,B,1147,下層,8.5,千葉県,晴れ,24,21.5,9.5,,,1.1,7.8,1.2,,1.2,,,,0.37,0.098,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.09,,,0.1,,,,,,,,0.04,,0.088,,,1.1,1,,32.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30080,20211005,東京湾　６,千葉港（乙）,B,1127,上層（表層）,0.5,千葉県,晴れ,27,23.9,10.3,,,1.4,8.5,17,,5.7,,,,0.48,0.085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.002,<0.01,,,<0.012,,,,,,,,<0.01,2.8,0.007,,55,3.8,1.9,,27.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30080,20211005,東京湾　６,千葉港（乙）,B,1127,下層,9.3,千葉県,晴れ,27,22.4,10.3,,,1.4,8,5.1,,2.6,,,,0.47,0.091,,,,5.1,,,,,,,,,,,,,,,,,,,,,,,,,0.036,0.11,,,0.14,,,,,,,,0.05,,0.063,,,1.7,1.3,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30080,20211116,東京湾　６,千葉港（乙）,B,1158,上層（表層）,0.5,千葉県,晴れ,16.5,17.8,11.3,,,3.2,8,8.3,,2.5,,2.00E+00,<0.5,0.5,0.055,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049,0.2,,,0.24,,,,,,,,0.01,1.6,0.035,,8.1,1.4,1,,30.38,,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30080,20211116,東京湾　６,千葉港（乙）,B,1158,下層,10.3,千葉県,晴れ,16.5,17.4,11.3,,,3.2,8,6.7,,1.8,,,,0.47,0.05,0.001,,,6.7,,,,,,,,,,,,,,,,,,,,,,,,,0.055,0.17,,,0.22,,,,,,,,0.05,,0.036,,,1.2,0.9,,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30080,20211207,東京湾　６,千葉港（乙）,B,1151,上層（表層）,0.5,千葉県,曇り,14,15.8,11,,,3.9,7.9,6,,2,,,,0.62,0.066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.22,,,0.25,,,,,,,,<0.01,1.5,0.048,,5,1.1,0.9,,30.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30080,20211207,東京湾　６,千葉港（乙）,B,1151,下層,10,千葉県,曇り,14,16.7,11,,,3.9,7.9,4.3,,1.7,,,,0.5,0.058,,,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,0.031,0.17,,,0.2,,,,,,,,<0.01,,0.045,,,0.9,0.9,,32.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30080,20220111,東京湾　６,千葉港（乙）,B,1208,上層（表層）,0.5,千葉県,曇り,7.5,10,11.5,,,4.9,8,10,,2.3,,1.70E+01,<0.5,0.63,0.046,0.002,<0.00006,<0.0006,,<0.0003,<0.1,<0.001,<0.005,0.001,<0.0005,,,<0.002,<0.0002,<0.0004,<0.01,<0.004,<0.1,<0.0006,<0.001,<0.001,<0.0002,<0.0006,<0.0003,<0.002,<0.001,<0.001,,0.054,0.34,,,0.39,<0.005,,,,,,,0.03,1.5,0.023,,11,1.3,0.9,,31.6,,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30080,20220111,東京湾　６,千葉港（乙）,B,1208,下層,10.5,千葉県,曇り,7.5,10,11.5,,,4.9,8,8.8,,2.2,,,,0.64,0.049,0.005,<0.00006,<0.0006,8.8,,,,,,,,,,,,,,,,,,,,,,,,,0.052,0.31,,,0.36,,,,,,,,0.02,,0.031,,,1.3,0.9,,32.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30080,20220201,東京湾　６,千葉港（乙）,B,1212,上層（表層）,0.5,千葉県,晴れ,9,9.3,11.2,,,2.5,8.2,12,,3.8,,,,0.53,0.038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034,0.19,,,0.22,,,,,,,,<0.01,1.9,0.003,,21,2.6,1,,32.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30080,20220201,東京湾　６,千葉港（乙）,B,1212,下層,10.2,千葉県,晴れ,9,8.9,11.2,,,2.5,8.1,10,,3.5,,,,0.57,0.042,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,0.033,0.19,,,0.22,,,,,,,,<0.01,,0.003,,,2,1,,32.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30080,20220301,東京湾　６,千葉港（乙）,B,1114,上層（表層）,0.5,千葉県,晴れ,10.5,10.6,11.2,,,4.3,8.3,12,,2.6,,,,0.53,0.027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.23,,,0.26,,,,,,,,<0.01,1.9,<0.003,,8.3,1.6,1,,31.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30080,20220301,東京湾　６,千葉港（乙）,B,1114,下層,10.2,千葉県,晴れ,10.5,9.4,11.2,,,4.3,8.2,11,,2.2,,,,0.51,0.024,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,0.026,0.22,,,0.24,,,,,,,,<0.01,,<0.003,,,1.6,1,,31.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30090,20210413,東京湾　７,千葉港（甲）,C,1114,上層（表層）,0.5,千葉県,曇り,17,15.9,9.3,,,2.6,8.2,10,,3.3,,,,0.44,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022,0.09,,,0.11,,,,,,,,<0.01,2.4,0.003,8.50E+03,26,1.7,1.6,,31.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30090,20210413,東京湾　７,千葉港（甲）,C,1114,下層,8.3,千葉県,曇り,17,15.4,9.3,,,2.6,8,5.6,,2.6,,,,0.47,0.042,,,,5.6,,,,,,,,,,,,,,,,,,,,,,,,,0.025,0.11,,,0.13,,,,,,,,0.03,,0.018,,,2,1.2,,32.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30090,20210518,東京湾　７,千葉港（甲）,C,1121,上層（表層）,0.5,千葉県,曇り,24,22.5,9.8,,,2.6,8.3,8,,4.7,,1.30E+02,<0.5,0.75,0.069,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.12,,,0.13,,,,,,,,0.01,3.1,0.015,1.50E+04,25,2.3,1.9,,29.32,,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30090,20210518,東京湾　７,千葉港（甲）,C,1121,下層,8.8,千葉県,曇り,24,19.2,9.8,,,2.6,8.2,5.8,,3.1,,,,0.57,0.051,0.003,,,5.8,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.09,,,0.1,,,,,,,,0.05,,0.013,,,1.7,1.7,,30.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30090,20210608,東京湾　７,千葉港（甲）,C,1118,上層（表層）,0.5,千葉県,晴れ,28.5,24.1,9.3,,,2.1,8.8,16,,5.7,,,,0.44,0.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.002,<0.01,,,<0.012,,,,,,,,<0.01,4.2,<0.003,3.60E+04,21,3.2,2.1,,25.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30090,20210608,東京湾　７,千葉港（甲）,C,1118,下層,8.3,千葉県,晴れ,28.5,20.3,9.3,,,2.1,8,1,,2.7,,,,0.62,0.067,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0.026,0.05,,,0.076,,,,,,,,0.08,,0.045,,,1.7,1.5,,30.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30090,20210706,東京湾　７,千葉港（甲）,C,1115,上層（表層）,0.5,千葉県,薄曇り,28,24.3,9.8,,,2,8,6.7,,4,,1.70E+03,<0.5,0.76,0.09,0.002,<0.00006,<0.0006,,<0.0003,<0.1,<0.001,<0.005,0.002,<0.0005,,<0.0005,<0.002,<0.0002,<0.0004,<0.01,<0.004,<0.1,<0.0006,<0.001,<0.001,<0.0002,<0.0006,<0.0003,<0.002,<0.001,<0.001,,0.048,0.24,,,0.28,<0.005,<0.005,<0.01,<0.1,<0.1,<0.02,,0.04,2.9,0.056,7.90E+03,6.6,2.1,1.8,,23.07,,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30090,20210706,東京湾　７,千葉港（甲）,C,1115,下層,8.8,千葉県,薄曇り,28,21.7,9.8,,,2,8,3.1,,2.3,,,,0.47,0.065,0.002,<0.00006,<0.0006,3.1,,,,,,,,,,,,,,,,,,,,,,,,,0.067,0.12,,,0.18,,,,,,,,<0.01,,0.046,,,1.3,1.2,,30.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30090,20210803,東京湾　７,千葉港（甲）,C,1226,上層（表層）,0.5,千葉県,晴れ,32,28.8,10.4,,,1.8,8.6,11,,5.5,,,,0.45,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.002,<0.01,,,<0.012,,,,,,,,<0.01,2.9,0.007,1.10E+04,17,3.7,2.3,,25.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30090,20210803,東京湾　７,千葉港（甲）,C,1226,下層,9.4,千葉県,晴れ,32,22,10.4,,,1.8,8,1,,2.5,,,,0.49,0.091,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0.014,0.08,,,0.094,,,,,,,,0.05,,0.079,,,2.1,1.7,,29.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30090,20210907,東京湾　７,千葉港（甲）,C,1125,上層（表層）,0.5,千葉県,晴れ,24,23.8,9,,,4,7.8,2.6,,1.4,,,,0.37,0.087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016,0.17,,,0.18,,,,,,,,<0.01,0.9,0.075,1.10E+02,0.5,1,1,,32.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30090,20210907,東京湾　７,千葉港（甲）,C,1125,下層,8,千葉県,晴れ,24,22.1,9,,,4,7.9,2.3,,1.2,,,,0.31,0.061,,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,0.013,0.14,,,0.15,,,,,,,,<0.01,,0.047,,,0.9,0.8,,33.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30090,20211005,東京湾　７,千葉港（甲）,C,1107,上層（表層）,0.5,千葉県,晴れ,27,24,9.2,,,1.6,8.2,12,,4.3,,,,0.57,0.072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011,0.14,,,0.15,,,,,,,,<0.01,2.8,0.027,2.60E+04,25,2.8,1.9,,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30090,20211005,東京湾　７,千葉港（甲）,C,1107,下層,8.2,千葉県,晴れ,27,23.2,9.2,,,1.6,8.2,2.8,,3.3,,,,0.42,0.073,,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,0.006,0.04,,,0.046,,,,,,,,0.01,,0.019,,,2.1,1.3,,28.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
