地点コード,測定年月日,地点名称(漢字),水域名称(漢字),類型,測定時刻,採取位置,採取水深,調査機関,天候コード,気温,水温,全水深,流量(河川),平均流速(河川),透明度（湖沼・海域）,ｐＨ,ＤＯ,ＢＯＤ,ＣＯＤ,ＳＳ,大腸菌群数,n-ヘキサン抽出物質,全窒素,全リン,全亜鉛,ノニルフェノール,ＬＡＳ,底層ＤＯ,カドミウム,全シアン,鉛,六価クロム,砒素,総水銀,アルキル水銀,ＰＣＢ,ジクロロメタン,四塩化炭素,１、２-ジクロロエタン,１、１-ジクロロエチレン,シス-１、２-ジクロロエチレン,１、１、１-トリクロロエタン,１、１、２-トリクロロエタン,トリクロロエチレン,テトラクロロエチレン,１、３-ジクロロプロペン,チウラム,シマジン,チオベンカルブ,ベンゼン,セレン,ふっ素,亜硝酸性窒,硝酸性窒素,透視度(河川･湖沼),ほう素,硝酸性窒素及び亜硝酸性窒素,１、４-ジオキサン,フェノール類,銅,溶解性鉄,溶解性マンガン,クロム,ＥＰＮ,アンモニア性窒素,溶解性ＣＯＤ,リン酸性リン,プランクトン総数,クロロフィルａ,ＴＯＣ,ＤＯＣ,電気伝導率,塩分量(海域),塩化物イオン,陰イオン界面活性剤,アンチモン,ニッケル,トリハロメタン生成能,クロロホルム生成能,ブロモジクロロメタン,ジブロモクロロメタン,ブロモホルム生成能,クロロホルム,トランス-1、2-ジクロロエチレン,１、２-ジクロロプロパン,p-ジクロロベンゼン,イソキサチオン,ダイアジノン,フェニトロチオン,イソプロチオラン,オキシン銅,クロロタロニル,プロピザミド,ジクロルボス,フェノブカルブ,イプロベンホス,クロルニトロフェン,トルエン,キシレン,フタル酸ジエチルへキシル,モリブデン,塩化ビニルモノマー,エピクロロヒドリン,全マンガン,ウラン,フェノール,ホルムアルデヒド,４-ｔ-オクチルフェノール,アニリン,２、４-ジクロロフェノール
30080,20200901,東京湾　６,千葉港（乙）,B,1200,下層,9.4,千葉県,曇り,26.2,20.8,10.4,,,2.2,7.9,0.7,,1.6,,,,0.36,0.079,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,0.012,0.12,,,0.13,,,,,,,,0.02,,0.065,,,2.7,1.7,,31.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30080,20201006,東京湾　６,千葉港（乙）,B,1117,上層（表層）,0.5,千葉県,晴れ,23,22.2,10.8,,,2.4,8.4,12,,3.5,,,,0.33,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.002,<0.01,,,<0.012,,,,,,,,<0.01,2,<0.003,,20,4.1,3.2,,30.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30080,20201006,東京湾　６,千葉港（乙）,B,1117,下層,9.8,千葉県,晴れ,23,21.8,10.8,,,2.4,8.1,5.3,,2.7,,,,0.42,0.056,,,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,0.024,0.06,,,0.084,,,,,,,,<0.01,,0.027,,,3.9,3.3,,31.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30080,20201117,東京湾　６,千葉港（乙）,B,1153,上層（表層）,0.5,千葉県,快晴,19,18.8,10.7,,,4.7,7.9,6.5,,2.3,,4.00E+00,<0.5,0.58,0.074,<0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033,0.28,,,0.31,,,,,,,,0.02,1.4,0.057,,5.7,7.5,5.8,,31.98,,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30080,20201117,東京湾　６,千葉港（乙）,B,1153,下層,9.7,千葉県,快晴,19,18.4,10.7,,,4.7,7.9,5.5,,1.6,,,,0.5,0.071,0.001,,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,0.035,0.25,,,0.28,,,,,,,,<0.01,,0.057,,,8.7,6,,32.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30080,20201201,東京湾　６,千葉港（乙）,B,1234,上層（表層）,0.5,千葉県,晴れ,14.5,16.9,10,,,4.2,8,7.8,,2,,,,0.59,0.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055,0.23,,,0.28,,,,,,,,0.04,1.1,0.042,,5.6,2.7,2.2,,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30080,20201201,東京湾　６,千葉港（乙）,B,1234,下層,9,千葉県,晴れ,14.5,16.5,10,,,4.2,8,7.4,,1.7,,,,0.55,0.054,,,,7.4,,,,,,,,,,,,,,,,,,,,,,,,,0.057,0.23,,,0.28,,,,,,,,0.03,,0.04,,,3.7,1.9,,31.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30080,20210105,東京湾　６,千葉港（乙）,B,1152,上層（表層）,0.5,千葉県,曇り,7,12.2,11.3,,,2.8,8.1,9.5,,2.4,,<2.0E+00,<0.5,0.71,0.038,0.002,<0.00006,<0.0006,,<0.0003,<0.1,<0.001,<0.005,0.001,<0.0005,,,<0.002,<0.0002,<0.0004,<0.01,<0.004,<0.1,<0.0006,<0.001,<0.001,<0.0002,<0.0006,<0.0003,<0.002,<0.001,<0.001,,0.072,0.26,,,0.33,<0.005,,,,,,,0.01,1.4,0.01,,14,7.5,4.5,,31.51,,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30080,20210105,東京湾　６,千葉港（乙）,B,1152,下層,10.3,千葉県,曇り,7,11.4,11.3,,,2.8,8.1,8.7,,2.2,,,,0.65,0.035,0.002,<0.00006,<0.0006,8.7,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.25,,,0.32,,,,,,,,<0.01,,0.013,,,6.9,4.2,,31.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30080,20210209,東京湾　６,千葉港（乙）,B,1250,上層（表層）,0.5,千葉県,快晴,7.5,9.7,11.2,,,2,8.1,10,,3.3,,,,0.68,0.043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033,0.34,,,0.37,,,,,,,,<0.01,1.2,0.004,,18,6.1,2.6,,31.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30080,20210209,東京湾　６,千葉港（乙）,B,1250,下層,10.2,千葉県,快晴,7.5,9.7,11.2,,,2,8.1,10,,3.1,,,,0.66,0.038,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,0.032,0.33,,,0.36,,,,,,,,<0.01,,0.004,,,6.4,4.8,,31.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30080,20210303,東京湾　６,千葉港（乙）,B,1150,上層（表層）,0.5,千葉県,晴れ,8.5,11.4,10.5,,,2.2,8.1,9.9,,3,,,,0.74,0.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028,0.36,,,0.38,,,,,,,,<0.01,2.1,0.011,,13,2.9,1.9,,30.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30080,20210303,東京湾　６,千葉港（乙）,B,1150,下層,9.5,千葉県,晴れ,8.5,10.8,10.5,,,2.2,8.1,9.4,,2.9,,,,0.72,0.037,,,,9.4,,,,,,,,,,,,,,,,,,,,,,,,,0.027,0.34,,,0.36,,,,,,,,<0.01,,0.01,,,5.2,1.4,,30.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30090,20200416,東京湾　７,千葉港（甲）,C,1144,上層（表層）,0.5,千葉県,晴れ,14.8,15.9,10,,,4,8.1,10,,2.3,,,,0.69,0.047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022,0.28,,,0.3,,,,,,,,<0.01,1.5,0.021,2.10E+03,13,3.9,3.6,,29.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30090,20200416,東京湾　７,千葉港（甲）,C,1144,下層,9,千葉県,晴れ,14.8,14.2,10,,,4,8,9.3,,2.1,,,,0.61,0.039,,,,9.3,,,,,,,,,,,,,,,,,,,,,,,,,0.021,0.21,,,0.23,,,,,,,,<0.01,,0.018,,,4,3.6,,31.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30090,20200519,東京湾　７,千葉港（甲）,C,1143,上層（表層）,0.5,千葉県,曇り,20,20,10,,,1.7,8.3,9.1,,6.8,,1.40E+02,<0.5,0.78,0.058,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.13,,,0.15,,,,,,,,<0.01,3.5,<0.003,8.50E+03,63,11,4.3,,28.05,,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30090,20200519,東京湾　７,千葉港（甲）,C,1143,下層,9,千葉県,曇り,20,17,10,,,1.7,7.9,3.9,,2.2,,,,0.58,0.065,0.003,,,3.9,,,,,,,,,,,,,,,,,,,,,,,,,0.016,0.07,,,0.086,,,,,,,,0.09,,0.043,,,10,3.2,,31.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30090,20200602,東京湾　７,千葉港（甲）,C,1229,上層（表層）,0.5,千葉県,曇り,24.1,23.1,10.5,,,2.7,8.7,12,,4.5,,,,0.52,0.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.02,,,0.03,,,,,,,,<0.01,2.9,0.006,9.60E+03,14,4.7,3.4,,27.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30090,20200602,東京湾　７,千葉港（甲）,C,1229,下層,9.5,千葉県,曇り,24.1,17,10.5,,,2.7,7.8,2.6,,1.8,,,,0.67,0.045,,,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,0.025,0.13,,,0.15,,,,,,,,0.01,,0.024,,,3.5,1.2,,31.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30090,20200715,東京湾　７,千葉港（甲）,C,1205,上層（表層）,0.5,千葉県,曇り,21.8,24.4,10,,,1.9,8.3,8.3,,4.7,,1.70E+02,<0.5,0.95,0.076,0.001,<0.00006,<0.0006,,<0.0003,<0.1,<0.001,<0.005,0.001,<0.0005,,<0.0005,<0.002,<0.0002,<0.0004,<0.01,<0.004,<0.1,<0.0006,<0.001,<0.001,<0.0002,<0.0006,<0.0003,<0.002,<0.001,<0.001,,0.029,0.34,,,0.36,<0.005,<0.005,<0.01,<0.1,<0.1,<0.02,,0.05,2.8,0.015,6.20E+03,28,5.4,3.8,,21.48,,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30090,20200715,東京湾　７,千葉港（甲）,C,1205,下層,9,千葉県,曇り,21.8,22.9,10,,,1.9,8,4.1,,2.3,,,,0.55,0.078,0.001,<0.00006,<0.0006,4.1,,,,,,,,,,,,,,,,,,,,,,,,,0.025,0.09,,,0.11,,,,,,,,0.17,,0.059,,,4.5,3.3,,28.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30090,20200804,東京湾　７,千葉港（甲）,C,1253,上層（表層）,0.5,千葉県,晴れ,30.3,29.8,9.1,,,0.9,9,16,,5.7,,,,0.89,0.072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011,0.02,,,0.031,,,,,,,,<0.01,3,0.008,6.80E+04,89,7.5,4.4,,17.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30090,20200804,東京湾　７,千葉港（甲）,C,1253,下層,8.1,千葉県,晴れ,30.3,21.2,9.1,,,0.9,8.1,2,,2.8,,,,0.57,0.071,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,0.022,0.14,,,0.16,,,,,,,,0.02,,0.047,,,4.3,3,,28.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30090,20200901,東京湾　７,千葉港（甲）,C,1140,上層（表層）,0.5,千葉県,曇り,26.3,28.8,9.3,,,2.6,8.1,4.2,,3.4,,,,0.48,0.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013,0.05,,,0.063,,,,,,,,<0.01,2.4,0.031,1.20E+03,11,3.5,3.2,,28.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30090,20200901,東京湾　７,千葉港（甲）,C,1140,下層,8.3,千葉県,曇り,26.3,21.7,9.3,,,2.6,7.9,2.2,,1.6,,,,0.36,0.064,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,0.012,0.12,,,0.13,,,,,,,,<0.01,,0.054,,,2.8,1.5,,31.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30090,20201006,東京湾　７,千葉港（甲）,C,1057,上層（表層）,0.5,千葉県,晴れ,22.2,23.3,10,,,2.2,8.3,10,,3,,,,0.37,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006,0.03,,,0.036,,,,,,,,<0.01,2,<0.003,6.60E+03,21,4,3.1,,30.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30090,20201006,東京湾　７,千葉港（甲）,C,1057,下層,9,千葉県,晴れ,22.2,22.1,10,,,2.2,8.1,5.9,,2.4,,,,0.42,0.049,,,,5.9,,,,,,,,,,,,,,,,,,,,,,,,,0.024,0.05,,,0.074,,,,,,,,<0.01,,0.024,,,3.9,3.2,,31.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30090,20201117,東京湾　７,千葉港（甲）,C,1132,上層（表層）,0.5,千葉県,快晴,19,20.3,9.7,,,4.8,7.9,5.7,,1.9,,1.30E+02,<0.5,0.94,0.1,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.48,,,0.52,,,,,,,,0.01,1.2,0.085,6.90E+02,3.1,7.7,4.9,,29.72,,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30090,20201117,東京湾　７,千葉港（甲）,C,1132,下層,8.7,千葉県,快晴,19,18.5,9.7,,,4.8,7.9,4.9,,1.5,,,,0.47,0.065,<0.001,,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,0.034,0.24,,,0.27,,,,,,,,0.01,,0.052,,,7.4,5.5,,32.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30090,20201201,東京湾　７,千葉港（甲）,C,1215,上層（表層）,0.5,千葉県,晴れ,14.5,18.6,9,,,2.9,8,7,,2.5,,,,0.63,0.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.056,0.23,,,0.28,,,,,,,,0.09,1.3,0.044,1.30E+03,15,4,3.4,,31.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30090,20201201,東京湾　７,千葉港（甲）,C,1215,下層,8,千葉県,晴れ,14.5,17.3,9,,,2.9,7.9,5,,1.7,,,,0.56,0.058,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,0.063,0.21,,,0.27,,,,,,,,0.08,,0.044,,,3.8,1.4,,31.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30090,20210105,東京湾　７,千葉港（甲）,C,1126,上層（表層）,0.5,千葉県,曇り,6.5,13.3,10.5,,,2.7,8.1,9.5,,2.8,,2.20E+01,<0.5,0.8,0.043,0.001,<0.00006,<0.0006,,<0.0003,<0.1,<0.001,<0.005,0.001,<0.0005,,,<0.002,<0.0002,<0.0004,<0.01,<0.004,<0.1,<0.0006,<0.001,<0.001,<0.0002,<0.0006,<0.0003,<0.002,<0.001,<0.001,,0.073,0.32,,,0.39,<0.005,,,,,,,<0.01,1.6,0.018,3.00E+03,16,6.5,4.6,,30.9,,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30090,20210105,東京湾　７,千葉港（甲）,C,1126,下層,9.5,千葉県,曇り,6.5,11.4,10.5,,,2.7,8,8.4,,2.2,,,,0.68,0.041,0.002,<0.00006,<0.0006,8.4,,,,,,,,,,,,,,,,,,,,,,,,,0.069,0.25,,,0.31,,,,,,,,<0.01,,0.018,,,5.5,4.5,,31.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30090,20210209,東京湾　７,千葉港（甲）,C,1228,上層（表層）,0.5,千葉県,快晴,8,10.1,10.8,,,1.8,8.1,10,,3.1,,,,0.7,0.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031,0.33,,,0.36,,,,,,,,<0.01,1.1,0.007,7.30E+03,16,6.6,3.8,,31.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30090,20210209,東京湾　７,千葉港（甲）,C,1228,下層,9.8,千葉県,快晴,8,10.1,10.8,,,1.8,8.1,9.6,,2.9,,,,0.7,0.044,,,,9.6,,,,,,,,,,,,,,,,,,,,,,,,,0.031,0.37,,,0.4,,,,,,,,<0.01,,0.008,,,7.4,4.4,,31.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30090,20210303,東京湾　７,千葉港（甲）,C,1127,上層（表層）,0.5,千葉県,晴れ,7.5,13.9,9.6,,,2.4,8.1,9.2,,3.3,,,,0.82,0.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026,0.34,,,0.36,,,,,,,,<0.01,2,0.016,1.20E+03,11,4.2,2.1,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30090,20210303,東京湾　７,千葉港（甲）,C,1127,下層,8.6,千葉県,晴れ,7.5,10.9,9.6,,,2.4,8.1,9.3,,2.9,,,,0.87,0.069,,,,9.3,,,,,,,,,,,,,,,,,,,,,,,,,0.026,0.35,,,0.37,,,,,,,,0.01,,0.014,,,2.6,1.1,,31.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100,20200421,千葉　１,千葉港（甲）,C,950,上層（表層）,0.5,千葉市,曇り,16.2,15.6,7.4,,,5.1,7.9,7.3,,2.5,,,,0.58,0.047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021,0.37,,,0.39,,,,,,,,0.12,,0.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100,20200421,千葉　１,千葉港（甲）,C,950,下層,6.4,千葉市,曇り,16.2,16.2,7.4,,,5.1,8,7.3,,1.6,,,,0.49,0.038,,,,7.3,,,,,,,,,,,,,,,,,,,,,,,,,0.018,0.26,,,0.27,,,,,,,,0.11,,0.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100,20200421,千葉　１,千葉港（甲）,C,950,混合,,千葉市,曇り,16.2,16.4,7.4,,,5.1,,,,,,,,,,,,,,<0.0003,<0.1,<0.001,<0.005,0.001,<0.0005,,,<0.002,<0.0002,<0.0004,<0.01,<0.004,<0.1,<0.0006,<0.001,<0.001,<0.0002,<0.0006,<0.0003,<0.002,<0.001,<0.001,,,,,,,,<0.005,<0.01,<0.1,<0.1,<0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100,20200512,千葉　１,千葉港（甲）,C,1010,上層（表層）,0.5,千葉市,晴れ,23.2,21,7.2,,,2.6,8.4,9.2,,3.4,,2.00E+00,<0.5,0.58,0.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.29,,,0.31,,,,,,,,<0.01,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100,20200512,千葉　１,千葉港（甲）,C,1010,下層,6.23,千葉市,晴れ,23.2,19.6,7.2,,,2.6,8.2,6.6,,2.6,,<2.0E+00,,0.52,0.042,,,,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100,20200512,千葉　１,千葉港（甲）,C,1010,混合,,千葉市,晴れ,23.2,19.9,7.2,,,2.6,,,,,,,,,,0.003,<0.00006,<0.0006,,,<0.1,<0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.002,0.015,,,,,,,,,,,,,,,,,,,,,,,,0.011,,,,,,,,,
30100,20200602,千葉　１,千葉港（甲）,C,1020,上層（表層）,0.5,千葉市,曇り,24.8,22.7,6.6,,,2.4,8.7,10,,4.2,,,,0.52,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012,0.1,,,0.11,,,,,,,,0.01,,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100,20200602,千葉　１,千葉港（甲）,C,1020,下層,5.6,千葉市,曇り,24.8,21,6.6,,,2.4,8.2,6.6,,2.5,,,,0.4,0.035,,,,6.6,,,,,,,,,,,,,,,,,,,,,,,,,0.007,0.04,,,0.047,,,,,,,,0.04,,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100,20200602,千葉　１,千葉港（甲）,C,1020,混合,,千葉市,曇り,24.8,21.5,6.6,,,2.4,,,,,,,,,,,,,,,<0.1,<0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.005,,,,,,,,,,,,,,,,,,,,,,,,,<0.000,<0.004,<0.006,<0.02,<0.0008,<0.0005,<0.0003,<0.004,<0.004,<0.005,<0.0008,<0.0008,<0.003,<0.0008,<0.0001,<0.06,<0.04,<0.006,,<0.0002,<0.00004,0.02,0.003,<0.02,<0.0,<0.00004,<0.002,<0.001
30100,20200714,千葉　１,千葉港（甲）,C,950,上層（表層）,0.5,千葉市,雨,23,24.4,7.3,,,2,8.4,8.1,,4.8,,3.30E+02,,0.86,0.078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033,0.58,,,0.61,,,,,,,,0.01,,0.047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100,20200714,千葉　１,千葉港（甲）,C,950,下層,6.3,千葉市,雨,23,24,7.3,,,2,8.4,8.1,,4.9,,3.30E+02,,0.91,0.086,,,,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100,20200714,千葉　１,千葉港（甲）,C,950,混合,,千葉市,雨,23,24.1,7.3,,,2,,,,,,,,,,,,,,<0.0003,<0.1,<0.001,<0.005,0.001,<0.0005,,,<0.002,<0.0002,<0.0004,<0.01,<0.004,<0.1,<0.0006,<0.001,<0.001,<0.0002,<0.0006,<0.0003,<0.002,<0.001,<0.001,,,,,,,,<0.005,<0.01,<0.1,<0.1,<0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100,20200805,千葉　１,千葉港（甲）,C,1040,上層（表層）,0.5,千葉市,晴れ,32.7,30.3,6.1,,,1.2,9.3,11,,7.8,,,0.5,0.92,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007,0.05,,,0.057,,,,,,,,<0.01,,0.047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100,20200805,千葉　１,千葉港（甲）,C,1040,下層,5.1,千葉市,晴れ,32.7,29.5,6.1,,,1.2,9.1,12,,7.1,,,,0.84,0.098,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,0.011,0.05,,,0.061,,,,,,,,0.01,,0.052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100,20200805,千葉　１,千葉港（甲）,C,1040,混合,,千葉市,晴れ,32.7,29.8,6.1,,,1.2,,,,,,,,,,0.003,<0.00006,0.0013,,,<0.1,<0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100,20200901,千葉　１,千葉港（甲）,C,1013,上層（表層）,0.5,千葉市,曇り,28.3,25.9,7.4,,,3.5,8.1,3.3,,3.5,,7.00E+00,<0.5,0.37,0.047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.08,,,0.1,,,,,,,,0.05,,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100,20200901,千葉　１,千葉港（甲）,C,1013,下層,6.4,千葉市,曇り,28.3,24.5,7.4,,,3.5,8,1.2,,3.3,,1.30E+01,,0.39,0.08,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100,20200901,千葉　１,千葉港（甲）,C,1013,混合,,千葉市,曇り,28.3,24.8,7.4,,,3.5,,,,,,,,,,,,,,,<0.1,<0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100,20201006,千葉　１,千葉港（甲）,C,1000,上層（表層）,0.5,千葉市,晴れ,25.1,21.9,8.6,,,3.4,8.4,8.4,,2.9,,,,0.3,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,0.01,,,0.012,,,,,,,,0.05,,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100,20201006,千葉　１,千葉港（甲）,C,1000,下層,7.6,千葉市,晴れ,25.1,21.6,8.6,,,3.4,8.3,7.1,,2.8,,,,0.41,0.085,,,,7.1,,,,,,,,,,,,,,,,,,,,,,,,,0.024,0.09,,,0.11,,,,,,,,0.03,,0.047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100,20201006,千葉　１,千葉港（甲）,C,1000,混合,,千葉市,晴れ,25.1,21.7,8.6,,,3.4,,,,,,,,,,,,,,<0.0003,<0.1,<0.001,<0.005,0.001,<0.0005,,<0.0005,<0.002,<0.0002,<0.0004,<0.01,<0.004,<0.1,<0.0006,<0.001,<0.001,<0.0002,<0.0006,<0.0003,<0.002,<0.001,<0.001,,,,,,,,<0.005,0.01,<0.1,<0.1,<0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100,20201110,千葉　１,千葉港（甲）,C,1000,上層（表層）,0.5,千葉市,晴れ,13.4,18,8.4,,,4.4,8.1,7.9,,2.5,,<2.0E+00,<0.5,0.5,0.066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037,0.32,,,0.35,,,,,,,,0.02,,0.047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100,20201110,千葉　１,千葉港（甲）,C,1000,下層,7.4,千葉市,晴れ,13.4,18,8.4,,,4.4,8.1,6.6,,2,,<2.0E+00,,0.46,0.064,,,,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100,20201110,千葉　１,千葉港（甲）,C,1000,混合,,千葉市,晴れ,13.4,18,8.4,,,4.4,,,,,,,,,,0.005,0.0001,<0.0006,,,<0.1,<0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100,20201201,千葉　１,千葉港（甲）,C,930,上層（表層）,0.5,千葉市,晴れ,15,15.8,7.5,,,1.8,8.1,6.5,,4.4,,,,0.86,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.051,0.34,,,0.39,,,,,,,,0.05,,0.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
