地点コード,測定年月日,地点名称(漢字),水域名称(漢字),類型,測定時刻,採取位置,採取水深,調査機関,天候,気温,水温,全水深,流量(河川),平均流速(河川),透明度（湖沼・海域）,ｐＨ,ＤＯ,ＢＯＤ,ＣＯＤ,ＳＳ,大腸菌群数,n-ヘキサン抽出物質,全窒素,全リン,全亜鉛,ノニルフェノール,ＬＡＳ,底層ＤＯ,カドミウム,全シアン,鉛,六価クロム,砒素,総水銀,アルキル水銀,ＰＣＢ,ジクロロメタン,四塩化炭素,１、２-ジクロロエタン,１、１-ジクロロエチレン,シス-１、２-ジクロロエチレン,１、１、１-トリクロロエタン,１、１、２-トリクロロエタン,トリクロロエチレン,テトラクロロエチレン,１、３-ジクロロプロペン,チウラム,シマジン,チオベンカルブ,ベンゼン,セレン,ふっ素,亜硝酸性窒素,硝酸性窒素,透視度(河川･湖沼),ほう素,硝酸性窒素及び亜硝酸性窒素,１、４-ジオキサン,フェノール類,銅,溶解性鉄,溶解性マンガン,クロム,ＥＰＮ,アンモニア性窒素,溶解性ＣＯＤ,リン酸性リン,プランクトン総数,クロロフィルａ,ＴＯＣ,ＤＯＣ,電気伝導率,塩分量(海域),塩化物イオン,陰イオン界面活性剤,アンチモン,ニッケル,トリハロメタン生成能,クロロホルム生成能,ブロモジクロロメタン生成能,ジブロモクロロメタン生成能,ブロモホルム生成能,クロロホルム,トランス-1、2-ジクロロエチレン,１、２-ジクロロプロパン,p-ジクロロベンゼン,イソキサチオン,ダイアジノン,フェニトロチオン,イソプロチオラン,オキシン銅,クロロタロニル,プロピザミド,ジクロルボス,フェノブカルブ,イプロベンホス,クロルニトロフェン,トルエン,キシレン,フタル酸ジエチルへキシル,モリブデン,塩化ビニルモノマー,エピクロロヒドリン,全マンガン,ウラン,フェノール,ホルムアルデヒド,４-ｔ-オクチルフェノール,アニリン,２、４-ジクロロフェノール
30070,20190709,東京湾　５,千葉港（甲）,C,1350,上層（表層）,0.5,千葉県,曇り,20.5,20.7,8,,,1.4,8.1,7.6,,6,,1.40E+01,<0.5,0.63,0.12,<0.001,<0.00006,<0.0006,,<0.0003,<0.1,<0.001,<0.005,0.001,<0.0005,,<0.0005,<0.002,<0.0002,<0.0004,<0.01,<0.004,<0.1,<0.0006,<0.001,<0.001,<0.0002,<0.0006,<0.0003,<0.002,<0.001,<0.001,,0.025,0.12,,,0.14,<0.005,<0.005,<0.01,<0.1,<0.1,<0.02,,<0.01,1.5,0.058,8.10E+03,67,3.7,1,,31.28,,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30070,20190709,東京湾　５,千葉港（甲）,C,1350,下層,7,千葉県,曇り,20.5,19.8,8,,,1.4,7.8,2.5,,2,,,,0.69,0.13,<0.001,<0.00006,0.0006,2.5,,,,,,,,,,,,,,,,,,,,,,,,,0.015,0.04,,,0.055,,,,,,,,0.03,,0.099,,,2.4,0.7,,32.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30070,20190806,東京湾　５,千葉港（甲）,C,1341,上層（表層）,0.5,千葉県,晴れ,29,31.1,7.8,,,1.5,8.9,9.4,,5.9,,,,0.59,0.057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.002,<0.01,,,<0.012,,,,,,,,<0.01,3.3,<0.003,1.60E+04,33,4.8,2.3,,22.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30070,20190806,東京湾　５,千葉港（甲）,C,1341,下層,6.8,千葉県,晴れ,29,26.1,7.8,,,1.5,7.9,1,,4.8,,,,0.68,0.058,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0.005,0.02,,,0.025,,,,,,,,0.01,,<0.003,,,4.1,2.9,,32.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30070,20190905,東京湾　５,千葉港（甲）,C,1148,上層（表層）,0.5,千葉県,晴れ,30,27,8.4,,,2.1,8.1,5.3,,2.8,,,,0.63,0.098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.05,,,0.09,,,,,,,,0.07,2.4,0.068,4.80E+03,12,4.1,3.1,,28.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30070,20190905,東京湾　５,千葉港（甲）,C,1148,下層,7.4,千葉県,晴れ,30,23.9,8.4,,,2.1,7.8,1.1,,1.6,,,,0.44,0.096,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,0.038,0.09,,,0.12,,,,,,,,<0.01,,0.084,,,3.5,2.8,,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30070,20191008,東京湾　５,千葉港（甲）,C,1205,上層（表層）,0.5,千葉県,薄曇り,26,23.9,8.5,,,2.5,8.1,5.6,,2.8,,,,0.49,0.073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013,0.06,,,0.073,,,,,,,,0.03,2,0.046,4.30E+03,7.5,5.1,3.5,,30.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30070,20191008,東京湾　５,千葉港（甲）,C,1205,下層,7.5,千葉県,薄曇り,26,23.2,8.5,,,2.5,8,1.9,,2.7,,,,0.48,0.079,,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,0.013,0.06,,,0.073,,,,,,,,0.01,,0.054,,,4.6,3.8,,30.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30070,20191107,東京湾　５,千葉港（甲）,C,1215,上層（表層）,0.5,千葉県,晴れ,19.8,19.7,8.5,,,2.5,8.1,10,,2.4,,4.00E+00,<0.5,0.62,0.048,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017,0.3,,,0.31,,,,,,,,<0.01,1.5,0.026,1.10E+04,12,2.3,1.9,,29.72,,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30070,20191107,東京湾　５,千葉港（甲）,C,1215,下層,7.5,千葉県,晴れ,19.8,20.3,8.5,,,2.5,7.9,5.6,,1.2,,,,0.57,0.06,0.002,,,5.6,,,,,,,,,,,,,,,,,,,,,,,,,0.017,0.34,,,0.35,,,,,,,,0.01,,0.041,,,2.3,1.1,,31.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30070,20191210,東京湾　５,千葉港（甲）,C,1342,上層（表層）,0.5,千葉県,曇り,13.2,17.3,8.5,,,4.5,7.8,4.8,,1.3,,,,0.6,0.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.036,0.25,,,0.28,,,,,,,,0.01,1,0.05,1.80E+02,1.3,4.4,4,,32.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30070,20191210,東京湾　５,千葉港（甲）,C,1342,下層,7.5,千葉県,曇り,13.2,17.1,8.5,,,4.5,7.8,4.5,,1.1,,,,0.6,0.06,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,0.041,0.25,,,0.29,,,,,,,,0.01,,0.05,,,4,3.6,,32.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30070,20200109,東京湾　５,千葉港（甲）,C,1258,上層（表層）,0.5,千葉県,晴れ,11.2,11.5,8.2,,,7,7.9,8.8,,1.7,,1.70E+01,<0.5,0.73,0.051,0.004,<0.00006,<0.0006,,<0.0003,<0.1,<0.001,<0.005,0.002,<0.0005,,,<0.002,<0.0002,<0.0004,<0.01,<0.004,<0.1,<0.0006,<0.001,<0.001,<0.0002,<0.0006,<0.0003,<0.002,<0.001,<0.001,,0.047,0.37,,,0.41,<0.005,,,,,,,<0.01,1.2,0.043,1.20E+02,1.3,4.2,3.6,,31.58,,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30070,20200109,東京湾　５,千葉港（甲）,C,1258,下層,7.2,千葉県,晴れ,11.2,11.6,8.2,,,7,7.9,8.7,,1.5,,,,0.75,0.051,0.005,<0.00006,<0.0006,8.7,,,,,,,,,,,,,,,,,,,,,,,,,0.047,0.37,,,0.41,,,,,,,,<0.01,,0.042,,,4.8,2.7,,31.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30070,20200210,東京湾　５,千葉港（甲）,C,1247,上層（表層）,0.5,千葉県,晴れ,8,11.8,8.2,,,4.8,7.9,9.1,,1.7,,,,0.74,0.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035,0.35,,,0.38,,,,,,,,<0.01,1,0.033,2.60E+03,7.8,4.1,3.7,,31.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30070,20200210,東京湾　５,千葉港（甲）,C,1247,下層,7.2,千葉県,晴れ,8,10.2,8.2,,,4.8,7.9,8.9,,1.5,,,,0.75,0.054,,,,8.9,,,,,,,,,,,,,,,,,,,,,,,,,0.035,0.39,,,0.42,,,,,,,,0.01,,0.035,,,4.4,3.7,,31.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30070,20200302,東京湾　５,千葉港（甲）,C,1228,上層（表層）,0.5,千葉県,曇り,7,12,8,,,3.1,8,9.2,,2,,,,0.67,0.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028,0.31,,,0.33,,,,,,,,0.03,1.6,0.021,1.80E+03,7.7,4.2,2.8,,31.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30070,20200302,東京湾　５,千葉港（甲）,C,1228,下層,7,千葉県,曇り,7,12.1,8,,,3.1,8,7.6,,1.7,,,,0.65,0.044,,,,7.6,,,,,,,,,,,,,,,,,,,,,,,,,0.028,0.3,,,0.32,,,,,,,,0.03,,0.026,,,3.6,3.2,,31.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30080,20190419,東京湾　６,千葉港（乙）,B,1337,上層（表層）,0.5,千葉県,晴れ,21.4,16.9,10.7,,,3,8.4,12,,2.3,,,,0.61,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.22,,,0.24,,,,,,,,0.09,2.1,0.016,,8.4,1.7,1.2,,31.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30080,20190419,東京湾　６,千葉港（乙）,B,1337,下層,9.7,千葉県,晴れ,21.4,14.7,10.7,,,3,8.2,9.5,,2.2,,,,0.63,0.049,,,,9.5,,,,,,,,,,,,,,,,,,,,,,,,,0.023,0.28,,,0.3,,,,,,,,0.11,,0.02,,,1.6,1.1,,31.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30080,20190524,東京湾　６,千葉港（乙）,B,1438,上層（表層）,0.5,千葉県,快晴,25.5,23.4,10.1,,,1.2,8.8,16,,7.3,,2.00E+00,<0.5,0.48,0.057,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,0.01,,,0.012,,,,,,,,<0.01,5,<0.003,,49,6.9,4,,29.78,,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30080,20190524,東京湾　６,千葉港（乙）,B,1438,下層,9.1,千葉県,快晴,25.5,17.8,10.1,,,1.2,8.1,4.2,,2.5,,,,0.44,0.044,<0.001,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,0.015,0.04,,,0.055,,,,,,,,0.01,,0.022,,,3.3,2.5,,31.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30080,20190610,東京湾　６,千葉港（乙）,B,1255,上層（表層）,0.5,千葉県,雨,17.5,18,11,,,2.2,7.8,1.9,,1.7,,,,0.75,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015,0.05,,,0.065,,,,,,,,0.27,1.3,0.1,,1.2,2.3,1.2,,32.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30080,20190610,東京湾　６,千葉港（乙）,B,1255,下層,10,千葉県,雨,17.5,17.1,11,,,2.2,7.8,0.6,,1.5,,,,0.72,0.12,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,0.016,0.04,,,0.056,,,,,,,,0.15,,0.1,,,1.8,1.6,,33.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30080,20190709,東京湾　６,千葉港（乙）,B,1327,上層（表層）,0.5,千葉県,曇り,21,20.7,10.8,,,2.6,8,6,,2.5,,7.00E+00,<0.5,0.57,0.086,<0.001,<0.00006,<0.0006,,<0.0003,<0.1,<0.001,<0.005,0.001,<0.0005,,<0.0005,<0.002,<0.0002,<0.0004,<0.01,<0.004,<0.1,<0.0006,<0.001,<0.001,<0.0002,<0.0006,<0.0003,<0.002,<0.001,<0.001,,0.029,0.12,,,0.14,<0.005,<0.005,<0.01,<0.1,<0.1,<0.02,,0.02,2,0.062,,16,1.6,1,,31.1,,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30080,20190709,東京湾　６,千葉港（乙）,B,1327,下層,9.8,千葉県,曇り,21,19.5,10.8,,,2.6,7.8,1,,1.5,,,,0.58,0.1,<0.001,<0.00006,0.0006,1,,,,,,,,,,,,,,,,,,,,,,,,,0.018,0.06,,,0.078,,,,,,,,0.1,,0.094,,,1.3,1,,32.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30080,20190806,東京湾　６,千葉港（乙）,B,1327,上層（表層）,0.5,千葉県,晴れ,29,30.8,10.5,,,1.6,8.8,9,,4.1,,,,0.55,0.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.002,<0.01,,,<0.012,,,,,,,,<0.01,3.2,0.003,,34,4.1,2.3,,22.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30080,20190806,東京湾　６,千葉港（乙）,B,1327,下層,9.5,千葉県,晴れ,29,23.5,10.5,,,1.6,8.3,<0.5,,3.2,,,,0.66,0.071,,,,<0.5,,,,,,,,,,,,,,,,,,,,,,,,,0.008,0.01,,,0.018,,,,,,,,0.14,,0.023,,,3.8,1.6,,26.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30080,20190905,東京湾　６,千葉港（乙）,B,1133,上層（表層）,0.5,千葉県,晴れ,30,27.3,11,,,2.5,8.3,7.1,,3,,,,0.49,0.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.043,0.03,,,0.073,,,,,,,,<0.01,2.4,0.027,,10,4.2,3.4,,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30080,20190905,東京湾　６,千葉港（乙）,B,1133,下層,10,千葉県,晴れ,30,23.1,11,,,2.5,7.8,0.8,,1.1,,,,0.4,0.091,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,0.017,0.09,,,0.1,,,,,,,,<0.01,,0.083,,,3.2,2.4,,32.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30080,20191008,東京湾　６,千葉港（乙）,B,1146,上層（表層）,0.5,千葉県,薄曇り,26,24,11.2,,,2.6,8.1,6.5,,2.8,,,,0.51,0.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015,0.08,,,0.095,,,,,,,,0.02,2.3,0.034,,10,4,3.4,,29.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30080,20191008,東京湾　６,千葉港（乙）,B,1146,下層,10.2,千葉県,薄曇り,26,22.7,11.2,,,2.6,7.8,0.8,,1.9,,,,0.45,0.1,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,0.012,0.05,,,0.062,,,,,,,,0.09,,0.09,,,4,2.6,,32.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30080,20191107,東京湾　６,千葉港（乙）,B,1200,上層（表層）,0.5,千葉県,晴れ,19,19.8,11.2,,,2.8,8.2,10,,2.3,,<2.0E+00,<0.5,0.6,0.046,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014,0.26,,,0.27,,,,,,,,0.01,1.6,0.011,,12,3.1,2.5,,29.59,,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30080,20191107,東京湾　６,千葉港（乙）,B,1200,下層,10.2,千葉県,晴れ,19,20.4,11.2,,,2.8,7.9,4.3,,1.4,,,,0.56,0.058,0.002,,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,0.017,0.32,,,0.33,,,,,,,,<0.01,,0.043,,,2.5,1.5,,31.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30080,20191210,東京湾　６,千葉港（乙）,B,1315,上層（表層）,0.5,千葉県,曇り,13.1,16.7,11.2,,,5,7.9,5.5,,1.4,,,,0.62,0.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.044,0.25,,,0.29,,,,,,,,0.01,0.9,0.048,,2,4,3.9,,32.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30080,20191210,東京湾　６,千葉港（乙）,B,1315,下層,10.2,千葉県,曇り,13.1,18.2,11.2,,,5,7.9,4.8,,1.3,,,,0.55,0.056,,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,0.044,0.24,,,0.28,,,,,,,,<0.01,,0.046,,,3.8,3.6,,32.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30080,20200109,東京湾　６,千葉港（乙）,B,1235,上層（表層）,0.5,千葉県,晴れ,11.2,11.6,11.2,,,7.2,7.9,8.7,,1.8,,2.00E+00,<0.5,0.72,0.047,0.005,<0.00006,<0.0006,,<0.0003,<0.1,<0.001,<0.005,0.002,<0.0005,,,<0.002,<0.0002,<0.0004,<0.01,<0.004,<0.1,<0.0006,<0.001,<0.001,<0.0002,<0.0006,<0.0003,<0.002,<0.001,<0.001,,0.046,0.34,,,0.38,<0.005,,,,,,,<0.01,1.2,0.039,,1.3,4.9,4.3,,31.69,,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30080,20200109,東京湾　６,千葉港（乙）,B,1235,下層,10.2,千葉県,晴れ,11.2,11.6,11.2,,,7.2,7.9,8.7,,1.7,,,,0.71,0.048,0.004,<0.00006,<0.0006,8.7,,,,,,,,,,,,,,,,,,,,,,,,,0.046,0.35,,,0.39,,,,,,,,0.02,,0.039,,,4.8,4,,31.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30080,20200210,東京湾　６,千葉港（乙）,B,1233,上層（表層）,0.5,千葉県,晴れ,8,11,10.8,,,4.4,7.9,9.5,,1.7,,,,0.7,0.047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035,0.34,,,0.37,,,,,,,,<0.01,1.2,0.033,,10,4.2,3.5,,31.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30080,20200210,東京湾　６,千葉港（乙）,B,1233,下層,9.8,千葉県,晴れ,8,10.6,10.8,,,4.4,7.9,9,,1.5,,,,0.67,0.049,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,0.034,0.32,,,0.35,,,,,,,,<0.01,,0.028,,,4.3,2.9,,31.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30080,20200302,東京湾　６,千葉港（乙）,B,1211,上層（表層）,0.5,千葉県,曇り,7,12.8,10.6,,,2.9,8,6.1,,1.8,,,,0.68,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029,0.31,,,0.33,,,,,,,,0.02,1.3,0.02,,8.4,3.5,2.9,,31.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30080,20200302,東京湾　６,千葉港（乙）,B,1211,下層,9.6,千葉県,曇り,7,12.8,10.6,,,2.9,8,9.2,,1.7,,,,0.65,0.044,,,,9.2,,,,,,,,,,,,,,,,,,,,,,,,,0.026,0.27,,,0.29,,,,,,,,0.06,,0.025,,,3.3,3.2,,31.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30090,20190419,東京湾　７,千葉港（甲）,C,1317,上層（表層）,0.5,千葉県,晴れ,21.5,17.2,9.6,,,2.7,8.2,10,,2.7,,,,0.57,0.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.24,,,0.26,,,,,,,,0.07,2,0.018,2.20E+03,12,1.7,1.2,,30.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30090,20190419,東京湾　７,千葉港（甲）,C,1317,下層,8.6,千葉県,晴れ,21.5,14.3,9.6,,,2.7,8.3,11,,2.5,,,,0.65,0.046,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,0.021,0.23,,,0.25,,,,,,,,0.09,,0.017,,,1.7,1.1,,31.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30090,20190524,東京湾　７,千葉港（甲）,C,1417,上層（表層）,0.5,千葉県,快晴,27.8,24.4,9.1,,,1.2,8.8,18,,7.2,,2.00E+00,<0.5,0.63,0.068,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.002,0.01,,,0.012,,,,,,,,<0.01,3.2,<0.003,2.40E+04,29,8,2.6,,26.09,,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30090,20190524,東京湾　７,千葉港（甲）,C,1417,下層,8.1,千葉県,快晴,27.8,17.8,9.1,,,1.2,8.2,3.4,,3.7,,,,0.48,0.055,0.001,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.03,,,0.04,,,,,,,,0.01,,0.012,,,3.7,3.3,,31.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30090,20190610,東京湾　７,千葉港（甲）,C,1235,上層（表層）,0.5,千葉県,雨,17.2,20.4,10.1,,,3.2,7.9,1.7,,1.7,,,,0.78,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015,0.04,,,0.055,,,,,,,,0.26,1.1,0.099,2.60E+02,0.9,1.8,1.1,,32.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30090,20190610,東京湾　７,千葉港（甲）,C,1235,下層,9.1,千葉県,雨,17.2,17.4,10.1,,,3.2,7.8,1.4,,1.5,,,,0.62,0.086,,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.1,,,0.13,,,,,,,,0.18,,0.08,,,1.7,0.5,,33.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30090,20190709,東京湾　７,千葉港（甲）,C,1305,上層（表層）,0.5,千葉県,曇り,21,20.5,10,,,2.6,7.9,5,,2,,6.00E+00,<0.5,0.58,0.099,0.001,<0.00006,<0.0006,,<0.0003,<0.1,<0.001,<0.005,0.001,<0.0005,,<0.0005,<0.002,<0.0002,<0.0004,<0.01,<0.004,<0.1,<0.0006,<0.001,<0.001,<0.0002,<0.0006,<0.0003,<0.002,<0.001,<0.001,,0.021,0.09,,,0.11,<0.005,<0.005,<0.01,<0.1,<0.1,<0.02,,0.01,1.2,0.086,1.50E+03,14,1.4,1,,32.2,,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30090,20190709,東京湾　７,千葉港（甲）,C,1305,下層,9,千葉県,曇り,21,19.6,10,,,2.6,7.8,0.8,,1.8,,,,0.61,0.1,<0.001,<0.00006,0.0006,0.8,,,,,,,,,,,,,,,,,,,,,,,,,0.015,0.08,,,0.095,,,,,,,,0.02,,0.096,,,1.3,0.9,,32.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30090,20190806,東京湾　７,千葉港（甲）,C,1307,上層（表層）,0.5,千葉県,晴れ,32,31,9.6,,,1.9,8.8,9.1,,4.8,,,,0.55,0.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.002,<0.01,,,<0.012,,,,,,,,<0.01,3.5,0.007,7.40E+03,23,4.6,2.1,,22.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30090,20190806,東京湾　７,千葉港（甲）,C,1307,下層,8.6,千葉県,晴れ,32,23.1,9.6,,,1.9,7.8,1.1,,4.2,,,,0.56,0.056,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,<0.002,<0.01,,,<0.012,,,,,,,,<0.01,,<0.003,,,4.4,2,,30.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30090,20190905,東京湾　７,千葉港（甲）,C,1114,上層（表層）,0.5,千葉県,薄曇り,29.5,26.4,10,,,3.1,8,4.2,,2.4,,,,0.56,0.087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.063,0.06,,,0.12,,,,,,,,<0.01,1.8,0.078,2.10E+03,5.4,4.2,3.4,,29.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30090,20190905,東京湾　７,千葉港（甲）,C,1114,下層,9,千葉県,薄曇り,29.5,23.9,10,,,3.1,7.9,1,,1.5,,,,0.4,0.081,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0.035,0.14,,,0.17,,,,,,,,<0.01,,0.078,,,3.2,2.6,,31.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30090,20191008,東京湾　７,千葉港（甲）,C,1126,上層（表層）,0.5,千葉県,薄曇り,25.4,24.1,10.3,,,3.2,8,5.7,,2.6,,,,0.52,0.074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015,0.07,,,0.085,,,,,,,,0.02,2.2,0.052,2.70E+03,5.7,3.8,3.5,,30.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30090,20191008,東京湾　７,千葉港（甲）,C,1126,下層,9.3,千葉県,薄曇り,25.4,22.9,10.3,,,3.2,7.9,2.2,,1.7,,,,0.45,0.083,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,0.016,0.07,,,0.086,,,,,,,,0.05,,0.068,,,3.3,2.9,,32.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30090,20191107,東京湾　７,千葉港（甲）,C,1138,上層（表層）,0.5,千葉県,晴れ,18.2,19.4,10.3,,,1.9,8.3,13,,4,,6.00E+00,<0.5,0.64,0.04,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016,0.26,,,0.27,,,,,,,,<0.01,1.6,<0.003,2.00E+04,24,2.9,1.7,,28.43,,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30090,20191107,東京湾　７,千葉港（甲）,C,1138,下層,9.3,千葉県,晴れ,18.2,20.7,10.3,,,1.9,7.9,4.9,,1.4,,,,0.52,0.048,0.002,,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,0.015,0.3,,,0.31,,,,,,,,0.01,,0.035,,,2.3,1.5,,31.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30090,20191210,東京湾　７,千葉港（甲）,C,1257,上層（表層）,0.5,千葉県,晴れ,12.4,16.2,10.2,,,2,7.9,6.8,,1.7,,,,0.66,0.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.3,,,0.36,,,,,,,,<0.01,1,0.047,3.90E+02,2.1,4.2,3.5,,31.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30090,20191210,東京湾　７,千葉港（甲）,C,1257,下層,9.2,千葉県,晴れ,12.4,18.2,10.2,,,2,7.9,5,,1.4,,,,0.45,0.048,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,0.043,0.21,,,0.25,,,,,,,,<0.01,,0.035,,,3.4,3.1,,32.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
