地点コード,測定年月日,地点名称(漢字),水域名称(漢字),類型,測定時刻,採取位置,採取水深,調査機関,天候コード,気温,水温,全水深,流量(河川),平均流速(河川),透明度（湖沼・海域）,ｐＨ,ＤＯ,ＢＯＤ,ＣＯＤ,ＳＳ,n-ヘキサン抽出物質,全窒素,全リン,全亜鉛,ノニルフェノール,ＬＡＳ,底層ＤＯ,大腸菌数,カドミウム,全シアン,鉛,六価クロム,砒素,総水銀,アルキル水銀,ＰＣＢ,ジクロロメタン,四塩化炭素,１、２-ジクロロエタン,１、１-ジクロロエチレン,シス-１、２-ジクロロエチレン,１、１、１-トリクロロエタン,１、１、２-トリクロロエタン,トリクロロエチレン,テトラクロロエチレン,１、３-ジクロロプロペン,チウラム,シマジン,チオベンカルブ,ベンゼン,セレン,ふっ素,亜硝酸性窒,硝酸性窒素,透視度(河川･湖沼),ほう素,硝酸性窒素及び亜硝酸性窒素,１、４-ジオキサン,フェノール類,銅,溶解性鉄,溶解性マンガン,クロム,ＥＰＮ,アンモニア性窒素,溶解性ＣＯＤ,リン酸性リン,プランクトン総数,クロロフィルａ,ＴＯＣ,ＤＯＣ,電気伝導率,塩分量(海域),塩化物イオン,陰イオン界面活性剤,アンチモン,ニッケル,トリハロメタン生成能,クロロホルム生成能,ブロモジクロロメタン,ジブロモクロロメタン,ブロモホルム生成能,トランス-1、2-ジクロロエチレン,１、２-ジクロロプロパン,p-ジクロロベンゼン,イソキサチオン,ダイアジノン,フェニトロチオン,イソプロチオラン,オキシン銅,クロロタロニル,プロピザミド,ジクロルボス,フェノブカルブ,イプロベンホス,クロルニトロフェン,トルエン,キシレン,フタル酸ジエチルへキシル,モリブデン,塩化ビニルモノマー,エピクロロヒドリン,全マンガン,ウラン,ＰＦОＳ,ＰＦОＳ（直鎖体）,ＰＦОＡ,ＰＦОＡ（直鎖体）,ＰＦОＳ及びＰＦОＡ,クロロホルム,フェノール,ホルムアルデヒド,４-ｔ-オクチルフェノール,アニリン,２、４-ジクロロフェノール
30010,20221125,東京湾　１,東京湾（９）,B,1247,上層（表層）,0.5,千葉県,晴れ,15,17.7,8.1,,,4.5,7.9,6.8,,1.8,,<0.5,0.93,0.077,0.001,,,,2.30E+01,,,,,,,,,,,,,,,,,,,,,,,,,0.039,0.45,,,0.48,,,,,,,,0.19,1.7,0.063,4.60E+02,1.4,1.1,1,,30.71,,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30010,20221125,東京湾　１,東京湾（９）,B,1247,下層,7.1,千葉県,晴れ,15,17.9,8.1,,,4.5,7.9,6,,1.8,,,0.63,0.061,0.003,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,0.033,0.27,,,0.3,,,,,,,,0.1,,0.05,,,1,0.9,,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30010,20221205,東京湾　１,東京湾（９）,B,1213,上層（表層）,0.5,千葉県,曇り,8.5,15.9,8.3,,,5.7,7.9,7.8,,1.8,,,0.63,0.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.057,0.24,,,0.29,,,,,,,,0.1,1.3,0.047,8.20E+02,3.8,1.2,0.9,,31.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30010,20221205,東京湾　１,東京湾（９）,B,1213,下層,7.3,千葉県,曇り,8.5,16.8,8.3,,,5.7,7.9,7.9,,1.5,,,0.56,0.057,,,,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,0.059,0.2,,,0.25,,,,,,,,0.09,,0.047,,,0.9,0.9,,31.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30010,20221212,東京湾　１,東京湾（９）,B,1155,上層（表層）,0.5,千葉県,快晴,9.5,15.4,8.2,,,4.8,7.9,7.8,,1.8,,,0.7,0.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.083,0.29,,,0.37,,,,,,,,0.07,1.5,0.05,8.80E+02,4.7,1.2,1,,31.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30010,20221212,東京湾　１,東京湾（９）,B,1155,下層,7.2,千葉県,快晴,9.5,15.9,8.2,,,4.8,7.9,7,,1.4,,,0.62,0.063,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,0.084,0.25,,,0.33,,,,,,,,0.04,,0.047,,,1.1,1,,31.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30010,20230116,東京湾　１,東京湾（９）,B,1128,上層（表層）,0.5,千葉県,雨,7.5,10.8,8.9,,,3.8,8,9.8,,2.7,,<0.5,0.82,0.058,0.005,<0.00006,<0.0006,,<1.0E+00,<0.0003,<0.1,<0.001,<0.005,0.001,<0.0005,,,<0.002,<0.0002,<0.0004,<0.01,<0.004,<0.1,<0.0006,<0.001,<0.001,<0.0002,<0.0006,<0.0003,<0.002,<0.001,<0.001,,0.062,0.36,,,0.42,<0.005,,,,,,,0.03,1.7,0.03,1.30E+03,8.2,1.4,1.1,,31.34,,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30010,20230116,東京湾　１,東京湾（９）,B,1128,下層,7.9,千葉県,雨,7.5,12.3,8.9,,,3.8,7.9,8.2,,2,,,0.74,0.056,0.005,<0.00006,<0.0006,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,0.059,0.35,,,0.4,,,,,,,,<0.01,,0.036,,,1.2,1,,31.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30010,20230120,東京湾　１,東京湾（９）,B,946,上層（表層）,0.5,千葉県,快晴,7.5,10.3,8.5,,,7,8,9.3,,2.6,,,0.75,0.052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.058,0.35,,,0.4,,,,,,,,0.07,1.5,0.031,6.20E+02,3.5,1.2,1,,31.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30010,20230120,東京湾　１,東京湾（９）,B,946,下層,7.5,千葉県,快晴,7.5,11.3,8.5,,,7,8,8.7,,2.1,,,0.69,0.051,,,,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,0.057,0.32,,,0.37,,,,,,,,0.04,,0.03,,,1.1,0.9,,31.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30010,20230206,東京湾　１,東京湾（９）,B,1135,上層（表層）,0.5,千葉県,晴れ,10.5,9.3,7.8,,,4.3,8.2,11,,2.9,,,0.62,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.34,,,0.38,,,,,,,,0.02,9.1,0.007,1.40E+03,1.9,1.4,1.1,,31.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30010,20230206,東京湾　１,東京湾（９）,B,1135,下層,6.8,千葉県,晴れ,10.5,9.2,7.8,,,4.3,8.1,11,,2.4,,,0.69,0.049,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,0.041,0.37,,,0.41,,,,,,,,0.01,,0.008,,,1.5,1.2,,31.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30010,20230306,東京湾　１,東京湾（９）,B,1100,上層（表層）,0.5,千葉県,晴れ,12.5,11.2,7.7,,,3,8.3,11,,4.4,,,0.66,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031,0.26,,,0.29,,,,,,,,0.01,2.1,<0.003,3.40E+03,21,2.4,1.4,,31.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30010,20230306,東京湾　１,東京湾（９）,B,1100,下層,6.7,千葉県,晴れ,12.5,11.1,7.7,,,3,8.3,10,,3.2,,,0.66,0.04,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.031,0.27,,,0.3,,,,,,,,0.03,,0.004,,,1.7,1.4,,31.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20220412,東京湾　２,東京湾（４）,C,1313,上層（表層）,0.5,千葉県,晴れ,20.5,18.5,7.5,,,1.9,8.1,9.4,,5.6,,,1.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029,0.37,,,0.39,,,,,,,,0.04,2.8,0.021,,20,3.1,1.6,,28.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20220412,東京湾　２,東京湾（４）,C,1313,下層,6.5,千葉県,晴れ,20.5,17.9,7.5,,,1.9,7.9,5.8,,3.9,,,0.99,0.094,,,,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,0.034,0.36,,,0.39,,,,,,,,0.15,,0.049,,,2,1.4,,28.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20220510,東京湾　２,東京湾（４）,C,1353,上層（表層）,0.5,千葉県,晴れ,19.2,18.5,7.6,,,3,7.9,5.2,,3.6,,<0.5,0.68,0.1,0.003,,,,3.90E+01,,,,,,,,,,,,,,,,,,,,,,,,,0.032,0.12,,,0.15,,,,,,,,0.23,1.9,0.068,,10,1.4,1,,29.89,,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20220510,東京湾　２,東京湾（４）,C,1353,下層,6.6,千葉県,晴れ,19.2,15.9,7.6,,,3,7.8,1.3,,3,,,0.72,0.11,0.005,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,0.029,0.08,,,0.1,,,,,,,,0.33,,0.079,,,1.3,0.8,,31.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20220607,東京湾　２,東京湾（４）,C,1258,上層（表層）,0.5,千葉県,曇り,19.2,21.9,7.5,,,2.4,8.1,5.7,,4.1,,,0.69,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024,0.11,,,0.13,,,,,,,,0.22,2.9,0.075,,7,2.3,1.9,,26.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20220607,東京湾　２,東京湾（４）,C,1258,下層,6.5,千葉県,曇り,19.2,18.1,7.5,,,2.4,7.9,<0.5,,3.6,,,0.66,0.14,,,,<0.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.006,0.01,,,0.016,,,,,,,,0.36,,0.11,,,1.8,1.4,,30.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20220705,東京湾　２,東京湾（４）,C,1502,上層（表層）,0.5,千葉県,曇り,27,28.3,6.2,,,0.7,8.4,7.2,,5.6,,<0.5,0.77,0.18,0.004,<0.00006,<0.0006,,3.90E+01,<0.0003,<0.1,<0.001,<0.005,0.003,<0.0005,,<0.0005,<0.002,<0.0002,<0.0004,<0.01,<0.004,<0.1,<0.0006,<0.001,<0.001,<0.0002,<0.0006,<0.0003,<0.002,<0.001,<0.001,,0.019,0.05,,,0.069,<0.005,<0.005,<0.01,<0.1,<0.1,<0.02,,0.02,3.5,0.08,,79,3.7,2.1,,24.8,,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20220705,東京湾　２,東京湾（４）,C,1502,下層,5.2,千葉県,曇り,27,27.1,6.2,,,0.7,8.3,3.8,,5.3,,,0.82,0.16,0.005,<0.00006,<0.0006,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,0.007,0.01,,,0.017,,,,,,,,0.07,,0.071,,,3.2,1.8,,25.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20220802,東京湾　２,東京湾（４）,C,1401,上層（表層）,0.5,千葉県,晴れ,33.2,32.4,6.2,,,1,8.7,11,,5.9,,,0.76,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,<0.01,,,0.013,,,,,,,,<0.01,4.1,0.022,,65,4,2.2,,21.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20220802,東京湾　２,東京湾（４）,C,1401,下層,5.2,千葉県,晴れ,33.2,28.8,6.2,,,1,8.5,1.8,,6,,,0.74,0.12,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,0.013,0.03,,,0.043,,,,,,,,0.09,,0.047,,,3.2,2.1,,22.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20221125,東京湾　２,東京湾（４）,C,1200,上層（表層）,0.5,千葉県,晴れ,15,16.7,6.5,,,3.2,7.9,6.4,,2.3,,<0.5,1.2,0.1,0.003,,,,5.10E+01,,,,,,,,,,,,,,,,,,,,,,,,,0.052,0.48,,,0.53,,,,,,,,0.31,2.1,0.081,,1.4,1.3,1.1,,27.93,,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20221125,東京湾　２,東京湾（４）,C,1200,下層,5.5,千葉県,晴れ,15,16.3,6.5,,,3.2,7.9,6.3,,2.1,,,0.79,0.081,0.002,,,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,0.039,0.27,,,0.3,,,,,,,,0.21,,0.062,,,1.1,1,,30.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20221205,東京湾　２,東京湾（４）,C,1043,上層（表層）,0.5,千葉県,曇り,8.5,14.3,6.8,,,3.3,7.8,7.3,,2.1,,,1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.061,0.38,,,0.44,,,,,,,,0.2,1.5,0.08,,3.3,1.2,1.1,,29.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20221205,東京湾　２,東京湾（４）,C,1043,下層,5.8,千葉県,曇り,8.5,14.6,6.8,,,3.3,7.8,7,,1.7,,,0.8,0.088,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,0.056,0.28,,,0.33,,,,,,,,0.18,,0.069,,,1.2,1,,30.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20221212,東京湾　２,東京湾（４）,C,1042,上層（表層）,0.5,千葉県,快晴,9.5,13,7,,,3.4,7.8,7.8,,2.1,,,1,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055,0.4,,,0.45,,,,,,,,0.21,1.6,0.082,,2.6,1.5,1.2,,29.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20221212,東京湾　２,東京湾（４）,C,1042,下層,6,千葉県,快晴,9.5,13.7,7,,,3.4,7.8,7.7,,1.9,,,0.87,0.093,,,,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,0.066,0.34,,,0.4,,,,,,,,0.17,,0.074,,,1.2,1.1,,30.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20230116,東京湾　２,東京湾（４）,C,1352,上層（表層）,0.5,千葉県,雨,6.5,10.1,7.1,,,3.2,8,9.9,,2.7,,<0.5,1,0.082,0.004,<0.00006,0.0011,,5.30E+02,<0.0003,<0.1,<0.001,<0.005,0.001,<0.0005,,,<0.002,<0.0002,<0.0004,<0.01,<0.004,<0.1,<0.0006,<0.001,<0.001,<0.0002,<0.0006,<0.0003,<0.002,<0.001,<0.001,,0.072,0.43,,,0.5,<0.005,,,,,,,0.12,2,0.048,,12,1.7,1.2,,29.99,,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20230116,東京湾　２,東京湾（４）,C,1352,下層,6.1,千葉県,雨,6.5,10.5,7.1,,,3.2,8,9.6,,2.6,,,0.78,0.056,0.005,<0.00006,<0.0006,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,0.066,0.36,,,0.42,,,,,,,,0.01,,0.03,,,1.6,1.2,,31.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20230120,東京湾　２,東京湾（４）,C,1147,上層（表層）,0.5,千葉県,快晴,10,9.8,7.3,,,4.7,7.9,8.6,,2.4,,,1.2,0.092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.068,0.52,,,0.58,,,,,,,,0.08,1.9,0.066,,2.9,1.2,1.1,,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20230120,東京湾　２,東京湾（４）,C,1147,下層,6.3,千葉県,快晴,10,10.3,7.3,,,4.7,8,8.8,,2.5,,,0.79,0.062,,,,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,0.059,0.34,,,0.39,,,,,,,,0.09,,0.037,,,1.2,1,,31.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20230206,東京湾　２,東京湾（４）,C,1054,上層（表層）,0.5,千葉県,晴れ,10.5,8,6.7,,,2.5,8.3,13,,3.5,,,0.71,0.057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.25,,,0.29,,,,,,,,<0.01,18,0.005,,2.2,2.3,1.3,,30.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20230206,東京湾　２,東京湾（４）,C,1054,下層,5.7,千葉県,晴れ,10.5,8.2,6.7,,,2.5,8.2,12,,3.4,,,0.69,0.049,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,0.042,0.26,,,0.3,,,,,,,,<0.01,,0.004,,,2.5,1.3,,31.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20230306,東京湾　２,東京湾（４）,C,959,上層（表層）,0.5,千葉県,晴れ,10.5,11,6.5,,,2.3,8.4,12,,4.6,,,0.61,0.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028,0.19,,,0.21,,,,,,,,<0.01,2.4,0.003,,30,2.9,1.6,,30.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20230306,東京湾　２,東京湾（４）,C,959,下層,5.5,千葉県,晴れ,10.5,10.8,6.5,,,2.3,8.3,11,,4.1,,,0.64,0.052,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.22,,,0.25,,,,,,,,0.02,,0.004,,,2.7,1.6,,30.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30030,20220420,船橋　１,東京湾（３）,C,947,上層（表層）,0.5,船橋市,曇り,15,15,10.1,,,2.7,7.9,7.8,,1.8,,,1.3,0.13,0.006,,,,7.50E+01,,,,,,,,,,,,,,,,,,,,,,,,,0.039,0.6,,,0.63,,,,,,,,0.3,1.8,0.09,,6.2,2.1,1,,27.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30030,20220420,船橋　１,東京湾（３）,C,952,下層,9.1,船橋市,曇り,15,14.6,10.1,,,2.7,7.9,5.9,,1.6,,,0.86,0.12,0.005,,,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,0.25,,,0.27,,,,,,,,0.2,1.5,0.07,,,1.8,0,,31.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30030,20220517,船橋　１,東京湾（３）,C,1022,上層（表層）,0.5,船橋市,曇り,17.8,17.7,8.4,,,4,8,5,,3,,,1,0.12,,,,,6.50E+02,,,,,,,,,,,,,,,,,,,,,,,,,0.032,0.37,,,0.4,,,,,,,,0.25,2.4,0.066,,7.9,1.6,1,,29.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30030,20220517,船橋　１,東京湾（３）,C,1027,下層,7.4,船橋市,曇り,17.8,17.4,8.4,,,4,7.8,2.6,,2.5,,,1,0.14,,,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.11,,,0.13,,,,,,,,0.34,2.1,0.098,,,1.5,1,,31.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30030,20220621,船橋　１,東京湾（３）,C,1010,上層（表層）,0.5,船橋市,曇り,29.5,24.8,4.6,,,1.1,8.7,13,,7,,<0.5,1.6,0.17,0.006,<0.00006,<0.0006,,5.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,0.012,0.04,,,0.052,,<0.005,<0.01,<0.1,<0.1,<0.02,,0.14,4.8,0.009,,97,4.3,2,,25.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30030,20220621,船橋　１,東京湾（３）,C,1015,下層,3.6,船橋市,曇り,29.5,24.1,4.6,,,1.1,8.6,11,,6.9,,,1.2,0.15,0.006,<0.00006,<0.0006,11,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,0.02,,,0.024,,,,,,,,0.15,3.9,0.008,,,3.7,2,,26.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
