地点コード,測定年月日,地点名称(漢字),水域名称(漢字),類型,測定時刻,採取位置,採取水深,調査機関,天候,気温,水温,全水深,流量(河川),平均流速(河川),透明度（湖沼・海域,透視度(河川･湖沼),ｐＨ,ＤＯ,ＢＯＤ,ＣＯＤ,ＳＳ,大腸菌群数,n-ヘキサン抽出物質,全窒素,全リン,全亜鉛,ノニルフェノール,ＬＡＳ,カドミウム,全シアン,鉛,六価クロム,砒素,総水銀,アルキル水銀,ＰＣＢ,ジクロロメタン,四塩化炭素,１、２-ジクロロエタン,１、１-ジクロロエチレン,シス-１、２-ジクロロエチレン,１、１、１-トリクロロエタン,１、１、２-トリクロロエタン,トリクロロエチレン,テトラクロロエチレン,１、３-ジクロロプロペン,チウラム,シマジン,チオベンカルブ,ベンゼン,セレン,ふっ素,亜硝酸性窒素,硝酸性窒素,ほう素,硝酸性窒素及び亜硝酸性窒素,１、４-ジオキサン,フェノール類,銅,溶解性鉄,溶解性マンガン,クロム,ＥＰＮ,アンモニア性窒素,溶解性ＣＯＤ,リン酸性リン,プランクトン総数,クロロフィルａ,ＴＯＣ,ＤＯＣ,電気伝導率,塩分量(海域),塩化物イオン,陰イオン界面活性剤,アンチモン,ニッケル,トリハロメタン生成能,クロロホルム生成能,ブロモジクロロメタン生成能,ジブロモクロロメタン生成能,ブロモホルム生成能,クロロホルム,トランス-1、2-ジクロロエチレン,１、２-ジクロロプロパン,p-ジクロロベンゼン,イソキサチオン,ダイアジノン,フェニトロチオン,イソプロチオラン,オキシン銅,クロロタロニル,プロピザミド,ジクロルボス,フェノブカルブ,イプロベンホス,クロルニトロフェン,トルエン,キシレン,フタル酸ジエチルへキシル,モリブデン,塩化ビニルモノマー,エピクロロヒドリン,全マンガン,ウラン,フェノール,ホルムアルデヒド,４-ｔ-オクチルフェノール,アニリン,２、４-ジクロロフェノール
30010,20170411,東京湾　１,東京湾（９）,B,1041,上層（表層）,0.5,千葉県,雨,8.4,13,6,,,2.8,,8.3,8.9,,2.6,,,,0.74,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024,0.3,,0.32,,,,,,,,0.22,1.7,0.017,1.70E+03,9,1.6,1.4,,31.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30010,20170411,東京湾　１,東京湾（９）,B,1045,下層,5,千葉県,雨,8.4,13.1,6,,,2.8,,8.3,8.3,,2.3,,,,0.74,0.046,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021,0.31,,0.33,,,,,,,,0.12,,0.016,,,1.6,1.4,,31.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30010,20170511,東京湾　１,東京湾（９）,B,1037,上層（表層）,0.5,千葉県,快晴,21.6,19.9,6.4,,,1.9,,8.8,13,,6.2,,<2.0E+00,<0.5,0.99,0.065,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011,0.08,,0.091,,,,,,,,0.08,3.6,0.016,1.80E+04,44,2.9,2,,28.57,,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30010,20170511,東京湾　１,東京湾（９）,B,1040,下層,5.4,千葉県,快晴,21.6,18.1,6.4,,,1.9,,8.6,8.6,,5.8,,,,0.87,0.056,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014,0.07,,0.084,,,,,,,,0.08,,0.01,,,2.8,1.8,,29.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30010,20170606,東京湾　１,東京湾（９）,B,1136,上層（表層）,0.5,千葉県,薄曇り,21.3,22.8,6.7,,,1.9,,8.6,10,,6,,,,1.3,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,0.03,,0.032,,,,,,,,0.04,3.1,0.022,1.50E+04,37,2.4,2,,29.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30010,20170606,東京湾　１,東京湾（９）,B,1139,下層,5.7,千葉県,薄曇り,21.3,21.4,6.7,,,1.9,,8.6,8.4,,5.3,,,,0.89,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,0.04,,0.044,,,,,,,,0.07,,0.015,,,2,1.8,,29.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30010,20170704,東京湾　１,東京湾（９）,B,1109,上層（表層）,0.5,千葉県,曇り,27.7,24.2,6.7,,,1.5,,8.6,9.8,,7.9,,4.00E+00,<0.5,1.4,0.14,<0.001,0.00006,<0.0006,<0.0003,<0.1,<0.001,<0.005,0.001,<0.0005,,<0.0005,<0.002,<0.0002,<0.0004,<0.01,<0.004,<0.1,<0.0006,<0.001,<0.001,<0.0002,<0.0006,<0.0003,<0.002,<0.001,<0.001,,0.005,0.02,,0.025,<0.005,<0.005,<0.01,<0.1,<0.1,<0.02,,0.05,3.3,0.024,1.00E+04,81,6,2.5,,26.93,,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30010,20170704,東京湾　１,東京湾（９）,B,1113,下層,5.7,千葉県,曇り,27.7,22.3,6.7,,,1.5,,8.5,5.3,,6.2,,,,0.79,0.085,<0.001,<0.00006,<0.0006,,,,,,,,,,,,,,,,,,,,,,,,,<0.002,0.01,,0.012,,,,,,,,0.08,,0.016,,,3.5,2.2,,29.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30010,20170802,東京湾　１,東京湾（９）,B,1114,上層（表層）,0.5,千葉県,時々雨,24,26,6.5,,,2.3,,8.5,8.2,,5.7,,,,0.87,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017,0.12,,0.13,,,,,,,,0.18,4.5,0.038,2.30E+04,24,4,1.9,,27.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30010,20170802,東京湾　１,東京湾（９）,B,1120,下層,5.5,千葉県,時々雨,24,25.6,6.5,,,2.3,,8.4,5.9,,5.7,,,,1,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017,0.11,,0.12,,,,,,,,0.26,,0.042,,,4,2,,27.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30010,20170906,東京湾　１,東京湾（９）,B,1029,上層（表層）,0.5,千葉県,一時雨,22.4,23.6,6.2,,,2.8,,8.4,9.1,,3.9,,,,0.64,0.089,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.14,,0.15,,,,,,,,0.18,3,0.029,7.80E+03,28,2.6,1.7,,28.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30010,20170906,東京湾　１,東京湾（９）,B,1032,下層,5.2,千葉県,一時雨,22.4,23.1,6.2,,,2.8,,8.3,5.8,,3.4,,,,0.7,0.082,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012,0.11,,0.12,,,,,,,,0.14,,0.034,,,2.4,1.7,,29.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30010,20171011,東京湾　１,東京湾（９）,B,1025,上層（表層）,0.5,千葉県,曇り,22.9,22.8,8,,,2,,8.4,11,,4.5,,,,0.93,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.24,,0.25,,,,,,,,0.01,2.9,0.039,3.00E+04,52,3.4,2,,28.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30010,20171011,東京湾　１,東京湾（９）,B,1028,下層,7,千葉県,曇り,22.9,22,8,,,2,,8.2,4.5,,3.6,,,,0.77,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008,0.22,,0.22,,,,,,,,0.02,,0.056,,,2.6,1.5,,29.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30010,20171107,東京湾　１,東京湾（９）,B,1045,上層（表層）,0.5,千葉県,快晴,18.3,18.5,7.5,,,5.2,,8.2,9.3,,2.1,,2.00E+00,<0.5,1.1,0.039,<0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031,0.32,,0.35,,,,,,,,0.05,1.9,0.023,3.20E+03,8,1.5,1.4,,29.88,,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30010,20171107,東京湾　１,東京湾（９）,B,1049,下層,6.5,千葉県,快晴,18.3,18.2,7.5,,,5.2,,8.2,8.5,,2.1,,,,0.88,0.051,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034,0.31,,0.34,,,,,,,,0.07,,0.027,,,1.6,1.5,,30.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30010,20171204,東京湾　１,東京湾（９）,B,1215,上層（表層）,0.5,千葉県,曇り,12.3,14.6,7.6,,,3.8,,8.1,8.2,,2.7,,,,0.73,0.058,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.041,0.46,,0.5,,,,,,,,0.07,2.1,0.04,1.80E+03,7.3,1.2,0.8,,30.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30010,20171204,東京湾　１,東京湾（９）,B,1218,下層,6.6,千葉県,曇り,12.3,15,7.6,,,3.8,,8.1,7.3,,2,,,,0.61,0.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038,0.38,,0.41,,,,,,,,0.06,,0.038,,,1.1,1.1,,31.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30010,20180119,東京湾　１,東京湾（９）,B,1130,上層（表層）,0.5,千葉県,曇り,9.8,9.8,7.5,,,3.3,,8,11,,3.1,,2.00E+00,<0.5,0.72,0.048,0.001,<0.00006,0.0022,<0.0003,<0.1,<0.001,<0.005,0.003,<0.0005,,,<0.002,<0.0002,<0.0004,<0.01,<0.004,<0.1,<0.0006,<0.001,<0.001,<0.0002,<0.0006,<0.0003,<0.002,<0.001,<0.001,,0.042,0.33,,0.37,<0.005,,,,,,,0.08,2,0.018,2.80E+03,11,2.4,1.5,,31.48,,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30010,20180119,東京湾　１,東京湾（９）,B,1135,下層,6.5,千葉県,曇り,9.8,10.2,7.5,,,3.3,,7.9,9.7,,2.8,,,,0.7,0.047,0.002,<0.00006,0.0026,,,,,,,,,,,,,,,,,,,,,,,,,0.041,0.37,,0.41,,,,,,,,0.09,,0.018,,,2.3,1.4,,31.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30010,20180206,東京湾　１,東京湾（９）,B,1139,上層（表層）,0.5,千葉県,快晴,6.4,9.5,7.3,,,3.3,,8.4,9,,2.6,,,,0.79,0.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038,0.42,,0.45,,,,,,,,0.06,1.4,0.032,1.90E+03,2.4,1.3,1.3,,31.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30010,20180206,東京湾　１,東京湾（９）,B,1143,下層,6.3,千葉県,快晴,6.4,9.2,7.3,,,3.3,,8.3,9,,2.4,,,,0.82,0.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.036,0.39,,0.42,,,,,,,,0.06,,0.037,,,1.2,1.2,,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30010,20180302,東京湾　１,東京湾（９）,B,1320,上層（表層）,0.5,千葉県,快晴,12.7,10.6,7.3,,,2,,8.5,11,,2,,,,0.71,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033,0.29,,0.32,,,,,,,,0.05,1.9,0.015,9.80E+03,19,2.7,1.4,,31.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30010,20180302,東京湾　１,東京湾（９）,B,1322,下層,6.3,千葉県,快晴,12.7,9.8,7.3,,,2,,8.4,11,,1.8,,,,0.73,0.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.036,0.33,,0.36,,,,,,,,0.04,,0.02,,,2.7,1.1,,31.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20170411,東京湾　２,東京湾（４）,C,1124,下層,3.9,千葉県,雨,8.8,13.3,4.9,,,2.3,,8,6.8,,2.8,,,,1,0.094,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028,0.4,,0.42,,,,,,,,0.24,,0.062,,,1.7,1.7,,29.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20170411,東京湾　２,東京湾（４）,C,1127,上層（表層）,0.5,千葉県,雨,8.8,13.4,4.9,,,2.3,,7.9,6.6,,3,,,,1.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.44,,0.47,,,,,,,,0.26,2.4,0.083,,2.1,1.7,1.6,,29.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20170511,東京湾　２,東京湾（４）,C,1119,上層（表層）,0.5,千葉県,快晴,22.2,21.2,5.1,,,1.9,,8.4,8.9,,5.4,,4.00E+00,<0.5,0.89,0.095,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,0.15,,0.17,,,,,,,,0.14,3.6,0.041,,31,2.8,2.1,,27.73,,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20170511,東京湾　２,東京湾（４）,C,1123,下層,4.1,千葉県,快晴,22.2,19.9,5.1,,,1.9,,8.4,7.2,,5.4,,,,0.89,0.1,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017,0.14,,0.15,,,,,,,,0.19,,0.041,,,2.6,2.1,,28.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20170606,東京湾　２,東京湾（４）,C,1236,上層（表層）,0.5,千葉県,薄曇り,22.4,22.3,6.2,,,2.7,,8.2,5,,3.7,,,,1,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026,0.2,,0.22,,,,,,,,0.13,3.3,0.1,,8.2,2,1.9,,27.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20170606,東京湾　２,東京湾（４）,C,1240,下層,5.2,千葉県,薄曇り,22.4,21.7,6.2,,,2.7,,8.3,4.1,,3.3,,,,0.94,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018,0.12,,0.13,,,,,,,,0.26,,0.095,,,1.9,1.9,,28.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20170704,東京湾　２,東京湾（４）,C,1156,上層（表層）,0.5,千葉県,曇り,28.5,25.7,6.2,,,1.8,,8.1,6.7,,4.9,,1.30E+02,<0.5,1,0.13,<0.001,<0.00006,<0.0006,<0.0003,<0.1,<0.001,<0.005,0.002,<0.0005,,<0.0005,<0.002,<0.0002,<0.0004,<0.01,<0.004,<0.1,<0.0006,<0.001,<0.001,<0.0002,<0.0006,<0.0003,<0.002,<0.001,<0.001,,0.043,0.28,,0.32,<0.005,<0.005,<0.01,<0.1,<0.1,<0.02,,0.12,3.2,0.074,,19,3.5,2.4,,27.54,,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20170704,東京湾　２,東京湾（４）,C,1159,下層,5.2,千葉県,曇り,28.5,24.4,6.2,,,1.8,,8.1,4.2,,4.3,,,,0.93,0.12,<0.001,<0.00006,<0.0006,,,,,,,,,,,,,,,,,,,,,,,,,0.037,0.2,,0.23,,,,,,,,0.22,,0.085,,,3.4,2.1,,28.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20170802,東京湾　２,東京湾（４）,C,1225,上層（表層）,0.5,千葉県,時々雨,24.8,26,6.2,,,2.2,,8.2,5.4,,4.6,,,,1.1,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031,0.21,,0.24,,,,,,,,0.28,3.3,0.094,,18,3.8,1.9,,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20170802,東京湾　２,東京湾（４）,C,1229,下層,5.2,千葉県,時々雨,24.8,25.4,6.2,,,2.2,,8.2,3.1,,4.8,,,,1,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028,0.22,,0.24,,,,,,,,0.23,,0.089,,,3.4,2,,27.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20170906,東京湾　２,東京湾（４）,C,1109,上層（表層）,0.5,千葉県,一時雨,22.6,23.3,5.1,,,2.8,,7.8,5.2,,3.7,,,,1,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035,0.22,,0.25,,,,,,,,0.42,2.8,0.13,,10,2.2,1.7,,28.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20170906,東京湾　２,東京湾（４）,C,1111,下層,4.1,千葉県,一時雨,22.6,23.5,5.1,,,2.8,,7.8,4,,3.4,,,,1,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.039,0.19,,0.22,,,,,,,,0.36,,0.13,,,2.1,1.7,,29.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20171011,東京湾　２,東京湾（４）,C,1107,上層（表層）,0.5,千葉県,曇り,22.7,23.2,6.2,,,3,,8,7.1,,3.9,,,,0.88,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,0.3,,0.32,,,,,,,,0.14,2.7,0.1,,19,2.4,1.6,,28.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20171011,東京湾　２,東京湾（４）,C,1109,下層,5.2,千葉県,曇り,22.7,22.9,6.2,,,3,,7.9,5.4,,4.1,,,,0.86,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024,0.28,,0.3,,,,,,,,0.1,,0.1,,,2.1,1.5,,29.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20171107,東京湾　２,東京湾（４）,C,1128,上層（表層）,0.5,千葉県,快晴,18.8,18.2,5.6,,,2.5,,7.9,7.2,,2.3,,1.30E+01,<0.5,1,0.09,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,0.056,0.5,,0.55,,,,,,,,0.21,1.9,0.078,,0.9,1.5,1.4,,29.32,,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20171107,東京湾　２,東京湾（４）,C,1131,下層,4.6,千葉県,快晴,18.8,17.6,5.6,,,2.5,,7.9,7.1,,3,,,,1,0.092,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,0.054,0.48,,0.53,,,,,,,,0.14,,0.083,,,1.7,1.6,,29.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20171204,東京湾　２,東京湾（４）,C,1320,上層（表層）,0.5,千葉県,曇り,12.6,13.4,5.8,,,2.9,,8,7.7,,2.6,,,,0.91,0.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.042,0.54,,0.58,,,,,,,,0.2,1.8,0.082,,3.8,1.1,1.1,,30.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20171204,東京湾　２,東京湾（４）,C,1325,下層,4.8,千葉県,曇り,12.6,13.9,5.8,,,2.9,,8,7.1,,2.4,,,,0.89,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.042,0.52,,0.56,,,,,,,,0.14,,0.074,,,1.1,1.1,,30.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20180119,東京湾　２,東京湾（４）,C,1210,上層（表層）,0.5,千葉県,曇り,9.7,9.3,5.5,,,1.9,,8.1,11,,3.1,,4.90E+02,<0.5,1.3,0.1,0.004,<0.00006,0.0037,<0.0003,<0.1,<0.001,<0.005,0.002,<0.0005,,,<0.002,<0.0002,<0.0004,<0.01,<0.004,<0.1,<0.0006,<0.001,<0.001,<0.0002,<0.0006,<0.0003,<0.002,<0.001,<0.001,,0.068,0.67,,0.73,<0.005,,,,,,,0.43,2.7,0.047,,26,3,1.6,,24.51,,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20180119,東京湾　２,東京湾（４）,C,1215,下層,4.5,千葉県,曇り,9.7,9,5.5,,,1.9,,8.1,11,,2.8,,,,1.2,0.1,0.003,<0.00006,0.0018,,,,,,,,,,,,,,,,,,,,,,,,,0.048,0.56,,0.6,,,,,,,,0.16,,0.038,,,3.2,1.5,,28.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20180206,東京湾　２,東京湾（４）,C,1228,上層（表層）,0.5,千葉県,快晴,6.9,8.6,6.2,,,2.5,,8.5,10,,2.6,,,,0.94,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.052,0.67,,0.72,,,,,,,,0.17,2.1,0.041,,5.7,1.9,1.6,,28.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20180206,東京湾　２,東京湾（４）,C,1231,下層,5.2,千葉県,快晴,6.9,7.6,6.2,,,2.5,,8.5,10,,2.2,,,,0.79,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038,0.4,,0.43,,,,,,,,0.03,,0.022,,,2,1.4,,30.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20180302,東京湾　２,東京湾（４）,C,1355,上層（表層）,0.5,千葉県,快晴,12.7,10.2,5.6,,,1.6,,8.5,11,,3.1,,,,0.99,0.093,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038,0.36,,0.39,,,,,,,,0.07,2.3,0.027,,30,3.2,1.4,,29.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20180302,東京湾　２,東京湾（４）,C,1358,下層,4.6,千葉県,快晴,12.7,9.5,5.6,,,1.6,,8.4,10,,2.8,,,,0.97,0.086,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.039,0.32,,0.35,,,,,,,,0.06,,0.03,,,3.7,1.4,,30.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30030,20170413,船橋　１,東京湾（３）,C,1038,上層（表層）,0.5,船橋市,晴れ,19,14,13.5,,,2.7,,8,7.8,,2.8,,,,0.65,0.072,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018,0.24,,0.25,,,,,,,,0.23,2.3,0.033,,4.7,1.4,1,,32.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30030,20170413,船橋　１,東京湾（３）,C,1038,下層,12.5,船橋市,晴れ,19,13.3,13.5,,,2.7,,8,6.9,,2.4,,,,0.63,0.073,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016,0.16,,0.17,,,,,,,,0.27,1.8,0.032,,,1.2,1,,33.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30030,20170509,船橋　１,東京湾（３）,C,939,上層（表層）,0.5,船橋市,曇り,22.5,20.2,13.1,,,1.8,,8.7,12,,6.3,,,,1.5,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.54,,0.59,,,,,,,,0.03,4.6,0.019,,43,4.1,2,,25.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30030,20170509,船橋　１,東京湾（３）,C,939,下層,12.1,船橋市,曇り,22.5,17.5,13.1,,,1.8,,8.1,4.7,,3.2,,,,0.78,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019,0.1,,0.11,,,,,,,,0.25,2.5,0.042,,,1.9,1,,31.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30030,20170606,船橋　１,東京湾（３）,C,947,上層（表層）,0.5,船橋市,曇り,25.2,22,13.4,,,2.8,,8.1,5.2,,4.4,,4.90E+01,<0.5,0.92,0.14,0.006,<0.00006,<0.0006,<0.0003,<0.1,<0.001,<0.005,<0.001,<0.0005,,<0.0005,<0.002,<0.0002,<0.0004,<0.01,<0.004,<0.1,<0.0006,<0.001,<0.001,<0.0002,<0.0006,<0.0003,<0.002,<0.001,<0.001,,0.017,0.26,,0.27,<0.005,<0.005,<0.01,<0.1,<0.1,<0.02,,0.27,3.7,0.074,,10,2,1,,29.56,,,<0.002,<0.001,,,,,,<0.008,<0.004,<0.006,<0.02,<0.0008,<0.0005,<0.0003,<0.004,<0.004,<0.005,<0.0008,<0.0008,<0.003,<0.0008,<0.0001,<0.06,<0.04,<0.006,0.009,<0.0002,<0.00004,0.09,0.0027,<0.02,<0.003,<0.00004,<0.002,<0.001
30030,20170606,船橋　１,東京湾（３）,C,947,下層,12.4,船橋市,曇り,25.2,19.7,13.4,,,2.8,,7.8,2.7,,4.1,,,,0.85,0.17,0.004,<0.00006,<0.0006,,,,,,,,,,,,,,,,,,,,,,,,,<0.002,0.01,,0.012,,,,,,,,0.53,2.9,0.1,,,1.9,1,,32.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30030,20170704,船橋　１,東京湾（３）,C,942,上層（表層）,0.5,船橋市,曇り,28.3,26.5,14.2,,,0.8,,8.8,14,,15,,,,3.6,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.002,0.01,,0.012,,,,,,,,0.05,6.5,0.019,,310,9.4,2,,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30030,20170704,船橋　１,東京湾（３）,C,942,下層,13.2,船橋市,曇り,28.3,22.2,,,,0.8,,7.9,3.5,,2.9,,,,0.78,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,0.01,,0.013,,,,,,,,0.43,1.9,0.1,,,1.7,1,,32.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30030,20170822,船橋　１,東京湾（３）,C,940,上層（表層）,0.5,船橋市,晴れ,32.2,27.5,11.1,,,0.8,,8.6,10,,5.6,,7.90E+02,<0.5,0.95,0.1,0.005,<0.00006,<0.0006,<0.0003,<0.1,<0.001,<0.005,0.001,<0.0005,,,<0.002,<0.0002,<0.0004,<0.01,<0.004,<0.1,<0.0006,<0.001,<0.001,,,,,,<0.001,,<0.002,0.01,,0.012,,<0.005,<0.01,<0.1,<0.1,<0.02,,0.04,3.2,0.007,,110,2.5,1,,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30030,20170822,船橋　１,東京湾（３）,C,940,下層,10.1,船橋市,晴れ,32.2,26.2,11.1,,,0.8,,7.8,2.9,,2.6,,,,0.91,0.15,0.005,<0.00006,<0.0006,,,,,,,,,,,,,,,,,,,,,,,,,<0.002,0.01,,0.012,,,,,,,,0.4,1.6,0.11,,,1.6,1,,33.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30030,20170905,船橋　１,東京湾（３）,C,940,上層（表層）,0.5,船橋市,曇り,27.4,23.3,13.5,,,1.6,,8.1,8,,4.5,,,,0.96,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023,0.29,,0.31,,,,,,,,0.03,2.9,0.055,,38,1.8,1,,30.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30030,20170905,船橋　１,東京湾（３）,C,940,下層,12.5,船橋市,曇り,27.4,21.9,13.5,,,1.6,,7.7,2.5,,2.9,,,,0.7,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,0.02,,0.023,,,,,,,,0.46,1.4,0.14,,,1.3,1,,33.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
