地点コード,測定年月日,地点名称(漢字),水域名称(漢字),類型,測定時刻,採取位置,採取水深,調査機関,天候,気温,水温,全水深,流量(河川),平均流速(河川),透明度（湖沼・海域,透視度(河川･湖沼),ｐＨ,ＤＯ,ＢＯＤ,ＣＯＤ,ＳＳ,大腸菌群数,n-ヘキサン抽出物質,全窒素,全リン,全亜鉛,ノニルフェノール,ＬＡＳ,カドミウム,全シアン,鉛,六価クロム,砒素,総水銀,アルキル水銀,ＰＣＢ,ジクロロメタン,四塩化炭素,１、２-ジクロロエタン,１、１-ジクロロエチレン,シス-１、２-ジクロロエチレン,１、１、１-トリクロロエタン,１、１、２-トリクロロエタン,トリクロロエチレン,テトラクロロエチレン,１、３-ジクロロプロペン,チウラム,シマジン,チオベンカルブ,ベンゼン,セレン,ふっ素,亜硝酸性窒素,硝酸性窒素,ほう素,硝酸性窒素及び亜硝酸性窒素,１、４-ジオキサン,フェノール類,銅,溶解性鉄,溶解性マンガン,クロム,ＥＰＮ,アンモニア性窒素,溶解性ＣＯＤ,リン酸性リン,プランクトン総数,クロロフィルａ,ＴＯＣ,ＤＯＣ,電気伝導率,塩分量(海域),塩化物イオン,陰イオン界面活性剤,アンチモン,ニッケル,トリハロメタン生成能,クロロホルム生成能,ブロモジクロロメタン生成能,ジブロモクロロメタン生成能,ブロモホルム生成能,クロロホルム,トランス-1、2-ジクロロエチレン,１、２-ジクロロプロパン,p-ジクロロベンゼン,イソキサチオン,ダイアジノン,フェニトロチオン,イソプロチオラン,オキシン銅,クロロタロニル,プロピザミド,ジクロルボス,フェノブカルブ,イプロベンホス,クロルニトロフェン,トルエン,キシレン,フタル酸ジエチルへキシル,モリブデン,塩化ビニルモノマー,エピクロロヒドリン,全マンガン,ウラン,フェノール,ホルムアルデヒド,４-ｔ-オクチルフェノール,アニリン,２、４-ジクロロフェノール
30160,20170803,東京湾　１１,千葉港（乙）,B,1355,上層（表層）,0.5,千葉県,曇り,27.2,25.7,16.4,,,2.5,,8.5,10,,6.3,,,,0.69,0.093,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,<0.01,,0.015,,,,,,,,0.09,3.8,0.025,,23,4,2.2,,28.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30160,20170803,東京湾　１１,千葉港（乙）,B,1401,下層,15.4,千葉県,曇り,27.2,22.7,16.4,,,2.5,,8.1,2.6,,4.4,,,,0.43,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017,0.09,,0.1,,,,,,,,0.08,,0.057,,,2.5,1.5,,31.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30160,20170911,東京湾　１１,千葉港（乙）,B,946,上層（表層）,0.5,千葉県,晴れ,27.7,25.6,16.3,,,3.5,,8.4,9.6,,4.4,,,,0.51,0.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.002,<0.01,,<0.012,,,,,,,,0.01,2.7,0.01,,14,2.3,1.6,,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30160,20170911,東京湾　１１,千葉港（乙）,B,950,下層,15.3,千葉県,晴れ,27.7,22.4,16.3,,,3.5,,8.2,4.1,,3,,,,0.53,0.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015,0.05,,0.065,,,,,,,,0.02,,0.028,,,1.8,1.5,,31.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30160,20171012,東京湾　１１,千葉港（乙）,B,939,上層（表層）,0.5,千葉県,快晴,24.2,22.5,16.2,,,2.9,,8.3,9.5,,3.4,,,,0.56,0.063,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007,0.1,,0.1,,,,,,,,0.12,2.4,0.039,,30,2.3,1.4,,29.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30160,20171012,東京湾　１１,千葉港（乙）,B,942,下層,15.2,千葉県,快晴,24.2,22.5,16.2,,,2.9,,8,4.5,,1.8,,,,0.51,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,0.15,,0.15,,,,,,,,0.13,,0.058,,,1.1,1.1,,32.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30160,20171120,東京湾　１１,千葉港（乙）,B,950,上層（表層）,0.5,千葉県,曇り,8.8,18,15.6,,,5,,8.2,7.9,,1.8,,4.00E+00,<0.5,0.83,0.048,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,0.4,,0.42,,,,,,,,<0.01,1.4,0.036,,8.9,1.4,1.1,,30.39,,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30160,20171120,東京湾　１１,千葉港（乙）,B,954,下層,14.6,千葉県,曇り,8.8,18.8,15.6,,,5,,8.1,5.2,,1.3,,,,0.57,0.043,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,0.24,,0.26,,,,,,,,<0.01,,0.035,,,1.2,0.9,,32.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30160,20171204,東京湾　１１,千葉港（乙）,B,1025,上層（表層）,0.5,千葉県,曇り,10.9,14.2,15.7,,,5.7,,8.1,7.9,,2.4,,,,0.68,0.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038,0.43,,0.46,,,,,,,,0.09,2.1,0.05,,5.4,1.2,0.9,,31.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30160,20171204,東京湾　１１,千葉港（乙）,B,1030,下層,14.7,千葉県,曇り,10.9,16.2,15.7,,,5.7,,8.1,5.7,,1.7,,,,0.47,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.036,0.3,,0.33,,,,,,,,0.04,,0.038,,,0.8,0.7,,32.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30160,20180119,東京湾　１１,千葉港（乙）,B,1005,上層（表層）,0.5,千葉県,曇り,9.2,9.3,16.2,,,3.8,,8.1,11,,3.1,,4.00E+00,<0.5,0.49,0.044,0.002,<0.00006,0.0009,<0.0003,<0.1,<0.001,<0.005,0.003,<0.0005,,,<0.002,<0.0002,<0.0004,<0.01,<0.004,<0.1,<0.0006,<0.001,<0.001,<0.0002,<0.0006,<0.0003,<0.002,<0.001,<0.001,,0.034,0.29,,0.32,<0.005,,,,,,,0.02,2.2,0.01,,8,1.4,1,,31.35,,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30160,20180119,東京湾　１１,千葉港（乙）,B,1010,下層,15.2,千葉県,曇り,9.2,9.8,16.2,,,3.8,,8,10,,2.8,,,,0.38,0.039,0.002,<0.00006,0.0015,,,,,,,,,,,,,,,,,,,,,,,,,0.033,0.24,,0.27,,,,,,,,0.08,,0.017,,,1.1,0.5,,32.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30160,20180221,東京湾　１１,千葉港（乙）,B,943,上層（表層）,0.5,千葉県,曇り,5.8,8.4,16.7,,,2.6,,8.4,10,,2.8,,,,0.73,0.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035,0.32,,0.35,,,,,,,,0.04,1.3,0.016,,16,2.4,1.4,,31.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30160,20180221,東京湾　１１,千葉港（乙）,B,945,下層,15.7,千葉県,曇り,5.8,9.8,16.7,,,2.6,,8.2,8.6,,1.7,,,,0.56,0.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029,0.27,,0.29,,,,,,,,0.08,,0.025,,,1.5,1.1,,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30160,20180302,東京湾　１１,千葉港（乙）,B,1039,上層（表層）,0.5,千葉県,快晴,11.3,11.4,15.6,,,2.5,,8.3,10,,1.9,,,,0.57,0.043,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027,0.22,,0.24,,,,,,,,0.03,1.6,0.014,,23,2.2,0.9,,32.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30160,20180302,東京湾　１１,千葉港（乙）,B,1043,下層,14.6,千葉県,快晴,11.3,10.4,15.6,,,2.5,,8.3,10,,1.6,,,,0.65,0.047,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028,0.27,,0.29,,,,,,,,<0.01,,0.016,,,2.3,0.9,,32.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30170,20170413,東京湾　１２,千葉港（甲）,C,1243,上層（表層）,0.5,千葉県,晴れ,15.6,14.1,16.5,,,2.7,,8.3,9,,2.5,,,,0.48,0.031,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015,0.16,,0.17,,,,,,,,<0.01,1.6,0.012,,6.1,1.3,1.2,,32.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30170,20170413,東京湾　１２,千葉港（甲）,C,1248,下層,15.5,千葉県,晴れ,15.6,13.3,16.5,,,2.7,,8.3,8.1,,2.2,,,,0.45,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015,0.18,,0.19,,,,,,,,<0.01,,0.014,,,1.2,1.2,,32.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30170,20170509,東京湾　１２,千葉港（甲）,C,920,上層（表層）,0.5,千葉県,曇り,19.4,19.1,16.5,,,2.6,,8.6,11,,5.7,,<2.0E+00,<0.5,0.68,0.045,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,0.04,,0.049,,,,,,,,<0.01,3,0.011,,30,2.7,1.8,,30.63,,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30170,20170509,東京湾　１２,千葉港（甲）,C,928,下層,15.5,千葉県,曇り,19.4,16.4,16.5,,,2.6,,8.3,6.5,,3.5,,,,0.61,0.042,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019,0.1,,0.11,,,,,,,,0.11,,0.015,,,1.7,1.4,,32.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30170,20170606,東京湾　１２,千葉港（甲）,C,950,上層（表層）,0.5,千葉県,薄曇り,21.1,20.7,16.4,,,3.6,,8.2,5.6,,2.6,,,,0.69,0.052,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,0.07,,0.079,,,,,,,,0.02,2,0.028,,3.4,1.5,1.5,,31.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30170,20170606,東京湾　１２,千葉港（甲）,C,954,下層,15.4,千葉県,薄曇り,21.1,17.9,16.4,,,3.6,,8,2.8,,2.1,,,,0.66,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011,0.1,,0.11,,,,,,,,0.11,,0.058,,,1.3,1.3,,32.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30170,20170705,東京湾　１２,千葉港（甲）,C,913,上層（表層）,0.5,千葉県,薄曇り,26.2,25.1,16.7,,,2.5,,8.8,10,,5.3,,1.70E+01,<0.5,0.39,0.099,<0.001,<0.00006,<0.0006,<0.0003,<0.1,<0.001,<0.005,0.001,<0.0005,,<0.0005,<0.002,<0.0002,<0.0004,<0.01,<0.004,<0.1,<0.0006,<0.001,<0.001,<0.0002,<0.0006,<0.0003,<0.002,<0.001,<0.001,,0.003,0.01,,0.013,<0.005,<0.005,<0.01,<0.1,<0.1,<0.02,,0.12,3.4,0.014,,25,4.5,2.4,,29.3,,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30170,20170705,東京湾　１２,千葉港（甲）,C,917,下層,15.7,千葉県,薄曇り,26.2,20.5,16.7,,,2.5,,8,3.8,,2.5,,,,0.5,0.084,<0.001,<0.00006,<0.0006,,,,,,,,,,,,,,,,,,,,,,,,,0.017,0.08,,0.097,,,,,,,,0.15,,0.054,,,2.3,1.8,,32.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30170,20170803,東京湾　１２,千葉港（甲）,C,1409,上層（表層）,0.5,千葉県,曇り,27.2,24.7,17.7,,,2.5,,8.3,6.9,,4.8,,,,0.62,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,0.04,,0.045,,,,,,,,0.07,3.3,0.043,,27,3,1.8,,31.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30170,20170803,東京湾　１２,千葉港（甲）,C,1412,下層,16.7,千葉県,曇り,27.2,21.5,17.7,,,2.5,,7.9,1.1,,2.5,,,,0.49,0.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011,0.15,,0.16,,,,,,,,0.07,,0.079,,,1.8,1.2,,33.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30170,20170911,東京湾　１２,千葉港（甲）,C,931,上層（表層）,0.5,千葉県,晴れ,27.6,25.7,17.5,,,3.6,,8.5,9.5,,3.9,,,,0.53,0.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.002,<0.01,,<0.012,,,,,,,,<0.01,2.8,0.009,,9.3,2.3,1.8,,29.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30170,20170911,東京湾　１２,千葉港（甲）,C,936,下層,16.5,千葉県,晴れ,27.6,22.7,17.5,,,3.6,,8.2,4.6,,2.7,,,,0.76,0.057,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014,0.06,,0.074,,,,,,,,0.01,,0.032,,,1.9,1.5,,31.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30170,20171012,東京湾　１２,千葉港（甲）,C,928,上層（表層）,0.5,千葉県,快晴,24.5,22.6,17.6,,,3,,8.4,9.8,,2.9,,,,0.72,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,0.08,,0.085,,,,,,,,0.11,2.4,0.035,,30,2.4,1.4,,29.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30170,20171012,東京湾　１２,千葉港（甲）,C,930,下層,16.6,千葉県,快晴,24.5,22.8,17.6,,,3,,8,1.9,,1.5,,,,0.63,0.068,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,0.15,,0.15,,,,,,,,0.11,,0.06,,,1.3,1,,32.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30170,20171120,東京湾　１２,千葉港（甲）,C,940,上層（表層）,0.5,千葉県,曇り,8.4,15.3,17.1,,,4.9,,8.2,8,,1.9,,4.00E+00,<0.5,0.75,0.05,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027,0.36,,0.38,,,,,,,,0.01,1.3,0.037,,7.6,1.4,1.1,,30.4,,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30170,20171120,東京湾　１２,千葉港（甲）,C,943,下層,16.1,千葉県,曇り,8.4,17.5,17.1,,,4.9,,8.1,5.7,,1.2,,,,0.46,0.049,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017,0.26,,0.27,,,,,,,,<0.01,,0.039,,,1.3,1,,32.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30170,20171204,東京湾　１２,千葉港（甲）,C,1000,上層（表層）,0.5,千葉県,曇り,16.5,14.4,17.1,,,4.9,,8.1,7.4,,2.2,,,,0.65,0.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037,0.39,,0.42,,,,,,,,0.07,2.1,0.051,,4.1,1.1,0.8,,31.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30170,20171204,東京湾　１２,千葉港（甲）,C,1005,下層,16.1,千葉県,曇り,16.5,16.5,17.1,,,4.9,,8.1,5,,1.6,,,,0.37,0.052,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037,0.24,,0.27,,,,,,,,0.03,,0.037,,,0.7,0.6,,33.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30170,20180119,東京湾　１２,千葉港（甲）,C,952,上層（表層）,0.5,千葉県,曇り,9.3,9.8,17.5,,,3.6,,8.1,11,,2.6,,1.70E+01,<0.5,0.48,0.033,0.003,<0.00006,0.0016,<0.0003,<0.1,<0.001,<0.005,0.003,<0.0005,,,<0.002,<0.0002,<0.0004,<0.01,<0.004,<0.1,<0.0006,<0.001,<0.001,<0.0002,<0.0006,<0.0003,<0.002,<0.001,<0.001,,0.032,0.31,,0.34,<0.005,,,,,,,0.05,2.2,0.012,,10,1.4,0.8,,31.09,,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30170,20180119,東京湾　１２,千葉港（甲）,C,957,下層,16.5,千葉県,曇り,9.3,9.9,17.5,,,3.6,,8,9.9,,2.2,,,,0.47,0.042,0.001,<0.00006,0.0011,,,,,,,,,,,,,,,,,,,,,,,,,0.035,0.24,,0.27,,,,,,,,0.1,,0.017,,,1.3,0.7,,32.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30170,20180221,東京湾　１２,千葉港（甲）,C,930,上層（表層）,0.5,千葉県,曇り,5.8,8.2,17.8,,,2.6,,8.3,10,,2.4,,,,0.77,0.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034,0.34,,0.37,,,,,,,,0.04,1.4,0.016,,18,2.1,1.1,,31.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30170,20180221,東京湾　１２,千葉港（甲）,C,932,下層,16.8,千葉県,曇り,5.8,8.3,17.8,,,2.6,,8.3,10,,1.9,,,,0.63,0.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.032,0.34,,0.37,,,,,,,,0.07,,0.025,,,1.6,1.1,,32.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30170,20180302,東京湾　１２,千葉港（甲）,C,1030,上層（表層）,0.5,千葉県,快晴,11.1,10.8,16.5,,,2.5,,8.3,10,,1.9,,,,0.61,0.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028,0.27,,0.29,,,,,,,,<0.01,1.8,0.015,,23,2.1,1.3,,32.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30170,20180302,東京湾　１２,千葉港（甲）,C,1033,下層,15.5,千葉県,快晴,11.1,10.4,16.5,,,2.5,,8.3,10,,1.4,,,,0.63,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029,0.24,,0.26,,,,,,,,<0.01,,0.015,,,1.8,1.1,,32.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30180,20170413,東京湾　１３,東京湾（１６）,A,1140,上層（表層）,0.5,千葉県,晴れ,14.2,14.2,19.3,,,2.7,,8.3,8.9,,2.9,,<2.0E+00,,0.62,0.063,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014,0.15,,0.16,,,,,,,,0.06,1.7,0.034,1.40E+03,6.6,1.3,1.2,,32.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30180,20170413,東京湾　１３,東京湾（１６）,A,1145,下層,18.3,千葉県,晴れ,14.2,13.5,19.3,,,2.7,,8.2,7.6,,1.8,,,,0.58,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016,0.13,,0.14,,,,,,,,0.02,,0.025,,,1.1,1.1,,32.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30180,20170509,東京湾　１３,東京湾（１６）,A,959,上層（表層）,0.5,千葉県,曇り,19.4,18.3,19.2,,,2.9,,8.5,10,,5,,<2.0E+00,<0.5,0.58,0.036,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.03,,0.04,,,,,,,,<0.01,2.5,0.008,8.80E+03,26,2.3,1.5,,31.27,,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30180,20170509,東京湾　１３,東京湾（１６）,A,1005,下層,18.2,千葉県,曇り,19.4,15.1,19.2,,,2.9,,8.1,4.4,,2.3,,,,0.68,0.053,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,0.16,,0.18,,,,,,,,0.11,,0.03,,,1.3,1.1,,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30180,20170607,東京湾　１３,東京湾（１６）,A,954,上層（表層）,0.5,千葉県,曇り,21.7,21.3,18.9,,,3.2,,8.6,8.3,,4.4,,<2.0E+00,,0.5,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.002,0.02,,0.022,,,,,,,,0.01,2.8,0.007,3.20E+03,11,2.2,1.8,,30.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30180,20170607,東京湾　１３,東京湾（１６）,A,957,下層,17.9,千葉県,曇り,21.7,18,18.9,,,3.2,,8.1,3.8,,2.2,,,,0.56,0.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014,0.13,,0.14,,,,,,,,0.11,,0.041,,,1.4,1.3,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30180,20170705,東京湾　１３,東京湾（１６）,A,955,上層（表層）,0.5,千葉県,薄曇り,25.8,24.4,19.5,,,3,,8.7,10,,4.1,,<2.0E+00,<0.5,0.45,0.064,<0.001,<0.00006,<0.0006,<0.0003,<0.1,<0.001,<0.005,0.001,<0.0005,,<0.0005,<0.002,<0.0002,<0.0004,<0.01,<0.004,<0.1,<0.0006,<0.001,<0.001,<0.0002,<0.0006,<0.0003,<0.002,<0.001,<0.001,,0.009,<0.01,,0.019,<0.005,<0.005,<0.01,<0.1,<0.1,<0.02,,0.09,2.9,0.009,4.80E+03,17,3.5,2.2,,29.6,,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30180,20170705,東京湾　１３,東京湾（１６）,A,1000,下層,18.5,千葉県,薄曇り,25.8,19.5,19.5,,,3,,8,3,,2.3,,,,0.3,0.07,<0.001,<0.00006,<0.0006,,,,,,,,,,,,,,,,,,,,,,,,,0.018,0.12,,0.13,,,,,,,,0.13,,0.054,,,2.3,1.5,,32.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30180,20170803,東京湾　１３,東京湾（１６）,A,1321,上層（表層）,0.5,千葉県,曇り,27,25.9,20.2,,,2.3,,8.5,10,,5.9,,<2.0E+00,,0.6,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,<0.01,,0.012,,,,,,,,0.05,3.5,0.019,1.40E+04,29,3.9,2.3,,29.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30180,20170803,東京湾　１３,東京湾（１６）,A,1324,下層,19.2,千葉県,曇り,27,22,20.2,,,2.3,,8.1,3.5,,2.3,,,,0.32,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015,0.08,,0.095,,,,,,,,0.05,,0.045,,,2,1.2,,32.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30180,20170911,東京湾　１３,東京湾（１６）,A,1009,上層（表層）,0.5,千葉県,晴れ,27.8,25.4,19.8,,,3.8,,8.5,9.2,,3.7,,<2.0E+00,,0.43,0.047,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.002,<0.01,,<0.012,,,,,,,,<0.01,2.7,0.012,1.70E+03,5,2.1,1.7,,29.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30180,20170911,東京湾　１３,東京湾（１６）,A,1012,下層,18.8,千葉県,晴れ,27.8,22.1,19.8,,,3.8,,8.1,5.2,,2.3,,,,0.51,0.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017,0.06,,0.077,,,,,,,,0.02,,0.036,,,1.6,1.3,,32.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30180,20171012,東京湾　１３,東京湾（１６）,A,1010,上層（表層）,0.5,千葉県,快晴,24.4,23,20.4,,,3,,8.5,10,,3,,<2.0E+00,,0.54,0.058,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.002,0.01,,0.012,,,,,,,,0.08,2.4,0.026,2.40E+04,30,2.5,1.3,,29.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30180,20171012,東京湾　１３,東京湾（１６）,A,1013,下層,19.4,千葉県,快晴,24.4,21.9,20.4,,,3,,8.1,5.2,,1.7,,,,0.35,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018,0.11,,0.12,,,,,,,,0.04,,0.034,,,1.1,1,,32.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30180,20171120,東京湾　１３,東京湾（１６）,A,1009,上層（表層）,0.5,千葉県,曇り,9.2,15.7,19.7,,,5.5,,8.2,8.1,,1.8,,2.00E+00,<0.5,0.68,0.047,<0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026,0.39,,0.41,,,,,,,,<0.01,1.3,0.032,1.70E+03,12,1.4,0.9,,30.33,,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30180,20171120,東京湾　１３,東京湾（１６）,A,1013,下層,18.7,千葉県,曇り,9.2,18.7,19.7,,,5.5,,8.2,6,,1.2,,,,0.54,0.034,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026,0.15,,0.17,,,,,,,,<0.01,,0.027,,,1.1,0.8,,33.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30180,20171206,東京湾　１３,東京湾（１６）,A,1015,上層（表層）,0.5,千葉県,快晴,8.6,14.6,20.2,,,4.6,,8.3,9,,2.1,,<2.0E+00,,0.71,0.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.33,,0.37,,,,,,,,<0.01,1.6,0.026,1.80E+03,16,1.5,0.6,,31.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30180,20171206,東京湾　１３,東京湾（１６）,A,1019,下層,19.2,千葉県,快晴,8.6,15.8,20.2,,,4.6,,8.2,7,,1.8,,,,0.44,0.047,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.29,,0.33,,,,,,,,0.04,,0.034,,,1.1,0.7,,32.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30180,20180119,東京湾　１３,東京湾（１６）,A,1025,上層（表層）,0.5,千葉県,曇り,9.2,9.4,20.5,,,3.9,,8.1,11,,2.7,,4.00E+00,<0.5,0.54,0.032,0.001,<0.00006,0.0019,<0.0003,<0.1,<0.001,<0.005,0.003,<0.0005,,,<0.002,<0.0002,<0.0004,<0.01,<0.004,<0.1,<0.0006,<0.001,<0.001,<0.0002,<0.0006,<0.0003,<0.002,<0.001,<0.001,,0.034,0.25,,0.28,<0.005,,,,,,,0.05,2.1,0.008,3.20E+03,10,1.4,0.7,,31.69,,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30180,20180119,東京湾　１３,東京湾（１６）,A,1030,下層,19.5,千葉県,曇り,9.2,10.1,20.5,,,3.9,,8,10,,2.2,,,,0.43,0.038,0.002,<0.00006,0.001,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.22,,0.25,,,,,,,,0.05,,0.017,,,1,0.6,,32.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30180,20180221,東京湾　１３,東京湾（１６）,A,1015,上層（表層）,0.5,千葉県,曇り,5.9,8.5,20.9,,,3,,8.3,10,,2.2,,<2.0E+00,,0.71,0.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035,0.33,,0.36,,,,,,,,0.01,1.3,0.017,1.50E+04,13,2,0.9,,31.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
