地点コード,測定年月日,地点名称(漢字),水域名称(漢字),類型,測定時刻,採取位置,採取水深,調査機関,天候コード,気温,水温,全水深,流量(河川),平均流速(河川),透明度（湖沼・海域）,ｐＨ,ＤＯ,ＢＯＤ,ＣＯＤ,ＳＳ,n-ヘキサン抽出物質,全窒素,全リン,全亜鉛,ノニルフェノール,ＬＡＳ,底層ＤＯ,大腸菌数,カドミウム,全シアン,鉛,六価クロム,砒素,総水銀,アルキル水銀,ＰＣＢ,ジクロロメタン,四塩化炭素,１、２-ジクロロエタン,１、１-ジクロロエチレン,シス-１、２-ジクロロエチレン,１、１、１-トリクロロエタン,１、１、２-トリクロロエタン,トリクロロエチレン,テトラクロロエチレン,１、３-ジクロロプロペン,チウラム,シマジン,チオベンカルブ,ベンゼン,セレン,ふっ素,亜硝酸性窒,硝酸性窒素,透視度(河川･湖沼),ほう素,硝酸性窒素及び亜硝酸性窒素,１、４-ジオキサン,フェノール類,銅,溶解性鉄,溶解性マンガン,クロム,ＥＰＮ,アンモニア性窒素,溶解性ＣＯＤ,リン酸性リン,プランクトン総数,クロロフィルａ,ＴＯＣ,ＤＯＣ,電気伝導率,塩分量(海域),塩化物イオン,陰イオン界面活性剤,アンチモン,ニッケル,トリハロメタン生成能,クロロホルム生成能,ブロモジクロロメタン,ジブロモクロロメタン,ブロモホルム生成能,トランス-1、2-ジクロロエチレン,１、２-ジクロロプロパン,p-ジクロロベンゼン,イソキサチオン,ダイアジノン,フェニトロチオン,イソプロチオラン,オキシン銅,クロロタロニル,プロピザミド,ジクロルボス,フェノブカルブ,イプロベンホス,クロルニトロフェン,トルエン,キシレン,フタル酸ジエチルへキシル,モリブデン,塩化ビニルモノマー,エピクロロヒドリン,全マンガン,ウラン,ＰＦОＳ,ＰＦОＳ（直鎖体）,ＰＦОＡ,ＰＦОＡ（直鎖体）,ＰＦОＳ及びＰＦОＡ,クロロホルム,フェノール,ホルムアルデヒド,４-ｔ-オクチルフェノール,アニリン,２、４-ジクロロフェノール
10920,20250210,粟倉橋,小糸川上流,B,900,流心（中央）,0.12,千葉県,晴れ,6.8,4.2,0.64,0.55,0.13,,8.1,11,1,6,<1,,0.99,0.16,,,,,4.20E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,>30.0,,,,,,,,,,,,,,,14,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10920,20250304,粟倉橋,小糸川上流,B,1142,流心（中央）,0.12,千葉県,曇り,6.5,7.6,0.64,0.42,0.11,,8.2,11,1.7,8.4,3,,1.3,0.19,,,,,7.40E+02,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.74,>30.0,,0.77,,,,,,,,,,,,,6.1,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10930,20240507,八千代橋,小糸川下流,C,1030,流心（中央）,0.1,千葉県,雨,20.4,17.4,0.5,2.58,0.57,,8,7.7,2.2,7.1,22,,1.3,0.24,0.005,,,,1.10E+03,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.63,>30.0,,0.66,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10930,20240704,八千代橋,小糸川下流,C,1021,流心（中央）,0.07,千葉県,晴れ,32.6,23.2,0.38,1.77,0.53,,8,7,0.8,5.4,8,,0.97,0.17,0.002,,,,3.30E+02,,,,,,,,,,,,,,,,,,,,,,,,,<0.03,0.55,>30.0,,0.58,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10930,20241101,八千代橋,小糸川下流,C,934,流心（中央）,0.07,千葉県,晴れ,20.5,16.3,0.35,4.06,0.84,,8,8.7,0.9,6.5,9,,0.97,0.11,0.002,,,,2.40E+02,,,,,,,,,,,,,,,,,,,,,,,,,<0.03,0.51,>30.0,,0.54,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10930,20250114,八千代橋,小糸川下流,C,1258,流心（中央）,0.13,千葉県,晴れ,14,10.4,0.27,0.88,0.4,,8.2,9.8,0.7,4.5,2,,1,0.19,0.001,,,,2.70E+02,,,,,,,,,,,,,,,,,,,,,,,,,<0.03,0.6,>30.0,,0.63,,,,,,,,,,,,,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10940,20240408,人見橋,小糸川下流,C,934,流心（中央）,0.25,千葉県,薄曇り,20.6,15.9,1.28,4.18,0.1,,7.9,7.6,0.9,6,16,,0.86,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,5.1,,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10940,20240507,人見橋,小糸川下流,C,925,流心（中央）,0.16,千葉県,一時雨,21.3,19,0.84,5.78,0.14,,7.9,7.2,1.5,4.2,12,,1,0.14,0.005,<0.00006,0.0009,,5.50E+02,<0.0003,<0.1,<0.001,<0.005,0.001,<0.0005,,<0.0005,<0.002,<0.0002,<0.0004,<0.01,<0.004,<0.1,<0.0006,<0.001,<0.001,<0.0002,<0.0006,<0.0003,<0.002,<0.001,<0.001,0.59,0.03,0.35,>30.0,,0.38,<0.005,,,,,,,0.19,,,,,11,,2700,,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10940,20240606,人見橋,小糸川下流,C,920,流心（中央）,0.18,千葉県,晴れ,24.8,22.2,0.9,2.2,0.07,,7.8,6.7,1.4,5.6,16,,0.91,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>30.0,,,,,,,,,,,,,,,6.4,,2700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10940,20240704,人見橋,小糸川下流,C,926,流心（中央）,0.19,千葉県,晴れ,31.8,26.2,0.98,4.09,0.11,,7.8,6.4,0.9,5.4,14,,1.1,0.14,0.003,,,,3.60E+02,,,,,,,,,,,,,,,,,,,,,,,,,<0.03,0.46,>30.0,,0.49,,<0.005,<0.01,<0.1,0.2,<0.02,,0.17,,,,,9.3,,1100,,3300,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10940,20240808,人見橋,小糸川下流,C,1017,流心（中央）,0.36,千葉県,晴れ,33.2,28.3,1.83,8.58,0.09,,7.8,5.1,1,4.2,8,,1,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>30.0,,,,,,,,,,,,,,,5.3,,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10940,20240905,人見橋,小糸川下流,C,1002,流心（中央）,0.36,千葉県,晴れ,29.4,24.3,1.83,11.5,0.16,,7.8,7,1.2,6.9,12,,1,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.03,0.55,>30.0,,0.58,,,,,,,,,,,,,8.2,,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10940,20241001,人見橋,小糸川下流,C,837,流心（中央）,0.28,千葉県,一時雨,22.8,21.1,1.42,10.5,0.17,,7.8,7.4,1.2,7.2,18,,1.1,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,8.6,,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10940,20241101,人見橋,小糸川下流,C,835,流心（中央）,0.38,千葉県,晴れ,19.5,16.9,1.93,8.26,0.12,,7.9,7.9,0.7,5.2,7,,1,0.12,0.004,<0.00006,0.0016,,4.60E+02,<0.0003,<0.1,<0.001,<0.005,0.001,<0.0005,,,<0.002,<0.0002,<0.0004,<0.01,<0.004,<0.1,<0.0006,<0.001,<0.001,<0.0002,<0.0006,<0.0003,<0.002,<0.001,<0.001,0.23,<0.03,0.53,>30.0,,0.56,<0.005,,,,,,,0.07,,,,,10,,1000,,3300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10940,20241203,人見橋,小糸川下流,C,920,流心（中央）,0.42,千葉県,晴れ,12.7,13.4,2.11,8.51,0.08,,7.8,8.2,0.5,4.4,4,,0.97,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>30.0,,,,,,,,,,,,,,,5.2,,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10940,20250114,人見橋,小糸川下流,C,913,流心（中央）,0.32,千葉県,晴れ,9.2,9.3,1.6,3.1,0.03,,7.9,9,1,3.5,3,,0.95,0.12,0.01,,,,1.70E+02,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.45,>30.0,,0.48,,,,,,,,0.16,,,,,5.9,,3000,,10000,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10940,20250210,人見橋,小糸川下流,C,831,流心（中央）,0.36,千葉県,晴れ,7,6.7,1.81,2.71,0.03,,7.8,9.2,1.2,4.1,4,,1.1,0.094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>30.0,,,,,,,,,,,,,,,12,,2200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10940,20250304,人見橋,小糸川下流,C,1042,流心（中央）,0.19,千葉県,曇り,5.6,8.1,0.95,5.81,0.11,,7.8,9.8,1.5,6.5,13,,1.5,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.86,28.5,,0.9,,,,,,,,,,,,,4.7,,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10950,20240507,平川橋,矢那川,,948,流心（中央）,0.1,千葉県,曇り,21.6,18.5,0.2,0.82,0.35,,7.8,8.4,1.7,4.8,12,,1.5,0.1,0.006,,,,7.80E+02,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.83,>30.0,,0.87,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10950,20240704,平川橋,矢那川,,920,流心（中央）,0.09,千葉県,晴れ,30.2,24.9,0.47,0.62,0.14,,8,8,1.4,3.9,5,,1.3,0.065,0.002,,,,8.70E+02,,,,,,,,,,,,,,,,,,,,,,,,,<0.03,0.83,>30.0,,0.86,,,,,,,,,,,,,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10950,20241101,平川橋,矢那川,,954,流心（中央）,0.12,千葉県,薄曇り,18.2,16.7,0.6,0.34,0.09,,8,9.5,1.3,4.3,5,,1.3,0.059,0.003,,,,1.90E+02,,,,,,,,,,,,,,,,,,,,,,,,,<0.03,0.88,>30.0,,0.91,,,,,,,,,,,,,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10950,20250114,平川橋,矢那川,,1032,流心（中央）,0.07,千葉県,晴れ,15.5,7.4,0.35,0.15,0.04,,7.9,11,1.3,3.5,2,,1.5,0.074,0.001,,,,4.60E+02,,,,,,,,,,,,,,,,,,,,,,,,,<0.03,1,>30.0,,1,,,,,,,,,,,,,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10960,20240507,富士見橋,矢那川,,913,流心（中央）,0.07,千葉県,雨,22,19.6,0.39,0.51,0.06,,7.6,6,1.6,4.7,15,,1.7,0.13,0.007,,,,1.90E+03,<0.0003,<0.1,<0.001,<0.005,0.001,<0.0005,,,<0.002,<0.0002,<0.0004,<0.01,<0.004,<0.1,<0.0006,<0.001,<0.001,<0.0002,<0.0006,<0.0003,<0.002,<0.001,<0.001,0.25,0.05,0.69,>30.0,,0.74,<0.005,,,,,,,0.29,,,,,11,,1000,,3200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10960,20240704,富士見橋,矢那川,,824,流心（中央）,0.11,千葉県,晴れ,31.8,25.2,0.58,0.65,0.06,,7.8,6.7,0.9,4.4,7,,1.3,0.085,0.004,,,,1.10E+03,,,,,,,,,,,,,,,,,,,,,,,,,<0.03,0.76,>30.0,,0.79,,<0.005,<0.01,<0.1,<0.1,<0.02,,0.1,,,,,7.2,,600,,1700,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10960,20241101,富士見橋,矢那川,,910,流心（中央）,0.18,千葉県,薄曇り,17.1,17.5,0.9,1.5,0.1,,7.7,6.5,1.3,2.8,5,,1.2,0.089,0.013,,,,8.30E+02,<0.0003,<0.1,<0.001,<0.005,<0.001,<0.0005,,,<0.002,<0.0002,<0.0004,<0.01,<0.004,<0.1,<0.0006,<0.001,<0.001,<0.0002,<0.0006,<0.0003,<0.002,<0.001,<0.001,0.34,0.03,0.64,>30.0,,0.67,<0.005,,,,,,,0.18,,,,,8.4,,1700,,5600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10960,20250114,富士見橋,矢那川,,1000,流心（中央）,0.22,千葉県,晴れ,13.2,7.8,1.13,0.74,0.03,,7.7,9.8,1.2,3,2,,1.7,0.11,0.004,,,,1.00E+03,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.88,>30.0,,0.93,,,,,,,,0.47,,,,,6.3,,770,,2300,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10970,20240408,岩田橋,小櫃川上流,A,834,流心（中央）,0.27,千葉県,曇り,21.8,15.2,1.39,5.3,0.48,,7.8,9.5,1.1,6,14,,0.74,0.12,,,,,1.90E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,28.5,,,,,,,,,,,,,,,5,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10970,20240507,岩田橋,小櫃川上流,A,1147,流心（中央）,0.31,千葉県,雨,22.1,18.3,1.55,2,0.2,,7.9,8.7,1.6,4.9,5,,0.93,0.1,0.003,,,,2.00E+02,<0.0003,<0.1,<0.001,<0.005,0.001,<0.0005,,<0.0005,<0.002,<0.0002,<0.0004,<0.01,<0.004,<0.1,<0.0006,<0.001,<0.001,<0.0002,<0.0006,<0.0003,<0.002,<0.001,<0.001,0.08,<0.03,0.36,>30.0,<0.1,0.39,<0.005,,,,,,,0.06,,,,,9.6,,26,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10970,20240606,岩田橋,小櫃川上流,A,1211,流心（中央）,0.22,千葉県,曇り,25.7,21.9,1.1,1.04,0.14,,7.9,8.5,1.1,6,5,,0.72,0.097,,,,,2.20E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,>30.0,,,,,,,,,,,,,,,5.9,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10970,20240704,岩田橋,小櫃川上流,A,1142,流心（中央）,0.29,千葉県,晴れ,30.2,25.7,1.47,4.03,0.42,,7.9,7.6,1.5,6.8,33,,0.91,0.1,0.006,,,,2.90E+02,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.41,20,,0.45,,<0.005,<0.01,0.3,<0.1,<0.02,,0.05,,,,,7.8,,20,,7,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10970,20240808,岩田橋,小櫃川上流,A,845,流心（中央）,0.23,千葉県,晴れ,31.4,26.5,1.15,2.55,0.29,,8.1,7.4,1.9,6,9,,0.73,0.11,,,,,1.30E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,>30.0,,,,,,,,,,,,,,,4.9,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10970,20240905,岩田橋,小櫃川上流,A,1135,流心（中央）,0.3,千葉県,曇り,31,24.3,1.52,6.94,0.6,,7.8,7.7,1.5,7.3,6,,0.83,0.087,,,,,2.00E+02,,,,,,,,,,,,,,,,,,,,,,,,,<0.03,0.48,>30.0,,0.51,,,,,,,,,,,,,7,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10970,20241001,岩田橋,小櫃川上流,A,920,流心（中央）,0.25,千葉県,曇り,21.8,20.9,1.29,4.45,0.33,,7.8,7.8,1.3,7,10,,0.98,0.1,,,,,7.00E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,>30.0,,,,,,,,,,,,,,,7.4,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10970,20241101,岩田橋,小櫃川上流,A,1150,流心（中央）,0.18,千葉県,薄曇り,20,17.2,0.9,3.13,0.36,,7.9,9.1,1.2,5.8,3,,0.84,0.08,0.003,,,,2.20E+02,<0.0003,<0.1,<0.001,<0.005,0.001,<0.0005,,,<0.002,<0.0002,<0.0004,<0.01,<0.004,<0.1,<0.0006,<0.001,<0.001,<0.0002,<0.0006,<0.0003,<0.002,<0.001,<0.001,<0.08,<0.03,0.48,>30.0,<0.1,0.51,<0.005,,,,,,,0.03,,,,,9.3,,23,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10970,20241203,岩田橋,小櫃川上流,A,1102,流心（中央）,0.28,千葉県,晴れ,13.8,12.6,1.41,2.71,0.3,,7.8,9.9,0.7,4.5,3,,0.88,0.095,,,,,2.00E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,>30.0,,,,,,,,,,,,,,,4.4,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10970,20250114,岩田橋,小櫃川上流,A,1230,流心（中央）,0.2,千葉県,晴れ,13.9,8.5,1,1.9,0.2,,8,11,0.7,4.1,2,,0.82,0.098,0.001,,,,8.80E+01,,,,,,,,,,,,,,,,,,,,,,,,,<0.03,0.5,>30.0,,0.53,,,,,,,,0.07,,,,,5.9,,30,,12,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10970,20250210,岩田橋,小櫃川上流,A,1012,流心（中央）,0.23,千葉県,晴れ,8.4,7.2,1.17,1.98,0.21,,8,11,0.9,3.9,3,,0.78,0.11,,,,,7.90E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,>30.0,,,,,,,,,,,,,,,10,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10970,20250304,岩田橋,小櫃川上流,A,919,流心（中央）,0.36,千葉県,曇り,5,8.6,1.8,3.8,0.33,,7.9,10,1.8,6.1,11,,1.1,0.14,,,,,3.40E+03,,,,,,,,,,,,,,,,,,,,,,,,,<0.03,0.59,>30.0,,0.62,,,,,,,,,,,,,4.1,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10975,20240507,門生橋,小櫃川上流,A,1150,流心（中央）,0.07,千葉県,一時雨,19.2,17.4,0.35,0.44,0.32,,8.2,8.9,1.3,4.2,1,,0.58,0.062,0.002,,,,1.10E+02,,,,,,,,,,,,,,,,,,,,,,,,,<0.03,0.26,>30.0,,0.29,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10975,20240704,門生橋,小櫃川上流,A,1105,流心（中央）,0.07,千葉県,晴れ,33.3,24.4,0.35,0.71,0.49,,8.2,7.9,0.5,3.4,<1,,0.63,0.045,<0.001,,,,3.40E+02,,,,,,,,,,,,,,,,,,,,,,,,,<0.03,0.36,>30.0,,0.39,,,,,,,,,,,,,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10975,20241101,門生橋,小櫃川上流,A,1405,流心（中央）,0.08,千葉県,曇り,21.4,15.6,0.4,0.67,0.29,,8.4,9.8,0.7,4.3,<1,,0.53,0.041,<0.001,,,,6.90E+01,,,,,,,,,,,,,,,,,,,,,,,,,<0.03,0.26,>30.0,,0.29,,,,,,,,,,,,,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10975,20250114,門生橋,小櫃川上流,A,1235,流心（中央）,0.07,千葉県,晴れ,12.3,5.6,0.35,0.24,0.21,,8.3,12,0.5,3.6,<1,,0.62,0.074,<0.001,,,,7.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,<0.03,0.27,>30.0,,0.3,,,,,,,,,,,,,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10980,20240408,小櫃橋,小櫃川下流,B,842,流心（中央）,0.23,千葉県,薄曇り,19.9,16.1,1.15,7.79,0.26,,7.9,8.9,1.5,6.5,19,,1.2,0.16,,,,,3.90E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,5.6,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
