地点コード,測定年月日,地点名称(漢字),水域名称(漢字),類型,測定時刻,採取位置,採取水深,調査機関,天候コード,気温,水温,全水深,流量(河川),平均流速(河川),透明度（湖沼・海域）,ｐＨ,ＤＯ,ＢＯＤ,ＣＯＤ,ＳＳ,n-ヘキサン抽出物質,全窒素,全リン,全亜鉛,ノニルフェノール,ＬＡＳ,底層ＤＯ,大腸菌数,カドミウム,全シアン,鉛,六価クロム,砒素,総水銀,アルキル水銀,ＰＣＢ,ジクロロメタン,四塩化炭素,１、２-ジクロロエタン,１、１-ジクロロエチレン,シス-１、２-ジクロロエチレン,１、１、１-トリクロロエタン,１、１、２-トリクロロエタン,トリクロロエチレン,テトラクロロエチレン,１、３-ジクロロプロペン,チウラム,シマジン,チオベンカルブ,ベンゼン,セレン,ふっ素,亜硝酸性窒,硝酸性窒素,透視度(河川･湖沼),ほう素,硝酸性窒素及び亜硝酸性窒素,１、４-ジオキサン,フェノール類,銅,溶解性鉄,溶解性マンガン,クロム,ＥＰＮ,アンモニア性窒素,溶解性ＣＯＤ,リン酸性リン,プランクトン総数,クロロフィルａ,ＴＯＣ,ＤＯＣ,電気伝導率,塩分量(海域),塩化物イオン,陰イオン界面活性剤,アンチモン,ニッケル,トリハロメタン生成能,クロロホルム生成能,ブロモジクロロメタン,ジブロモクロロメタン,ブロモホルム生成能,トランス-1、2-ジクロロエチレン,１、２-ジクロロプロパン,p-ジクロロベンゼン,イソキサチオン,ダイアジノン,フェニトロチオン,イソプロチオラン,オキシン銅,クロロタロニル,プロピザミド,ジクロルボス,フェノブカルブ,イプロベンホス,クロルニトロフェン,トルエン,キシレン,フタル酸ジエチルへキシル,モリブデン,塩化ビニルモノマー,エピクロロヒドリン,全マンガン,ウラン,ＰＦОＳ,ＰＦОＳ（直鎖体）,ＰＦОＡ,ＰＦОＡ（直鎖体）,ＰＦОＳ及びＰＦОＡ,クロロホルム,フェノール,ホルムアルデヒド,４-ｔ-オクチルフェノール,アニリン,２、４-ジクロロフェノール
30020,20240508,東京湾　２,東京湾（４）,C,1010,下層,4.7,千葉県,晴れ,20,19.8,5.7,,,1.8,7.6,5,,3.5,,,0.94,0.11,0.004,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,0.044,0.33,,,0.38,,,,,,,,0.13,,0.077,,,1.8,1.5,,27.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20240603,東京湾　２,東京湾（４）,C,957,上層（表層）,0.5,千葉県,曇り,16.5,21.3,6.5,,,1.2,8,5,,4.4,,,1.1,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047,0.32,,,0.37,,,,,,,,0.21,2.6,0.1,,32,2.4,1.7,,24.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20240603,東京湾　２,東京湾（４）,C,957,下層,5.5,千葉県,曇り,16.5,19.8,6.5,,,1.2,7.9,1.8,,2.2,,,0.63,0.11,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,0.019,0.08,,,0.1,,,,,,,,0.2,,0.081,,,1.7,1.4,,30.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20240708,東京湾　２,東京湾（４）,C,1032,上層（表層）,0.5,千葉県,晴れ,30,30.5,6.2,,,0.9,8.6,12,,7.7,,<0.5,0.7,0.12,0.002,<0.00006,<0.0006,,5.00E+00,<0.0003,<0.1,<0.001,<0.005,0.002,<0.0005,,<0.0005,<0.002,<0.0002,<0.0004,<0.01,<0.004,<0.1,<0.0006,<0.001,<0.001,<0.0002,<0.0006,<0.0003,<0.002,<0.001,<0.001,,0.002,<0.01,,,0.036,<0.005,<0.005,<0.01,<0.1,<0.1,<0.02,,0.05,3.8,0.004,,94,4.2,2.2,,23.02,,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20240708,東京湾　２,東京湾（４）,C,1032,下層,5.2,千葉県,晴れ,30,24,6.2,,,0.9,8.2,2.8,,4.2,,,0.73,0.13,0.006,<0.00006,<0.0006,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,0.023,0.07,,,0.097,,,,,,,,0.15,,0.06,,,2.6,1.8,,25.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20240805,東京湾　２,東京湾（４）,C,1025,上層（表層）,0.5,千葉県,晴れ,30,31.6,6,,,1.1,8.6,10,,7.7,,,0.83,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.002,<0.01,,,<0.012,,,,,,,,0.01,3.5,0.022,,51,4.3,2.4,,24.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20240805,東京湾　２,東京湾（４）,C,1025,下層,5,千葉県,晴れ,30,28.5,6,,,1.1,8.3,0.8,,5.5,,,0.79,0.15,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,<0.002,<0.01,,,<0.012,,,,,,,,0.11,,0.063,,,2.9,2.3,,25.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20240902,東京湾　２,東京湾（４）,C,1032,上層（表層）,0.5,千葉県,晴れ,28.5,28.7,6,,,1.3,8.1,6.3,,5,,,1.3,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.47,,,0.52,,,,,,,,0.25,2.7,0.1,,19,2.4,1.8,,13.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20240902,東京湾　２,東京湾（４）,C,1032,下層,5,千葉県,晴れ,28.5,28.3,6,,,1.3,8.1,2,,4.4,,,1.3,0.14,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,0.049,0.47,,,0.52,,,,,,,,0.26,,0.1,,,2.3,1.9,,13.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20241007,東京湾　２,東京湾（４）,C,1008,上層（表層）,0.5,千葉県,晴れ,27.5,24.4,6.5,,,2.7,8.1,6.5,,2.8,,,0.76,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,0.15,,,0.17,,,,,,,,0.14,1.9,0.066,,12,1.9,1.4,,28.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20241007,東京湾　２,東京湾（４）,C,1008,下層,5.5,千葉県,晴れ,27.5,23.7,6.5,,,2.7,8.1,3.3,,2.7,,,0.71,0.099,,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,0.11,,,0.13,,,,,,,,0.14,,0.066,,,1.8,1.4,,28.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20241120,東京湾　２,東京湾（４）,C,1030,上層（表層）,0.5,千葉県,曇り,6.5,16.4,7.1,,,2.8,7.7,6.5,,1.8,,<0.5,0.97,0.1,0.004,,,,8.90E+01,,,,,,,,,,,,,,,,,,,,,,,,,0.051,0.42,,,0.47,,,,,,,,0.16,1.3,0.099,,2.6,1.4,1.1,,29.85,,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20241120,東京湾　２,東京湾（４）,C,1030,下層,6.1,千葉県,曇り,6.5,15.8,7.1,,,2.8,7.7,7.4,,2,,,0.79,0.098,0.003,,,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,0.044,0.32,,,0.37,,,,,,,,0.19,,0.089,,,1.3,1,,30.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20241202,東京湾　２,東京湾（４）,C,1016,上層（表層）,0.5,千葉県,晴れ,13,14,6.8,,,2.7,7.8,7.7,,1.7,,,0.96,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.053,0.37,,,0.42,,,,,,,,0.15,1.2,0.083,,2.5,1.4,1,,30.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20241202,東京湾　２,東京湾（４）,C,1016,下層,5.8,千葉県,晴れ,13,15,6.8,,,2.7,7.9,7.3,,1.7,,,0.7,0.083,,,,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,0.052,0.33,,,0.38,,,,,,,,0.09,,0.064,,,1.4,1,,30.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20250106,東京湾　２,東京湾（４）,C,1016,上層（表層）,0.5,千葉県,曇り,4,9.3,7.3,,,4,7.9,9.5,,2.1,,<0.5,0.96,0.065,0.003,<0.00006,<0.0006,,1.40E+01,<0.0003,<0.1,0.001,<0.005,0.001,<0.0005,,,<0.002,<0.0002,<0.0004,<0.01,<0.004,<0.1,<0.0006,<0.001,<0.001,<0.0002,<0.0006,<0.0003,<0.002,<0.001,<0.001,,0.055,0.5,,,0.55,<0.005,,,,,,,0.13,1.6,0.049,,3.1,1.4,1.1,,30.27,,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20250106,東京湾　２,東京湾（４）,C,1016,下層,6.3,千葉県,曇り,4,9.9,7.3,,,4,8,9.4,,1.8,,,0.87,0.06,0.005,<0.00006,<0.0006,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,0.054,0.45,,,0.5,,,,,,,,0.1,,0.039,,,1.3,1.2,,30.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20250203,東京湾　２,東京湾（４）,C,1011,上層（表層）,0.5,千葉県,曇り,5,9,7.3,,,2.5,8.1,9.5,,2.8,,,0.72,0.054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031,0.26,,,0.29,,,,,,,,0.07,2.2,0.019,,15,1.8,1.3,,30.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20250203,東京湾　２,東京湾（４）,C,1011,下層,6.3,千葉県,曇り,5,9,7.3,,,2.5,8.1,9.3,,2.5,,,0.75,0.058,,,,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,0.031,0.26,,,0.29,,,,,,,,0.06,,0.02,,,1.9,1.4,,31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20250310,東京湾　２,東京湾（４）,C,1000,上層（表層）,0.5,千葉県,快晴,10,9.2,6.8,,,2.3,8.2,10,,3.8,,,1,0.068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029,0.35,,,0.38,,,,,,,,0.03,1.8,0.025,,21,2.1,1.3,,29.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30020,20250310,東京湾　２,東京湾（４）,C,1000,下層,5.8,千葉県,快晴,10,9.5,6.8,,,2.3,8.2,9.9,,4.1,,,0.73,0.061,,,,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.22,,,0.24,,,,,,,,0.02,,0.006,,,2.2,1.3,,31.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30030,20240425,船橋　１,東京湾（３）,C,912,上層（表層）,0.5,船橋市,晴れ,22.8,17.3,9,,,2.5,7.9,5.4,,2.8,,,1,0.1,0.005,,,,2.10E+03,,,,,,,,,,,,,,,,,,,,,,,,,0.027,0.48,,,0.5,,,,,,,,0.32,2.4,0.06,,1.7,1.9,1,,29.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30030,20240425,船橋　１,東京湾（３）,C,917,下層,8,船橋市,晴れ,22.8,15.5,9,,,2.5,7.7,1.8,,2,,,0.69,0.12,0.011,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,0.1,,,0.12,,,,,,,,0.37,1.7,0.073,,,1.4,1,,33.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30030,20240530,船橋　１,東京湾（３）,C,915,上層（表層）,0.5,船橋市,晴れ,23.9,23.6,11,,,0.8,8.4,9.8,,6.5,,,1.1,0.12,,,,,3.10E+01,,,,,,,,,,,,,,,,,,,,,,,,,0.016,0.06,,,0.076,,,,,,,,<0.01,2.6,0.01,,1.8,3.4,1,,27.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30030,20240530,船橋　１,東京湾（３）,C,920,下層,10,船橋市,晴れ,23.9,22,11,,,0.8,8.2,4.7,,3.8,,,0.88,0.1,,,,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,0.014,0.15,,,0.16,,,,,,,,0.17,2.3,0.03,,,2.1,1,,29.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30030,20240611,船橋　１,東京湾（３）,C,948,上層（表層）,0.5,船橋市,晴れ,26.8,24.2,10.3,,,1.4,8.4,9.2,,7.8,,<0.5,1.7,0.19,0.005,<0.00006,<0.0006,,2.80E+01,,,,,,,,,,,,,,,,,,,,,,,,,0.026,0.33,,,0.35,,<0.005,<0.01,<0.1,<0.1,<0.02,,0.04,3.9,0.029,,2.8,4.2,2,,25.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30030,20240611,船橋　１,東京湾（３）,C,953,下層,9.3,船橋市,晴れ,26.8,22.1,10.3,,,1.4,7.8,2.3,,2.6,,,0.75,0.19,0.01,0.0001,<0.0006,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,0.018,0.11,,,0.12,,,,,,,,0.36,1.6,0.095,,,2,1,,32.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
