地点コード,測定年月日,地点名称(漢字),水域名称(漢字),類型,測定時刻,採取位置,採取水深,調査機関,天候,気温,水温,全水深,流量(河川),平均流速(河川),透明度（湖沼・海域）,透視度(河川･湖沼),ｐＨ,ＤＯ,ＢＯＤ,ＣＯＤ,ＳＳ,大腸菌群数,n-ヘキサン抽出物質,全窒素,全リン,全亜鉛,ノニルフェノール,ＬＡＳ,カドミウム,全シアン,鉛,六価クロム,砒素,総水銀,アルキル水銀,ＰＣＢ,ジクロロメタン,四塩化炭素,１、２-ジクロロエタン,１、１-ジクロロエチレン,シス-１、２-ジクロロエチレン,１、１、１-トリクロロエタン,１、１、２-トリクロロエタン,トリクロロエチレン,テトラクロロエチレン,１、３-ジクロロプロペン,チウラム,シマジン,チオベンカルブ,ベンゼン,セレン,ふっ素,亜硝酸性窒素,硝酸性窒素,ほう素,硝酸性窒素及び亜硝酸性窒素,１、４-ジオキサン,フェノール類,銅,溶解性鉄,溶解性マンガン,クロム,ＥＰＮ,アンモニア性窒素,溶解性ＣＯＤ,リン酸性リン,プランクトン総数,クロロフィルａ,ＴＯＣ,ＤＯＣ,電気伝導率,塩分量(海域),塩化物イオン,陰イオン界面活性剤,アンチモン,ニッケル,トリハロメタン生成能,クロロホルム生成能,ブロモジクロロメタン生成能,ジブロモクロロメタン生成能,ブロモホルム生成能,クロロホルム,トランス-1、２-ジクロロエチレン,１、２-ジクロロプロペン,p-ジクロロベンゼン,イソキサチオン,ダイアジノン,フェニトロチオン,イソプロチオラン,オキシン銅,クロロタロニル,プロピザミド,ジクロルボス,フェノブカルブ,イプロベンホス,クロルニトロフェン,トルエン,キシレン,フタル酸ジエチルヘキシル,モリブデン,塩化ビニルモノマー,エピクロロヒドリン,全マンガン,ウラン,フェノール,ホルムアルデヒド,４-ｔ-オクチルフェノール,アニリン,２、４-ジクロロフェノール
11071,20170302,日本橋,葭川,E,920,1,0.2,千葉市,曇り,7.4,9.6,3.24,1.92,0.07,,>30.0,7.4,9,4.5,6.3,4,2.30E+04,<1,3.4,0.079,,0.00023,0.023,<0.0003,<0.1,0.003,<0.005,<0.005,<0.0005,,,<0.002,<0.0002,<0.0004,<0.01,<0.004,<0.1,<0.0006,<0.001,<0.001,<0.0002,,,,<0.001,<0.005,<0.08,0.28,0.87,0.1,1.2,,<0.005,,,,<0.02,,2.1,,0.072,,,3,,170,,580,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11080,20160420,新花見川橋,印旛放水路下流,C,1110,1,0.2,千葉市,晴れ,19.2,18.4,2.86,-3.19,<0.01,,>30.0,7.9,6.6,2.9,4.5,4,,,2.5,0.11,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11080,20160525,新花見川橋,印旛放水路下流,C,1120,1,0.2,千葉市,曇り,24.9,22.9,2.89,7.69,0.08,,>30.0,7.9,7.4,1.8,5.5,10,,,2.1,0.13,,<0.00006,<0.0006,<0.0003,<0.1,<0.001,<0.005,<0.005,<0.0005,,,<0.002,<0.0002,<0.0004,<0.01,<0.004,<0.1,<0.0006,<0.001,<0.001,<0.0002,<0.0006,<0.0003,<0.002,<0.001,<0.005,0.28,0.08,1.1,1.3,1.2,,<0.005,<0.01,<0.1,<0.1,<0.02,,0.25,,0.1,,,2,,1500,,5300,<0.05,,<0.001,,,,,,,,,,,,,,,,,,,,,,,,<0.007,,,,,,,,,
11080,20160602,新花見川橋,印旛放水路下流,C,1035,1,0.2,千葉市,晴れ,24.7,21.9,2.97,-9.55,<0.01,,>30.0,7.7,3.7,2,4.2,4,7.90E+02,<1,1.4,0.22,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.005,,,,,,<0.0006,,,,,,,,,,,,,,,,,,,<0.006,<0.004,<0.006,<0.02,<0.0008,<0.0005,<0.0003,<0.004,<0.004,<0.005,<0.0008,<0.0008,<0.003,<0.0008,<0.0001,<0.06,<0.04,<0.006,,<0.0002,<0.00004,0.14,0.0014,<0.001,<0.1,<0.00007,<0.002,<0.0003
11080,20160720,新花見川橋,印旛放水路下流,C,1030,1,0.2,千葉市,曇り,30.4,28.6,2.66,7.29,0.09,,>30.0,8.1,7.4,3.6,4.9,16,,,1.9,0.13,,0.00006,0.0017,<0.0003,<0.1,<0.001,<0.005,<0.005,<0.0005,,,<0.002,<0.0002,<0.0004,<0.01,<0.004,<0.1,<0.0006,<0.001,<0.001,<0.0002,,,,<0.001,,0.51,0.07,0.99,2,1.1,,,,,,<0.02,,0.06,,0.089,,,2,,2100,,7600,0.05,<0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11080,20160819,新花見川橋,印旛放水路下流,C,1051,1,0.2,千葉市,曇り,32.6,28.1,2.64,6.34,0.08,,>30.0,7.7,5.1,0.9,4.7,4,,,1.7,0.15,0.007,,,,,,,,,,<0.0005,,,,,,,,,,,<0.0006,<0.0003,<0.002,,,,,,,,,,<0.01,<0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11080,20160928,新花見川橋,印旛放水路下流,C,1010,1,0.2,千葉市,晴れ,31,25.1,2.54,-10,<0.01,,>30.0,7.8,6.9,<0.5,3.5,3,2.80E+04,<1,3,0.096,,<0.00006,<0.0006,<0.0003,<0.1,<0.001,<0.005,<0.005,<0.0005,,,<0.002,<0.0002,<0.0004,<0.01,<0.004,<0.1,<0.0006,0.001,<0.001,<0.0002,,,,<0.001,<0.005,0.16,0.07,2.5,0.6,2.6,,<0.005,,,,<0.02,,0.33,,0.071,,,<2,,770,,2300,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11080,20161014,新花見川橋,印旛放水路下流,C,1020,1,0.2,千葉市,晴れ,20.3,20.6,2.7,-5.73,<0.01,,>30.0,7.6,4.7,1.1,3.6,6,,,1.9,0.13,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11080,20161117,新花見川橋,印旛放水路下流,C,1100,1,0.2,千葉市,晴れ,16,15.8,3.02,5.17,0.05,,>30.0,7.6,6.8,0.8,2.7,2,,,1.9,0.13,,0.0001,0.0019,<0.0003,<0.1,<0.001,<0.005,<0.005,<0.0005,,,<0.002,<0.0002,<0.0004,<0.01,<0.004,<0.1,<0.0006,<0.001,<0.001,<0.0002,<0.0006,<0.0003,<0.002,<0.001,,0.39,0.05,1.4,2.2,1.5,,<0.005,<0.01,<0.1,<0.1,<0.02,,0.36,,0.13,,,<2,,2300,,8600,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11080,20161222,新花見川橋,印旛放水路下流,C,1050,1,0.2,千葉市,曇り,16.5,12.5,3.3,3.54,0.03,,>30.0,7.6,9.6,1.2,3.2,2,1.70E+04,<1,2.8,0.1,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11080,20170118,新花見川橋,印旛放水路下流,C,1020,1,0.2,千葉市,晴れ,7.7,7.6,3.6,11.7,0.09,,>30.0,7.8,11,1.7,2.9,2,,,2.8,0.063,,0.00007,0.0067,<0.0003,<0.1,<0.001,<0.005,<0.005,<0.0005,,,<0.002,<0.0002,<0.0004,<0.01,<0.004,<0.1,<0.0006,0.001,0.001,<0.0002,,,,<0.001,<0.005,0.26,0.1,2.3,1.2,2.5,,,,,,<0.02,,0.07,,0.039,,,<2,,1300,,4600,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11080,20170210,新花見川橋,印旛放水路下流,C,1040,1,0.2,千葉市,晴れ,8.1,8.4,3.27,19.3,0.18,,>30.0,7.6,9.7,2.3,4,5,,,3.7,0.14,0.013,,,,,,,,,,,,,,,,,,,,,<0.0006,<0.0003,<0.002,,,,,,,,,,<0.01,<0.1,<0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11080,20170309,新花見川橋,印旛放水路下流,C,1040,1,0.2,千葉市,晴れ,10.2,10.6,3.34,1.63,0.01,,>30.0,7.8,9.6,2.4,4.1,3,1.30E+03,<1,4.3,0.14,,0.00014,0.0097,<0.0003,<0.1,0.001,<0.005,<0.005,<0.0005,,,<0.002,<0.0002,<0.0004,<0.01,<0.004,<0.1,<0.0006,0.001,0.002,<0.0002,,,,<0.001,<0.005,0.23,0.18,2.8,0.6,3,,<0.005,,,,<0.02,,0.49,,0.11,,,2,,820,,2400,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11090,20160411,八千代橋,海老川,E,937,1,0.1,船橋市,霧雨,8.5,14.9,2.55,1.19,0.2,,>30.0,7.5,5.4,2.8,5.2,3,,,7.3,0.45,0.011,,0.045,<0.0005,<0.1,<0.001,<0.005,0.002,<0.0005,,,,<0.0002,,,,<0.1,,<0.001,<0.001,,,,,,<0.001,0.12,0.31,4.8,,5.1,,<0.005,<0.01,0.1,<0.1,<0.02,,1.5,,0.31,,,3.1,,770,,2100,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11090,20160411,八千代橋,海老川,E,1427,1,0.1,船橋市,晴れ,16.8,16.8,1.19,0.75,0.09,,>30.0,7.7,5.1,2.1,2.9,3,,,3.7,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,,2700,,9100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11090,20160516,八千代橋,海老川,E,935,1,0.2,船橋市,晴れ,20,19.7,2.06,0.45,0.03,,>30.0,7.6,5.8,1.3,4.2,3,,,6.3,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,4.2,,4.5,,,,,,,,1.2,,0.42,,,2.1,,410,,1000,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11090,20160516,八千代橋,海老川,E,1342,1,0.5,船橋市,曇り,23,20.7,2.64,-0.28,-0.01,,>30.0,7.7,6.4,1.2,3.2,2,,,5.6,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,650,,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11090,20160603,八千代橋,海老川,E,945,1,0.2,船橋市,晴れ,21,20.6,1.14,0.47,0.02,,>30.0,7.6,4.8,1.1,4.1,3,7.90E+03,<0.5,4.7,0.34,0.007,0.00006,0.0008,<0.0005,<0.1,<0.001,<0.005,0.001,<0.0005,,<0.0005,<0.002,<0.0002,<0.0004,<0.01,<0.004,<0.1,<0.0006,<0.001,<0.001,<0.0002,<0.0006,<0.0003,<0.002,<0.001,<0.001,0.39,0.28,3.1,1.2,3.4,<0.005,<0.005,<0.01,<0.1,<0.1,<0.02,<0.0006,0.74,,0.28,,,2.9,,1600,,5400,<0.05,<0.002,<0.001,,,,,,<0.0006,<0.004,<0.006,<0.02,<0.0008,<0.0005,<0.0003,<0.004,<0.004,<0.005,<0.0008,<0.0008,<0.003,<0.0008,<0.0001,<0.06,<0.04,<0.006,<0.007,<0.0002,<0.00004,0.08,0.0009,<0.001,<0.1,<0.00007,<0.002,<0.0003
11090,20160603,八千代橋,海老川,E,1623,1,0.2,船橋市,快晴,22.5,21.5,2.69,2.37,0.15,,>30.0,7.8,8.3,1,3.8,2,4.90E+03,,5.3,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,,670,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11090,20160705,八千代橋,海老川,E,947,1,0.3,船橋市,曇り,23.2,24,1.35,3.12,0.13,,>30.0,7.4,5.6,1.1,3.4,1,,,5.6,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,3.7,,4,,,,,,,,0.65,,0.34,,,2.3,,1100,,3700,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11090,20160705,八千代橋,海老川,E,1350,1,0.1,船橋市,曇り,21.5,23.1,1.25,0.49,0.09,,>30.0,7.7,6.5,1.2,3.8,4,,,5.5,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,1000,,3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11090,20160727,八千代橋,海老川,E,1026,2,0.4,船橋市,曇り,25,23.2,2.45,3.78,0.08,,>30.0,7.3,6.1,1.3,3.3,2,,,6.1,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11090,20160727,八千代橋,海老川,E,1227,2,0.4,船橋市,曇り,25.4,24.6,2.28,4.61,0.11,,>30.0,7.4,7.2,1.3,3,3,,,6.2,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11090,20160727,八千代橋,海老川,E,1431,2,0.4,船橋市,曇り,26.2,24.5,2.02,2.88,0.08,,>30.0,7.4,7,2.4,3.8,3,,,6.7,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11090,20160727,八千代橋,海老川,E,1625,2,0.4,船橋市,曇り,25.2,24.2,2,2.94,0.09,,>30.0,7.4,7.1,1.7,4.1,4,,,7.1,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11090,20160727,八千代橋,海老川,E,1832,2,0.4,船橋市,曇り,24.1,23.7,2.2,-2.19,-0.06,,>30.0,7.4,6,1.5,4.4,5,,,6.9,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11090,20160727,八千代橋,海老川,E,2136,2,0.5,船橋市,曇り,24,23.3,2.6,1.21,0.02,,>30.0,7.5,7.1,1.4,4.5,2,,,6.7,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11090,20160727,八千代橋,海老川,E,2229,2,0.5,船橋市,曇り,23.9,23.4,2.84,2.82,0.06,,>30.0,7.5,7.3,1.3,4.2,2,,,6.6,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11090,20160728,八千代橋,海老川,E,29,2,0.5,船橋市,曇り,24,23.2,2.67,5.03,0.11,,>30.0,7.5,7.1,1.5,3.4,3,,,6.9,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11090,20160728,八千代橋,海老川,E,231,2,0.4,船橋市,晴れ,23.8,23.1,2.26,5.13,0.12,,>30.0,7.5,6.4,1.4,3.8,2,,,6.1,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11090,20160728,八千代橋,海老川,E,430,2,0.3,船橋市,曇り,22.6,23,1.88,2.04,0.06,,>30.0,7.4,6.1,1.2,4.5,1,,,5.7,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11090,20160728,八千代橋,海老川,E,635,2,0.3,船橋市,晴れ,24.2,22.9,1.74,2.76,0.32,,>30.0,7.5,6.1,1,4.5,<1,,,6,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11090,20160728,八千代橋,海老川,E,837,2,0.4,船橋市,晴れ,25.2,24.7,2.02,3.93,0.38,,>30.0,7.5,5.9,1,4.8,1,,,5.7,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11090,20160728,八千代橋,海老川,E,1025,2,0.4,船橋市,晴れ,2.6,26.3,2.08,1.67,0.04,,>30.0,7.5,6.2,1.4,4.2,2,,,5.6,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11090,20160804,八千代橋,海老川,E,1026,1,0.3,船橋市,晴れ,32,26.1,1.64,2.13,0.07,,>30.0,7.3,5.1,1.3,4.3,3,2.40E+05,<0.5,5.6,0.33,0.01,<0.00006,0.0034,<0.0005,<0.1,<0.001,<0.005,<0.001,<0.0005,,,<0.002,<0.0002,<0.0004,<0.01,<0.004,<0.1,<0.0006,<0.001,<0.001,,,,,,<0.001,0.11,0.22,3.6,,3.8,,<0.005,<0.01,<0.1,<0.1,<0.02,,0.71,,0.28,,,2.7,,620,,2000,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11090,20160804,八千代橋,海老川,E,1542,1,0.4,船橋市,晴れ,31,30.7,2.23,-2.86,-0.07,,30,8.2,10,5,6.1,10,7.90E+03,,3.9,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,,1400,,5300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11090,20160906,八千代橋,海老川,E,949,1,0.6,船橋市,晴れ,33,26.5,2.79,6.44,0.12,,>30.0,7.5,5.8,1.4,4.1,1,,,6.5,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,5,,5.3,,,,,,,,0.05,,0.35,,,2.3,,610,,2000,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11090,20160906,八千代橋,海老川,E,1402,1,0.2,船橋市,晴れ,29,26.7,2.09,1.91,0.1,,>30.0,7.6,5.6,1.7,3.3,1,,,6.9,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,330,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11090,20161005,八千代橋,海老川,E,935,1,0.5,船橋市,曇り,27,23,2.47,2.45,0.05,,>30.0,7.4,6.4,1.4,4,1,,,7,0.29,0.013,,0.001,<0.0005,<0.1,<0.001,<0.005,0.002,<0.0005,,,,<0.0002,,,,<0.1,,<0.001,<0.001,,,,,,<0.001,0.1,0.34,5.4,,5.8,,<0.005,<0.01,<0.1,<0.1,<0.02,,0.29,,0.24,,,2.2,,490,,1400,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11090,20161005,八千代橋,海老川,E,1323,1,0.1,船橋市,曇り,25,22.6,1.8,0.75,0.1,,>30.0,7.5,6.4,1.1,3.4,1,,,7.3,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,,530,,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11090,20161110,八千代橋,海老川,E,945,1,0.1,船橋市,曇り,10,12.8,2.01,0.32,0.05,,>30.0,7.4,6.4,2.7,3.4,2,,,6.9,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,5.2,,5.4,,,,,,,,0.67,,0.26,,,2.1,,1000,,3500,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11090,20161110,八千代橋,海老川,E,1436,1,0.2,船橋市,曇り,12,13.1,2.66,1.04,0.05,,>30.0,7.4,8.1,1.6,3.4,1,,,7,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,,690,,2100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11090,20161117,八千代橋,海老川,E,1038,2,0.4,船橋市,快晴,14.2,11.1,2.3,1.68,0.04,,>30.0,7.5,9.3,1.9,2.9,2,,,7.2,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11090,20161117,八千代橋,海老川,E,1218,2,0.4,船橋市,晴れ,17,15.2,2.17,0.9,0.02,,>30.0,7.5,7.3,1.2,3.3,1,,,7.6,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11090,20161117,八千代橋,海老川,E,1424,2,0.4,船橋市,晴れ,17.8,15.6,2.31,0.04,0,,>30.0,7.6,7.7,1.3,3,2,,,6.9,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11090,20161117,八千代橋,海老川,E,1625,2,0.5,船橋市,晴れ,15,14.5,2.67,-0.87,-0.01,,>30.0,7.6,7.5,1.3,3.2,2,,,7.2,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11090,20161117,八千代橋,海老川,E,1832,2,0.5,船橋市,晴れ,12.2,14.5,2.59,0.34,0.02,,>30.0,7.6,7.8,1.4,3.1,2,,,7.4,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11090,20161117,八千代橋,海老川,E,2033,2,0.5,船橋市,晴れ,11,14.2,2.46,1.04,0.04,,>30.0,7.6,7.5,1.9,3,2,,,7.4,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11090,20161117,八千代橋,海老川,E,2220,2,0.3,船橋市,晴れ,10.3,14.5,1.57,2.28,0.07,,>30.0,7.5,6.9,1.5,3.4,1,,,7.7,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11090,20161118,八千代橋,海老川,E,20,2,0.2,船橋市,快晴,8,13.9,1.19,0.94,0.05,,>30.0,7.5,5.9,1.2,3,2,,,6.2,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11090,20161118,八千代橋,海老川,E,234,2,0.2,船橋市,快晴,6,12.7,1.13,-0.19,-0.01,,>30.0,7.5,6.3,1.3,2.9,3,,,6.2,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11090,20161118,八千代橋,海老川,E,432,2,0.3,船橋市,快晴,5,12.2,1.72,0.34,0.05,,>30.0,7.6,6.8,1.6,3.4,3,,,7.3,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11090,20161118,八千代橋,海老川,E,630,2,0.5,船橋市,快晴,5.3,11.8,2.65,0.47,0.09,,>30.0,7.6,7,1.4,2.8,2,,,7.2,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11090,20161118,八千代橋,海老川,E,829,2,0.5,船橋市,晴れ,8,12.3,2.76,1.17,0.13,,>30.0,7.6,7.2,2,3.3,2,,,6.9,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11090,20161118,八千代橋,海老川,E,1022,2,0.5,船橋市,晴れ,12,13.8,2.46,1.8,0.04,,>30.0,7.6,7.6,1.4,2.7,2,,,7.3,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11090,20161208,八千代橋,海老川,E,938,1,0.1,船橋市,快晴,9,11,2.55,0.29,0.04,,>30.0,7.5,7.5,1.7,3.6,3,2.30E+04,<0.5,7.5,0.31,0.013,<0.00006,0.017,<0.0005,<0.1,<0.001,<0.005,<0.001,<0.0005,,,<0.002,<0.0002,<0.0004,<0.01,<0.004,<0.1,<0.0006,<0.001,<0.001,<0.0002,<0.0006,<0.0003,<0.002,<0.001,<0.001,0.22,0.3,5.9,0.3,6.2,<0.005,<0.005,<0.01,<0.1,<0.1,<0.02,,0.76,,0.26,,,1.8,,390,,1100,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11090,20161208,八千代橋,海老川,E,1500,1,0.1,船橋市,晴れ,14,12.3,2.44,0.59,0.06,,>30.0,7.6,8.6,1.8,3.3,2,2.30E+04,,7.8,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,,380,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11090,20170112,八千代橋,海老川,E,941,1,0.4,船橋市,快晴,9,9.6,2.16,1.97,0.05,,>30.0,7.4,7.5,3.2,4.3,3,,,7.6,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,6,,6.1,,,,,,,,1.1,,0.28,,,1.7,,470,,1400,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11090,20170112,八千代橋,海老川,E,1333,1,0.5,船橋市,晴れ,12,10.4,2.58,-2.42,-0.05,,>30.0,7.5,7.6,2.3,2.8,2,,,7.2,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,850,,2700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11090,20170207,八千代橋,海老川,E,931,1,0.1,船橋市,快晴,7.2,8.1,2.15,0.82,0.12,,>30.0,7.6,7.6,2.1,3.8,2,1.30E+04,<0.5,8.3,0.43,0.012,<0.00006,0.029,<0.0005,<0.1,<0.001,<0.005,0.001,<0.0005,,,<0.002,<0.0002,<0.0004,<0.01,<0.004,<0.1,<0.0006,<0.001,<0.001,,,,,,<0.001,0.11,0.27,6.2,,6.5,,<0.005,<0.01,<0.1,<0.1,<0.02,,1.4,,0.38,,,2.2,,530,,1600,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11090,20170207,八千代橋,海老川,E,1500,1,0.5,船橋市,快晴,14,9.4,2.35,4.36,0.1,,>30.0,7.8,8.9,2.1,3,3,7.00E+03,,7.1,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,,1300,,5100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
