地点コード,測定年月日,地点名称(漢字),水域名称(漢字),類型,測定時刻,採取位置,採取水深,調査機関,天候,気温,水温,全水深,流量(河川),平均流速(河川),透明度（湖沼・海域）,透視度(河川･湖沼),ｐＨ,ＤＯ,ＢＯＤ,ＣＯＤ,ＳＳ,大腸菌群数,n-ヘキサン抽出物質,全窒素,全リン,全亜鉛,ノニルフェノール,ＬＡＳ,カドミウム,全シアン,鉛,六価クロム,砒素,総水銀,アルキル水銀,ＰＣＢ,ジクロロメタン,四塩化炭素,１、２-ジクロロエタン,１、１-ジクロロエチレン,シス-１、２-ジクロロエチレン,１、１、１-トリクロロエタン,１、１、２-トリクロロエタン,トリクロロエチレン,テトラクロロエチレン,１、３-ジクロロプロペン,チウラム,シマジン,チオベンカルブ,ベンゼン,セレン,ふっ素,亜硝酸性窒素,硝酸性窒素,ほう素,硝酸性窒素及び亜硝酸性窒素,１、４-ジオキサン,フェノール類,銅,溶解性鉄,溶解性マンガン,クロム,ＥＰＮ,アンモニア性窒素,溶解性ＣＯＤ,リン酸性リン,プランクトン総数,クロロフィルａ,ＴＯＣ,ＤＯＣ,電気伝導率,塩分量(海域),塩化物イオン,陰イオン界面活性剤,アンチモン,ニッケル,トリハロメタン生成能,クロロホルム生成能,ブロモジクロロメタン生成能,ジブロモクロロメタン生成能,ブロモホルム生成能,クロロホルム,トランス-1、２-ジクロロエチレン,１、２-ジクロロプロペン,p-ジクロロベンゼン,イソキサチオン,ダイアジノン,フェニトロチオン,イソプロチオラン,オキシン銅,クロロタロニル,プロピザミド,ジクロルボス,フェノブカルブ,イプロベンホス,クロルニトロフェン,トルエン,キシレン,フタル酸ジエチルヘキシル,モリブデン,塩化ビニルモノマー,エピクロロヒドリン,全マンガン,ウラン,フェノール,ホルムアルデヒド,４-ｔ-オクチルフェノール,アニリン,２、４-ジクロロフェノール
10920,20160411,粟倉橋,小糸川上流,B,906,1,0.16,千葉県,曇り,9.7,14.2,0.84,1.14,0.22,,>30.0,8.1,8.6,1,5.6,1,1.30E+04,,0.81,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10920,20160510,粟倉橋,小糸川上流,B,1231,1,0.17,千葉県,曇り,22.9,17.6,0.85,0.99,0.18,,>30.0,8.1,9,1.6,6.7,3,1.70E+04,,1,0.14,0.003,,,<0.0003,<0.1,<0.001,<0.005,0.001,<0.0005,,<0.0005,<0.002,<0.0002,<0.0004,<0.01,<0.004,<0.1,<0.0006,<0.001,<0.001,<0.0002,<0.0006,<0.0003,<0.002,<0.001,<0.001,<0.08,0.04,0.54,<0.1,0.58,<0.005,,,,,,,0.07,,,,,10,,32,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10920,20160607,粟倉橋,小糸川上流,B,1240,1,0.14,千葉県,曇り,21.8,18.6,0.73,0.43,0.09,,>30.0,8.3,8.3,0.7,5.6,2,3.30E+04,,1.2,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10920,20160711,粟倉橋,小糸川上流,B,1030,1,0.1,千葉県,晴れ,31.1,24.2,0.53,0.25,0.05,,>30.0,8.2,8.1,1.1,6.7,2,3.30E+04,,1.2,0.23,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.83,,0.87,,<0.005,<0.01,0.1,<0.1,<0.02,,0.07,,,,,4.1,,38,,15,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10920,20160809,粟倉橋,小糸川上流,B,855,1,0.08,千葉県,薄曇り,32.9,23.5,0.4,0.17,0.05,,>30.0,8.3,7.3,1.3,6.7,4,3.30E+03,,1.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10920,20160906,粟倉橋,小糸川上流,B,852,1,0.16,千葉県,晴れ,32,23.6,0.81,0.76,0.14,,>30.0,8.2,7.1,1.1,6.4,2,7.90E+04,,1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.64,,0.68,,,,,,,,,,,,,4.2,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10920,20161004,粟倉橋,小糸川上流,B,839,1,0.16,千葉県,晴れ,25.9,21.2,0.84,1.98,0.34,,>30.0,8,8.2,0.9,7.4,3,1.30E+05,,0.88,0.082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10920,20161114,粟倉橋,小糸川上流,B,1115,1,0.17,千葉県,曇り,14.8,13.9,0.86,2.07,0.31,,>30.0,8,9.9,1,6.9,5,4.90E+03,,0.79,0.072,0.011,,,<0.0003,<0.1,<0.001,<0.005,<0.001,<0.0005,,,<0.002,<0.0002,<0.0004,<0.01,<0.004,<0.1,<0.0006,<0.001,<0.001,<0.0002,<0.0006,<0.0003,<0.002,<0.001,<0.001,<0.08,<0.03,0.44,<0.1,0.47,<0.005,,,,,,,0.05,,,,,6.7,,23,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10920,20161205,粟倉橋,小糸川上流,B,1341,1,0.16,千葉県,晴れ,17.8,13.3,0.82,2.05,0.33,,>30.0,8,9.8,0.6,6,3,7.90E+03,,0.75,0.069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10920,20170117,粟倉橋,小糸川上流,B,1358,1,0.16,千葉県,晴れ,9.2,6.5,0.8,1.15,0.22,,>30.0,8.1,11,0.7,4.9,<1,2.20E+03,,0.88,0.12,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.03,0.51,,0.54,,,,,,,,0.12,,,,,5,,31,,16,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10920,20170217,粟倉橋,小糸川上流,B,930,1,0.13,千葉県,晴れ,15.5,9,0.68,0.12,0.03,,>30.0,8.3,10,1.2,5,1,7.90E+02,,1.5,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10920,20170302,粟倉橋,小糸川上流,B,1004,1,0.16,千葉県,曇り,8.8,8,0.84,0.9,0.16,,>30.0,8.1,10,1.7,6.2,3,3.30E+03,,0.96,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.03,0.56,,0.59,,,,,,,,,,,,,5.3,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10930,20160510,八千代橋,小糸川下流,C,1200,1,0.08,千葉県,曇り,22.4,17.6,0.41,1.79,0.59,,>30.0,8.1,8.3,2,6.2,9,1.30E+04,,1,0.18,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.59,,0.63,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10930,20160711,八千代橋,小糸川下流,C,1003,1,0.09,千葉県,晴れ,33.1,22.3,0.48,1.32,0.47,,>30.0,8.1,7.7,0.8,5.4,7,1.70E+05,,0.95,0.19,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.64,,0.67,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10930,20161114,八千代橋,小糸川下流,C,1200,1,0.06,千葉県,曇り,14.4,14.1,0.34,2.46,0.77,,>30.0,8,9.3,0.9,5.9,7,1.70E+04,,0.9,0.12,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.03,0.56,,0.59,,,,,,,,,,,,,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10930,20170117,八千代橋,小糸川下流,C,1330,1,0.11,千葉県,晴れ,9.8,9.4,0.22,0.94,0.58,,>30.0,8.1,10,1,4,2,3.30E+03,,0.95,0.17,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.03,0.56,,0.59,,,,,,,,,,,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10940,20160411,人見橋,小糸川下流,C,1005,1,0.3,千葉県,曇り,10.6,14.3,1.51,3.78,0.04,,>30.0,7.8,8.2,0.7,5.5,11,,,1.1,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8,,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10940,20160510,人見橋,小糸川下流,C,1055,1,0.24,千葉県,曇り,23.3,18.3,1.23,10.9,0.2,,>30.0,7.9,8,<0.5,6,18,7.00E+03,,1.2,0.11,<0.001,<0.00006,0.002,<0.0003,<0.1,<0.001,<0.005,0.001,<0.0005,,<0.0005,<0.002,<0.0002,<0.0004,<0.01,<0.004,<0.1,<0.0006,<0.001,<0.001,<0.0002,<0.0006,<0.0003,<0.002,<0.001,<0.001,0.26,0.03,0.66,,0.69,<0.005,,,,,,,0.14,,,,,10,,1000,,3300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10940,20160607,人見橋,小糸川下流,C,835,1,0.34,千葉県,曇り,23.6,20.5,1.72,7.32,0.08,,>30.0,7.8,5.3,0.6,4.7,5,,,0.9,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10940,20160711,人見橋,小糸川下流,C,1202,1,0.39,千葉県,晴れ,31.4,27.7,1.95,1.22,0.01,,>30.0,7.8,6.6,1,6.1,10,7.00E+04,,1.1,0.2,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.46,,0.5,,<0.005,<0.01,<0.1,0.1,<0.02,,0.29,,,,,4.2,,970,,3100,<0.05,<0.002,<0.001,,,,,,<0.0006,,,,,,,,,,,,,,,,,,<0.007,<0.0002,<0.00004,0.14,0.0006,<0.001,<0.1,<0.00007,<0.002,<0.0003
10940,20160809,人見橋,小糸川下流,C,1045,1,0.42,千葉県,薄曇り,34.5,28.1,2.13,5.28,0.05,,>30.0,7.8,3.9,1,3.3,2,,,0.71,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10940,20160906,人見橋,小糸川下流,C,1035,1,0.4,千葉県,晴れ,29.7,27.7,2.02,8.39,0.07,,>30.0,8.1,8.4,2.3,3.8,4,,,0.61,0.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.03,0.16,,0.19,,,,,,,,,,,,,2.5,,3200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10940,20161004,人見橋,小糸川下流,C,931,1,0.37,千葉県,晴れ,28.1,22.8,1.89,12.3,0.12,,>30.0,7.9,7.1,0.7,5.3,5,,,0.96,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3,,1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10940,20161114,人見橋,小糸川下流,C,1004,1,0.34,千葉県,曇り,13.5,14.8,1.73,7.75,0.11,,>30.0,7.9,9.5,<0.5,5.3,7,4.90E+04,,1,0.13,0.004,<0.00006,0.0012,<0.0003,<0.1,<0.001,<0.005,<0.001,<0.0005,,,<0.002,<0.0002,<0.0004,<0.01,<0.004,<0.1,<0.0006,<0.001,<0.001,<0.0002,<0.0006,<0.0003,<0.002,<0.001,<0.001,0.23,<0.03,0.61,,0.64,<0.005,,,,,,,0.1,,,,,5.5,,1100,,3300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10940,20161205,人見橋,小糸川下流,C,930,1,0.7,千葉県,晴れ,14.4,13.4,3.53,17.9,0.14,,>30.0,7.8,8.5,0.5,4.4,4,,,1.1,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7,,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10940,20170117,人見橋,小糸川下流,C,1215,1,0.32,千葉県,晴れ,7.4,7.9,1.6,0,0,,>30.0,7.9,10,1.1,3.9,2,3.30E+03,,1.2,0.15,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.03,0.69,,0.72,,,,,,,,0.27,,,,,4.4,,620,,1400,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10940,20170217,人見橋,小糸川下流,C,1234,1,0.32,千葉県,曇り,16.4,11.3,1.62,2.57,0.03,,>30.0,8.1,9.8,1,2.4,5,,,1,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10940,20170302,人見橋,小糸川下流,C,1105,1,0.28,千葉県,曇り,9.3,10.9,1.42,8.77,0.11,,>30.0,7.9,9.5,1.9,4.9,4,,,1.5,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.76,,0.79,,,,,,,,,,,,,3.3,,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10950,20160510,平川橋,矢那川,,1323,1,0.08,千葉県,曇り,24.8,19.1,0.44,0.66,0.2,,>30.0,7.9,9.2,2.1,5.2,12,7.90E+03,,1.2,0.085,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.7,,0.73,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10950,20160711,平川橋,矢那川,,905,1,0.07,千葉県,晴れ,30.1,22.4,0.37,0.15,0.05,,>30.0,7.9,8.3,1.6,4.3,8,2.40E+05,,1.1,0.095,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.03,0.75,,0.78,,,,,,,,,,,,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10950,20161114,平川橋,矢那川,,1349,1,0.13,千葉県,曇り,15.3,14.8,0.66,0.37,0.07,,>30.0,8,10,1,2.9,4,7.90E+04,,1.4,0.05,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.03,1.1,,1.1,,,,,,,,,,,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10950,20170117,平川橋,矢那川,,1105,1,0.06,千葉県,晴れ,8.2,7.1,0.34,0.18,0.1,,>30.0,8,12,1.8,2.5,3,3.30E+03,,1.6,0.056,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.03,1.2,,1.3,,,,,,,,,,,,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10960,20160510,富士見橋,矢那川,,942,1,0.2,千葉県,曇り,21.7,18.4,1.02,2.77,0.18,,>30.0,7.7,7.7,1.5,5.6,13,3.30E+04,,1.2,0.18,<0.001,,,<0.0003,<0.1,<0.001,<0.005,<0.001,<0.0005,,,<0.002,<0.0002,<0.0004,<0.01,<0.004,<0.1,<0.0006,<0.001,<0.001,<0.0002,<0.0006,<0.0003,<0.002,<0.001,<0.001,0.12,0.03,0.48,,0.51,,,,,,,,0.11,,,,,9.5,,410,,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10960,20160711,富士見橋,矢那川,,1254,1,0.24,千葉県,晴れ,33.2,28.2,1.21,0.64,0.03,,>30.0,7.8,6.8,1.3,4.2,5,9.20E+05,,1.2,0.13,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.58,,0.61,,<0.005,<0.01,<0.1,0.1,<0.02,,0.25,,,,,3.1,,750,,2400,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10960,20161114,富士見橋,矢那川,,922,1,0.11,千葉県,曇り,13.8,14.5,0.57,0.85,0.09,,>30.0,7.8,8.2,1,3.2,5,2.40E+05,,1.4,0.077,0.005,,,<0.0003,<0.1,<0.001,<0.005,<0.001,<0.0005,,,<0.002,<0.0002,<0.0004,<0.01,<0.004,<0.1,<0.0006,<0.001,<0.001,<0.0002,<0.0006,<0.0003,<0.002,<0.001,<0.001,0.21,0.03,0.86,,0.89,,,,,,,,0.18,,,,,4.1,,1000,,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10960,20170117,富士見橋,矢那川,,1130,1,0.17,千葉県,晴れ,7.4,7.7,0.85,1.7,0.12,,>30.0,7.9,11,1.7,3,2,4.90E+03,,1.7,0.09,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,1.1,,1.1,,,,,,,,0.31,,,,,2.8,,730,,3000,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10970,20160411,岩田橋,小櫃川上流,A,913,1,0.19,千葉県,曇り,11.1,14.4,0.97,3.17,0.38,,26,7.9,8.9,1.8,5.3,14,1.10E+04,,0.72,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10970,20160510,岩田橋,小櫃川上流,A,1235,1,0.24,千葉県,曇り,23,17.8,1.21,5.86,0.5,,>30.0,8,9.4,2,5.7,9,3.30E+04,,1,0.14,0.003,,,<0.0003,<0.1,<0.001,<0.005,<0.001,<0.0005,,<0.0005,<0.002,<0.0002,<0.0004,<0.01,<0.004,<0.1,<0.0006,<0.001,<0.001,<0.0002,<0.0006,<0.0003,<0.002,<0.001,<0.001,<0.08,0.03,0.42,<0.1,0.45,<0.005,,,,,,,0.12,,,,,8.8,,23,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10970,20160607,岩田橋,小櫃川上流,A,1005,1,0.2,千葉県,曇り,24.2,19.6,1.02,2.69,0.29,,>30.0,8,8.5,0.8,5,7,2.20E+04,,0.76,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10970,20160711,岩田橋,小櫃川上流,A,1258,1,0.19,千葉県,晴れ,31.9,23.9,0.99,3.39,0.35,,>30.0,8,8,1.3,6,8,4.90E+04,,0.7,0.13,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.03,0.41,,0.44,,<0.005,<0.01,0.3,<0.1,<0.02,,0.03,,,,,3.8,,23,,10,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10970,20160809,岩田橋,小櫃川上流,A,901,1,0.18,千葉県,晴れ,31.4,24.7,0.9,2.49,0.29,,>30.0,8.1,7.1,0.8,5.1,7,2.30E+03,,0.72,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10970,20160906,岩田橋,小櫃川上流,A,935,1,0.2,千葉県,晴れ,30.1,24.5,1.03,2.22,0.25,,>30.0,8,7.6,1.4,4.5,4,7.90E+04,,0.76,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.03,0.45,,0.48,,,,,,,,,,,,,2.7,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10970,20161004,岩田橋,小櫃川上流,A,936,1,0.25,千葉県,薄曇り,30.9,21.6,1.25,6.33,0.55,,>30.0,8,8.7,1.4,6.2,12,7.90E+04,,0.93,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10970,20161114,岩田橋,小櫃川上流,A,935,1,0.2,千葉県,曇り,15.2,13.1,1,3.18,0.36,,>30.0,7.8,9.7,1,4,7,1.70E+04,,0.82,0.098,0.002,,,<0.0003,<0.1,<0.001,<0.005,<0.001,<0.0005,,,<0.002,<0.0002,<0.0004,<0.01,<0.004,<0.1,<0.0006,<0.001,<0.001,<0.0002,<0.0006,<0.0003,<0.002,<0.001,<0.001,<0.08,<0.03,0.5,<0.1,0.53,<0.005,,,,,,,0.05,,,,,4.6,,25,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10970,20161205,岩田橋,小櫃川上流,A,910,1,0.24,千葉県,晴れ,14.2,12,1.21,3.84,0.35,,>30.0,7.9,9.7,1.1,4.4,10,4.90E+03,,0.81,0.086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10970,20170117,岩田橋,小櫃川上流,A,910,1,0.2,千葉県,晴れ,5.7,5.9,1.04,2.98,0.33,,>30.0,8,11,1.3,3.3,2,4.90E+03,,0.8,0.1,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.03,0.53,,0.56,,,,,,,,0.09,,,,,3.5,,28,,10,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10970,20170217,岩田橋,小櫃川上流,A,1124,1,0.19,千葉県,薄曇り,19.2,11.9,0.96,2.23,0.26,,>30.0,8.2,11,1.1,4.3,19,7.00E+02,,0.71,0.093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10970,20170302,岩田橋,小櫃川上流,A,1059,1,0.16,千葉県,曇り,7,9.2,0.84,3.31,0.39,,>30.0,8,10,1.5,4.2,9,1.30E+04,,0.9,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.03,0.5,,0.53,,,,,,,,,,,,,2.2,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10975,20160510,門生橋,小櫃川上流,A,1140,1,0.14,千葉県,曇り,21.5,16.2,0.29,1.49,0.46,,>30.0,7.9,9.5,<0.5,8.1,3,2.30E+03,,0.58,0.037,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.03,0.27,,0.3,,,,,,,,,,,,,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10975,20160711,門生橋,小櫃川上流,A,1204,1,0.11,千葉県,晴れ,31.4,23.5,0.23,0.53,0.39,,>30.0,8.3,8.5,0.5,5.1,<1,7.90E+03,,0.48,0.053,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.03,0.25,,0.28,,,,,,,,,,,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10975,20161114,門生橋,小櫃川上流,A,1022,1,0.1,千葉県,曇り,15.2,12.4,0.21,0.27,0.08,,>30.0,8.1,10,0.6,2.7,<1,7.00E+03,,0.47,0.053,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.03,0.32,,0.35,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10975,20170117,門生橋,小櫃川上流,A,1004,1,0.11,千葉県,晴れ,6.7,3.1,0.23,0.21,0.2,,>30.0,8.2,13,0.6,1.9,<1,2.30E+02,,0.54,0.067,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.03,0.29,,0.32,,,,,,,,,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10980,20160411,小櫃橋,小櫃川下流,B,1102,1,0.19,千葉県,曇り,11.9,15.1,0.99,10.1,0.29,,24,7.8,6.3,1.8,5.3,20,1.30E+04,,1.2,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10980,20160510,小櫃橋,小櫃川下流,B,850,1,0.27,千葉県,曇り,18.3,19,1.38,20.9,0.37,,>30.0,8,8.5,2,5.4,18,2.30E+04,,1,0.15,0.005,<0.00006,0.0019,<0.0003,<0.1,<0.001,<0.005,0.001,<0.0005,,<0.0005,<0.002,<0.0002,<0.0004,<0.01,<0.004,<0.1,<0.0006,<0.001,<0.001,<0.0002,<0.0006,<0.0003,<0.002,<0.001,<0.001,<0.08,0.03,0.44,<0.1,0.47,<0.005,,,,,,,0.11,,,,,8.9,,31,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10980,20160607,小櫃橋,小櫃川下流,B,940,1,0.15,千葉県,曇り,21.8,20.5,0.77,5.28,0.25,,>30.0,7.9,6.6,1.7,4.7,11,7.90E+03,,1,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10980,20160711,小櫃橋,小櫃川下流,B,1329,1,0.16,千葉県,晴れ,33.5,28.4,0.81,5.53,0.2,,>30.0,7.9,6.8,1.1,5.9,9,1.10E+04,,1,0.18,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.03,0.64,,0.67,,<0.005,0.01,0.1,<0.1,<0.02,,0.07,,,,,3.7,,27,,18,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10980,20160809,小櫃橋,小櫃川下流,B,1200,1,0.21,千葉県,晴れ,37,30,1.06,6.04,0.14,,>30.0,8.1,6.6,1.7,5.2,8,4.90E+03,,0.78,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10980,20160906,小櫃橋,小櫃川下流,B,1135,1,0.24,千葉県,晴れ,31.7,27.1,1.23,10.6,0.22,,>30.0,8.2,7.8,2,4.6,8,7.90E+04,,1,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.03,0.61,,0.64,,,,,,,,,,,,,2.6,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10980,20161004,小櫃橋,小櫃川下流,B,1120,1,0.2,千葉県,晴れ,28.7,24,1.03,12,0.33,,>30.0,8.1,8.7,1,4.3,9,1.40E+04,,1.2,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10980,20161114,小櫃橋,小櫃川下流,B,831,1,0.23,千葉県,曇り,14.2,14.3,1.17,12.1,0.26,,>30.0,7.9,9.4,1.4,4.9,9,1.80E+04,,1.2,0.1,0.005,<0.00006,<0.0006,<0.0003,<0.1,<0.001,<0.005,0.001,<0.0005,,,<0.002,<0.0002,<0.0004,<0.01,<0.004,<0.1,<0.0006,<0.001,<0.001,<0.0002,<0.0006,<0.0003,<0.002,<0.001,<0.001,<0.08,<0.03,0.85,<0.1,0.88,<0.005,,,,,,,0.07,,,,,4.6,,27,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10980,20161205,小櫃橋,小櫃川下流,B,1040,1,0.28,千葉県,晴れ,17.4,13.4,1.43,15.9,0.24,,>30.0,8.1,9.6,0.8,3.7,7,7.90E+03,,1.1,0.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
